census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Grocery_Store
17031570200,8.3,0.0,0.49,14.0,0.0,1.0,9.0,1.0,374.0,34.0
17031580200,12.0,0.0,0.94,23.0,0.4755936912996247,0.0,9.0,1.0,176.0,21.0
17031560500,12.0,0.0,0.0,10.0,0.0,0.0,11.0,1.0,98.0,13.0
17031560700,12.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,190.0,25.0
17031560800,12.0,0.0,0.0,23.0,0.0,2.0,3.0,1.0,302.0,38.0
17031530400,26.0,0.0,5.5,14.0,1.0039404556598388,1.0,6.0,1.0,87.0,7.0
17031520300,15.8,0.0,4.6499999999999995,14.0,0.0,1.0,5.0,0.0,220.0,51.0
17031520400,15.8,0.0,7.68,15.0,0.0,1.0,4.0,0.0,235.0,51.0
17031530300,26.0,70.0,42.1,19.0,0.1696038695713647,1.0,7.0,1.0,176.0,12.0
17031510100,14.1,0.0,5.05,22.0,0.0,0.0,4.0,1.0,183.0,31.0
17031490300,22.3,0.0,0.0,11.0,0.0,0.0,7.0,0.0,116.0,21.0
17031490800,22.3,0.0,0.0,25.0,0.055759693800425,0.0,8.0,1.0,185.0,42.0
17031491200,22.3,0.0,0.0,13.0,0.0,0.0,9.0,1.0,139.0,22.0
17031460400,19.3,0.0,2.95,3.0,0.0,0.0,15.0,0.0,143.0,14.0
17031460800,19.3,0.0,15.47,4.0,0.0,0.0,8.0,1.0,25.0,0.0
17031480200,20.4,0.0,0.0,6.0,0.0,0.0,12.0,1.0,124.0,49.0
17031480300,20.4,0.0,0.0,5.0,0.0,0.0,10.0,0.0,87.0,10.0
17031440600,20.1,0.0,0.0,13.0,0.0,0.0,9.0,0.0,81.0,6.0
17031460200,19.3,0.0,10.05,7.0,0.0,0.0,13.0,1.0,85.0,5.0
17031431100,23.1,0.0,10.66,19.0,0.0,0.0,10.0,1.0,260.0,50.0
17031440300,20.1,0.0,6.15,26.0,0.0791301575260608,2.0,9.0,1.0,290.0,39.0
17031420800,22.1,108.0,0.8300000000000001,10.0,0.0,0.0,13.0,1.0,159.0,16.0
17031421100,22.1,117.0,0.0,31.0,0.0,0.0,7.0,0.0,65.0,15.0
17031430400,23.1,0.0,0.0,11.0,0.1194776069722202,0.0,13.0,1.0,213.0,36.0
17031430600,23.1,0.0,0.0,7.0,0.0,0.0,7.0,1.0,225.0,48.0
17031411000,27.5,0.0,0.0,14.0,0.0,0.0,6.0,0.0,201.0,34.0
17031411400,27.5,0.0,0.0,12.0,0.2528189963570293,0.0,11.0,1.0,113.0,50.0
17031420300,22.1,64.0,0.0,10.0,0.0,0.0,10.0,1.0,63.0,6.0
17031390400,28.0,252.0,3.96,8.0,0.0,0.0,15.0,2.0,85.0,2.0
17031390700,28.0,0.0,0.0,17.0,0.0,1.0,10.0,1.0,182.0,10.0
17031400300,21.9,85.0,350.49,29.0,1.0490798516711397,0.0,11.0,1.0,93.0,8.0
17031410400,27.5,0.0,0.0,4.0,0.0,0.0,13.0,1.0,28.0,2.0
17031410500,27.5,0.0,0.57,7.0,0.0,0.0,13.0,1.0,59.0,1.0
17031370400,12.3,0.0,0.61,13.0,0.0,0.0,12.0,1.0,146.0,30.0
17031380300,16.9,142.0,0.24,14.0,0.4977984317238794,0.0,16.0,3.0,114.0,20.0
17031380700,16.9,199.0,0.0,4.0,0.0,0.0,11.0,2.0,96.0,18.0
17031381500,16.9,239.0,0.0,3.0,0.1252081008644886,0.0,12.0,1.0,106.0,16.0
17031381800,16.9,96.0,0.75,9.0,0.2514662477193286,0.0,10.0,1.0,134.0,17.0
17031390100,28.0,0.0,0.31,3.0,0.0,0.0,9.0,1.0,105.0,16.0
17031350100,21.6,0.0,0.0,6.0,0.0,0.0,7.0,1.0,70.0,1.0
17031350400,21.6,0.0,6.75,5.0,0.0,1.0,15.0,3.0,33.0,6.0
17031350900,21.6,0.0,0.0,2.0,0.0591289509108694,0.0,14.0,2.0,11.0,0.0
17031370300,12.3,100.0,0.0,9.0,0.0,0.0,10.0,2.0,38.0,9.0
17031360300,19.3,148.0,0.28,4.0,0.0,0.0,5.0,1.0,27.0,0.0
17031330200,13.8,648.0,21.21,18.0,0.1591968258777477,0.0,7.0,1.0,178.0,19.0
17031330400,13.8,0.0,0.0,13.0,0.586260107606497,0.0,11.0,1.0,283.0,34.0
17031340200,13.1,147.0,0.45,22.0,0.0,3.0,12.0,1.0,765.0,172.0
17031311400,10.6,0.0,7.630000000000001,31.0,0.0,0.0,9.0,1.0,619.0,45.0
17031320500,17.8,0.0,4.74,44.0,1.2738086291230937,2.0,3.0,1.0,4899.0,580.0
17031301800,14.9,0.0,0.0,24.0,0.0,2.0,11.0,1.0,871.0,126.0
17031310300,10.6,65.0,0.71,10.0,0.0,1.0,13.0,2.0,342.0,24.0
17031310600,10.6,140.0,0.72,17.0,0.1514706679825955,3.0,16.0,2.0,923.0,136.0
17031310700,10.6,0.0,0.0,6.0,0.0,0.0,18.0,2.0,242.0,61.0
17031311000,10.6,5.0,0.0,12.0,0.0,0.0,19.0,0.0,315.0,52.0
17031292600,17.7,0.0,0.0,9.0,0.0,0.0,12.0,1.0,266.0,13.0
17031300300,14.9,0.0,0.0,4.0,0.0,0.0,26.0,2.0,160.0,19.0
17031300400,14.9,0.0,0.2,3.0,0.0,0.0,25.0,2.0,53.0,3.0
17031301300,14.9,0.0,0.0,22.0,0.6390847254588107,0.0,15.0,1.0,605.0,9.0
17031301400,14.9,0.0,22.77,5.0,0.1250885916351743,0.0,20.0,1.0,445.0,24.0
17031284300,14.6,0.0,0.0,4.0,0.0,0.0,20.0,0.0,142.0,11.0
17031290600,17.7,0.0,0.0,3.0,0.162052668443473,0.0,26.0,2.0,20.0,1.0
17031290900,17.7,32.0,9.530000000000001,15.0,0.0,0.0,12.0,0.0,229.0,36.0
17031291900,17.7,0.0,0.0,3.0,0.0,0.0,26.0,2.0,10.0,1.0
17031291200,17.7,0.0,3.83,12.0,0.2513830438032845,0.0,26.0,2.0,50.0,12.0
17031291600,17.7,0.0,0.0,3.0,0.0,0.0,21.0,1.0,44.0,2.0
17031292100,17.7,0.0,0.08,3.0,0.0,0.0,25.0,2.0,26.0,0.0
17031282800,14.6,0.0,1.04,6.0,0.0,0.0,20.0,1.0,182.0,34.0
17031283200,14.6,189.0,7.07,8.0,0.0,0.0,15.0,2.0,160.0,33.0
17031283500,14.6,0.0,0.0,12.0,1.0564198058888363,0.0,6.0,1.0,246.0,27.0
17031283600,14.6,0.0,0.0,6.0,0.0011047500478175,0.0,11.0,1.0,241.0,55.0
17031280100,14.6,61.0,1.31,22.0,1.1620405581380655,0.0,3.0,2.0,1717.0,297.0
17031280600,14.6,0.0,0.0,2.0,0.2970343540757575,0.0,20.0,1.0,69.0,0.0
17031280900,14.6,8.0,0.0,7.0,0.0,0.0,17.0,1.0,78.0,20.0
17031281100,14.6,0.0,0.0,1.0,0.0,0.0,16.0,1.0,17.0,0.0
17031281800,14.6,82.0,2.71,14.0,0.5044601535213209,0.0,8.0,2.0,1071.0,94.0
17031281900,14.6,0.0,1.11,20.0,0.7054254776309387,2.0,5.0,2.0,1409.0,181.0
17031260900,17.9,0.0,1.33,4.0,0.0,0.0,20.0,2.0,73.0,21.0
17031270300,18.4,352.0,0.0,8.0,0.253458616799157,1.0,18.0,2.0,80.0,6.0
17031270800,18.4,0.0,0.0,4.0,0.0,0.0,22.0,1.0,42.0,5.0
17031271300,18.4,24.0,1.28,21.0,0.0,0.0,22.0,2.0,29.0,0.0
17031251700,19.0,0.0,0.48,10.0,0.0,0.0,17.0,1.0,224.0,48.0
17031252200,19.0,120.0,5.94,41.0,0.0,2.0,11.0,0.0,351.0,81.0
17031252300,19.0,0.0,0.0,25.0,0.0,0.0,6.0,0.0,311.0,19.0
17031260700,17.9,0.0,0.0,14.0,0.0625193567984274,0.0,13.0,1.0,210.0,45.0
17031250800,19.0,0.0,18.8,14.0,0.0,0.0,11.0,3.0,223.0,26.0
17031251100,19.0,0.0,0.0,11.0,0.0,0.0,13.0,2.0,195.0,51.0
17031251600,19.0,0.0,0.85,7.0,0.0,0.0,15.0,2.0,98.0,18.0
17031242100,19.5,13.0,0.0,5.0,0.252187681681326,0.0,18.0,1.0,381.0,59.0
17031242800,19.5,0.0,10.53,17.0,0.285980599786042,0.0,20.0,2.0,199.0,16.0
17031243100,19.5,3.0,0.22,10.0,0.0002815304440031,0.0,18.0,2.0,416.0,30.0
17031243500,19.5,43.0,0.0,21.0,0.4993626936543797,1.0,7.0,2.0,797.0,78.0
17031243600,19.5,1.0,0.0,12.0,0.3295976906504725,0.0,6.0,2.0,241.0,19.0
17031240400,19.5,0.0,0.0,4.0,0.0,1.0,17.0,1.0,262.0,25.0
17031240500,19.5,4.0,0.54,9.0,0.378989340769478,0.0,19.0,1.0,245.0,26.0
17031241000,19.5,26.0,0.0,3.0,0.0,1.0,17.0,2.0,87.0,9.0
17031241500,19.5,8.0,0.66,8.0,0.0,0.0,15.0,2.0,860.0,107.0
17031241600,19.5,0.0,4.18,7.0,0.0,1.0,12.0,2.0,269.0,27.0
17031222600,19.9,0.0,0.51,2.0,0.0,1.0,14.0,2.0,103.0,12.0
17031222800,19.9,48.0,0.0,1.0,0.0,0.0,14.0,2.0,65.0,8.0
17031230700,16.5,72.0,0.7,22.0,0.0,0.0,17.0,2.0,414.0,67.0
17031230900,16.5,27.0,0.0,11.0,0.0,0.0,15.0,2.0,247.0,47.0
17031231200,16.5,4.0,0.97,12.0,0.0,2.0,15.0,2.0,415.0,99.0
17031220800,19.9,0.0,0.0,6.0,0.1385588068193161,0.0,15.0,0.0,51.0,5.0
17031221100,19.9,100.0,0.17,13.0,0.0,0.0,13.0,2.0,289.0,26.0
17031221800,19.9,0.0,0.0,10.0,0.1688004286354748,0.0,9.0,2.0,406.0,47.0
17031222300,19.9,14.0,0.37,3.0,0.0817681567945381,1.0,15.0,3.0,180.0,27.0
17031200400,17.0,0.0,4.9,12.0,0.0,0.0,12.0,1.0,350.0,42.0
17031210500,16.1,32.0,0.0,21.0,0.3366110629803939,1.0,11.0,0.0,606.0,74.0
17031210700,16.1,0.0,0.15,6.0,0.8865491688059506,0.0,10.0,1.0,235.0,44.0
17031220100,19.9,0.0,0.0,13.0,0.6535929925940683,0.0,11.0,0.0,348.0,42.0
17031220200,19.9,0.0,2.18,8.0,0.1541961924052613,0.0,10.0,1.0,176.0,27.0
17031190800,15.2,0.0,0.0,12.0,0.0,0.0,14.0,1.0,513.0,53.0
17031190900,15.2,85.0,0.0,6.0,0.0,1.0,12.0,1.0,140.0,28.0
17031191400,15.2,1.0,0.0,5.0,0.0,0.0,6.0,1.0,31.0,1.0
17031170500,18.8,0.0,0.0,17.0,0.0,0.0,2.0,1.0,111.0,12.0
17031170800,18.8,0.0,0.0,12.0,0.0,1.0,3.0,1.0,247.0,37.0
17031171100,18.8,0.0,0.0,14.0,0.0,0.0,7.0,2.0,203.0,26.0
17031160800,24.8,0.0,4.35,13.0,0.0,0.0,12.0,1.0,414.0,54.0
17031161100,24.8,0.0,0.0,18.0,0.4498215917978618,0.0,9.0,1.0,150.0,13.0
17031161300,24.8,0.0,0.0,16.0,0.5002439271741387,0.0,12.0,1.0,497.0,68.0
17031170300,18.8,0.0,0.0,22.0,0.0,0.0,3.0,2.0,269.0,32.0
17031150800,19.4,0.0,0.0,14.0,0.0,0.0,8.0,1.0,346.0,30.0
17031150900,19.4,11.0,0.0,10.0,0.3245958670602723,1.0,9.0,1.0,130.0,10.0
17031160200,24.8,0.0,1.03,11.0,0.0,0.0,5.0,1.0,379.0,22.0
17031140200,23.8,56.0,0.0,5.0,0.0,0.0,14.0,1.0,401.0,94.0
17031140400,23.8,97.0,0.33,21.0,0.0,1.0,6.0,1.0,512.0,55.0
17031140700,23.8,0.0,0.0,18.0,0.0,0.0,14.0,2.0,881.0,179.0
17031150200,19.4,2.0,2.12,37.0,0.0,0.0,6.0,2.0,860.0,128.0
17031130200,33.0,0.0,38.39,21.0,0.0,0.0,5.0,1.0,200.0,36.0
17031100600,22.9,0.0,0.0,25.0,0.0,1.0,6.0,2.0,293.0,40.0
17031100700,22.9,0.0,0.0,8.0,0.0,0.0,4.0,1.0,80.0,3.0
17031090200,23.4,1.0,10.25,16.0,0.0,0.0,4.0,0.0,557.0,61.0
17031100200,22.9,0.0,3.52,29.0,0.0,1.0,3.0,1.0,424.0,35.0
17031100400,22.9,0.0,0.0,6.0,0.0,0.0,3.0,1.0,51.0,7.0
17031081500,17.8,0.0,0.0,19.0,0.0,0.0,5.0,2.0,1903.0,228.0
17031071400,26.3,0.0,0.14,16.0,0.0,0.0,7.0,0.0,400.0,55.0
17031071500,26.3,0.0,0.06,25.0,0.0,0.0,11.0,1.0,765.0,52.0
17031080500,17.8,119.0,10.63,8.0,0.3537735546303277,0.0,12.0,1.0,134.0,21.0
17031080200,17.8,0.0,0.0,16.0,0.0,0.0,10.0,2.0,348.0,42.0
17031080700,17.8,24.0,0.0,7.0,0.0,0.0,14.0,1.0,407.0,41.0
17031063100,23.6,4.0,0.15,10.0,0.0,0.0,6.0,1.0,347.0,89.0
17031070500,26.3,0.0,0.42,3.0,0.0,0.0,7.0,2.0,120.0,7.0
17031071200,26.3,54.0,14.4,13.0,0.0,0.0,9.0,1.0,318.0,108.0
17031061000,23.6,79.0,0.0,2.0,0.0,2.0,8.0,2.0,388.0,15.0
17031061300,23.6,2.0,0.38,5.0,0.0,0.0,10.0,1.0,146.0,15.0
17031061500,23.6,0.0,0.47,1.0,0.0,0.0,10.0,3.0,123.0,16.0
17031062300,23.6,0.0,0.53,3.0,0.0,0.0,11.0,2.0,147.0,18.0
17031062600,23.6,0.0,2.3,5.0,0.0,0.0,8.0,2.0,347.0,22.0
17031062700,23.6,52.0,0.0,8.0,0.0,1.0,9.0,2.0,534.0,65.0
17031062800,23.6,0.0,0.8,4.0,0.0,0.0,10.0,3.0,396.0,71.0
17031062900,23.6,0.0,0.16,2.0,0.0,0.0,9.0,3.0,220.0,28.0
17031050400,24.3,0.0,29.43,15.0,0.3690956292979274,0.0,13.0,0.0,283.0,44.0
17031050500,24.3,0.0,0.0,15.0,0.0,0.0,10.0,2.0,635.0,25.0
17031050600,24.3,2.0,0.12,7.0,0.0005509709010989,0.0,11.0,2.0,407.0,55.0
17031050700,24.3,0.0,0.0,4.0,0.0,0.0,12.0,1.0,82.0,5.0
17031050800,24.3,0.0,0.0,4.0,0.0,0.0,11.0,1.0,379.0,21.0
17031051000,24.3,0.0,0.0,3.0,0.0002097067322784,0.0,12.0,1.0,154.0,6.0
17031051100,24.3,0.0,0.79,5.0,0.0,0.0,9.0,1.0,312.0,26.0
17031051200,24.3,0.0,0.0,4.0,0.0,0.0,12.0,1.0,80.0,0.0
17031051400,24.3,91.0,9.08,7.0,0.0,0.0,12.0,1.0,147.0,7.0
17031051500,24.3,0.0,0.0,7.0,0.2393909710097045,0.0,12.0,1.0,209.0,8.0
17031060100,23.6,0.0,0.16,7.0,0.0,0.0,12.0,1.0,125.0,22.0
17031060200,23.6,0.0,0.22,2.0,0.0,0.0,9.0,2.0,436.0,30.0
17031060400,23.6,5.0,0.37,7.0,0.0,0.0,12.0,2.0,411.0,66.0
17031060500,23.6,0.0,1.39,6.0,0.0006036957006373,0.0,12.0,1.0,95.0,15.0
17031060600,23.6,0.0,0.0,2.0,0.0,0.0,13.0,1.0,70.0,25.0
17031060800,23.6,2.0,0.0,11.0,0.0944278872558576,0.0,8.0,2.0,170.0,21.0
17031040100,28.3,0.0,23.68,18.0,0.0,0.0,8.0,1.0,234.0,7.0
17031040200,28.3,0.0,1.55,43.0,0.5670500256463924,0.0,10.0,1.0,818.0,136.0
17031040300,28.3,0.0,41.57,9.0,0.1363585939460782,0.0,10.0,2.0,86.0,8.0
17031040700,28.3,2.0,0.89,8.0,0.000652137440353,0.0,11.0,1.0,453.0,127.0
17031040800,28.3,0.0,0.32,4.0,0.0,0.0,8.0,1.0,114.0,9.0
17031040900,28.3,0.0,15.97,10.0,0.0,1.0,8.0,1.0,409.0,36.0
17031050100,24.3,4.0,0.0,10.0,0.1255410390878911,0.0,10.0,1.0,310.0,41.0
17031050200,24.3,60.0,0.0,14.0,0.0,1.0,9.0,1.0,567.0,84.0
17031050300,24.3,5.0,0.0,6.0,0.0141843803148037,0.0,7.0,1.0,213.0,23.0
17031031000,23.5,9.0,0.0,9.0,0.0,0.0,10.0,2.0,384.0,50.0
17031031100,23.5,95.0,0.16,12.0,0.312711422119784,2.0,10.0,1.0,365.0,47.0
17031031200,23.5,329.0,0.25,11.0,0.0,2.0,7.0,1.0,643.0,151.0
17031031400,23.5,8.0,12.78,33.0,0.1797135555664598,0.0,6.0,1.0,285.0,20.0
17031031700,23.5,262.0,0.72,12.0,0.5077647322852162,1.0,9.0,2.0,457.0,60.0
17031031800,23.5,6.0,4.93,6.0,0.0,1.0,10.0,2.0,198.0,21.0
17031031900,23.5,0.0,0.0,6.0,0.0,0.0,10.0,3.0,276.0,15.0
17031032100,23.5,231.0,0.0,22.0,0.0006184578001013,1.0,11.0,1.0,373.0,30.0
17031020600,26.0,3.0,0.0,18.0,0.0,2.0,8.0,1.0,806.0,162.0
17031020700,26.0,216.0,70.83999999999999,40.0,0.0,3.0,7.0,1.0,706.0,97.0
17031030200,26.3,3.0,0.08,14.0,0.4916660052437833,1.0,7.0,2.0,562.0,92.0
17031030300,26.3,0.0,0.0,6.0,0.0118994288605986,1.0,9.0,2.0,196.0,24.0
17031030400,26.3,16.0,0.0,10.0,0.1670750588346547,0.0,8.0,1.0,240.0,29.0
17031030600,26.3,396.0,5.64,11.0,0.0,1.0,6.0,1.0,355.0,42.0
17031030700,26.3,0.0,0.38,21.0,0.0,0.0,6.0,2.0,500.0,67.0
17031030800,26.3,0.0,0.69,9.0,0.0,0.0,7.0,2.0,539.0,99.0
17031010500,27.4,953.0,0.45,17.0,0.0,0.0,6.0,2.0,455.0,103.0
17031010600,27.4,0.0,0.0,10.0,0.0,0.0,8.0,1.0,501.0,49.0
17031010700,27.4,57.0,1.52,21.0,0.0,1.0,9.0,2.0,882.0,136.0
17031010900,27.4,0.0,2.15,1.0,0.0,0.0,9.0,2.0,34.0,1.0
17031020300,26.0,14.0,24.7,37.0,0.0,0.0,5.0,1.0,291.0,68.0
17031020400,26.0,0.0,0.2,12.0,0.0,0.0,12.0,2.0,157.0,29.0
17031020200,26.0,0.0,24.56,24.0,0.0,0.0,6.0,1.0,333.0,47.0
17031010100,27.4,0.0,9.1,1.0,0.0,0.0,6.0,0.0,185.0,31.0
17031010200,27.4,57.0,16.49,15.0,0.0,1.0,8.0,1.0,559.0,102.0
17031750100,28.1,0.0,0.97,21.0,0.0,0.0,12.0,0.0,204.0,43.0
17031750200,28.1,0.0,11.3,10.0,0.0,1.0,7.0,1.0,164.0,9.0
17031750300,28.1,0.0,0.0,4.0,0.0,0.0,4.0,2.0,167.0,24.0
17031750600,28.1,0.0,16.72,19.0,0.0,0.0,12.0,1.0,267.0,45.0
17031760800,19.3,0.0,1.79,30.0,0.0,0.0,1.0,0.0,874.0,91.0
17031770900,19.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
17031808100,19.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
17031810501,19.3,0.0,0.0,92.0,0.0,0.0,0.0,1.0,22.0,0.0
17031821500,24.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
17031823304,28.1,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
17031590700,15.0,0.0,0.0,13.0,0.0,0.0,7.0,2.0,254.0,18.0
17031600300,13.0,0.0,0.0,4.0,0.0,0.0,13.0,2.0,47.0,2.0
17031561300,12.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,46.0,11.0
17031320200,17.8,16.0,0.0,28.0,1.3629560410135388,1.0,3.0,1.0,4907.0,563.0
17031292300,17.7,0.0,0.0,7.0,0.0,0.0,21.0,3.0,34.0,7.0
17031290100,17.7,0.0,0.0,3.0,0.0,0.0,20.0,1.0,23.0,1.0
17031282300,14.6,3.0,0.0,7.0,0.256390349026349,0.0,12.0,2.0,24.0,4.0
17031280300,14.6,260.0,14.24,8.0,0.0,0.0,13.0,3.0,1414.0,54.0
17031270600,18.4,0.0,0.0,4.0,0.0,0.0,21.0,2.0,13.0,0.0
17031260400,17.9,0.0,0.0,2.0,0.2532758942428579,0.0,13.0,2.0,120.0,6.0
17031242400,19.5,2.0,0.28,8.0,0.2519546842623674,0.0,15.0,2.0,295.0,46.0
17031240800,19.5,52.0,16.76,3.0,0.0,0.0,19.0,3.0,97.0,14.0
17031230600,16.5,15.0,1.98,21.0,0.0,0.0,13.0,1.0,522.0,65.0
17031221600,19.9,0.0,4.38,4.0,0.0,0.0,9.0,2.0,330.0,32.0
17031190300,15.2,3.0,0.0,11.0,0.0,0.0,13.0,1.0,565.0,92.0
17031190100,15.2,110.0,0.0,9.0,0.0,0.0,10.0,1.0,297.0,54.0
17031160100,24.8,0.0,3.0,6.0,0.0,0.0,3.0,2.0,271.0,36.0
17031381900,16.9,0.0,0.0,4.0,0.0,0.0,15.0,1.0,35.0,4.0
17031350800,21.6,1.0,0.0,2.0,0.3161203494993599,0.0,15.0,2.0,36.0,2.0
17031370200,12.3,0.0,11.31,10.0,0.0,0.0,8.0,2.0,44.0,7.0
17031320300,17.8,0.0,0.0,6.0,0.0882664080640503,0.0,3.0,1.0,1354.0,149.0
17031300200,14.9,0.0,0.0,3.0,0.0005504730819361,0.0,24.0,2.0,94.0,15.0
17031301500,14.9,0.0,0.0,8.0,0.0,0.0,16.0,2.0,178.0,24.0
17031291000,17.7,45.0,0.6,5.0,0.0,0.0,18.0,1.0,71.0,13.0
17031283100,14.6,0.0,0.0,5.0,0.0002815465427922,0.0,19.0,2.0,316.0,76.0
17031280700,14.6,0.0,0.0,2.0,0.0,0.0,22.0,1.0,81.0,2.0
17031282000,14.6,0.0,0.0,8.0,1.3920734823683636,0.0,7.0,2.0,171.0,27.0
17031271000,18.4,143.0,0.0,9.0,0.0,0.0,22.0,1.0,38.0,3.0
17031250700,19.0,0.0,0.0,18.0,0.0,0.0,9.0,2.0,362.0,66.0
17031242500,19.5,61.0,0.0,7.0,0.0,0.0,17.0,1.0,231.0,27.0
17031240100,19.5,0.0,0.0,4.0,0.0,1.0,12.0,2.0,264.0,18.0
17031222900,19.9,30.0,0.41,3.0,0.0,0.0,15.0,2.0,113.0,9.0
17031220700,19.9,0.0,9.01,12.0,0.0002864636959288,0.0,16.0,1.0,361.0,34.0
17031222000,19.9,0.0,1.24,6.0,0.0,0.0,11.0,1.0,80.0,1.0
17031210900,16.1,0.0,0.16,10.0,0.4347335559086488,0.0,11.0,1.0,411.0,47.0
17031191000,15.2,0.0,0.0,11.0,0.0,0.0,11.0,1.0,206.0,18.0
17031180100,18.6,10.0,4.36,18.0,0.0,0.0,3.0,3.0,264.0,33.0
17031170400,18.8,0.0,0.0,12.0,0.0,0.0,3.0,1.0,238.0,51.0
17031160300,24.8,0.0,0.0,12.0,0.0,0.0,9.0,2.0,302.0,44.0
17031150100,19.4,104.0,0.0,9.0,0.0,0.0,6.0,1.0,82.0,10.0
17031110100,22.5,0.0,0.0,9.0,0.0,0.0,4.0,1.0,369.0,56.0
17031081100,17.8,0.0,0.0,6.0,0.1720734819642733,0.0,7.0,2.0,384.0,55.0
