"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"8346","G17016305024011","171635024011","99","10"
"8347","G17016305024041","171635024041","99","10"
"8348","G17016305024042","171635024042","97","10"
"8349","G17016305024043","171635024043","GQ","GQ"
"8350","G17016305025001","171635025001","100","10"
"8351","G17016305026021","171635026021","99","10"
"8352","G17016305026022","171635026022","99","10"
"8353","G17016305026023","171635026023","99","10"
"8354","G17016305026024","171635026024","98","10"
"8355","G17016305026031","171635026031","98","10"
"8356","G17016305026032","171635026032","98","10"
"8357","G17016305026033","171635026033","98","10"
"8358","G17016305026034","171635026034","98","10"
"8359","G17016305027001","171635027001","99","10"
"8360","G17016305028001","171635028001","100","10"
"8361","G17016305028002","171635028002","98","10"
"8362","G17016305029001","171635029001","95","10"
"8363","G17016305029002","171635029002","100","10"
"8364","G17016305031011","171635031011","82","8"
"8365","G17016305031012","171635031012","66","6"
"8366","G17016305031021","171635031021","90","9"
"8367","G17016305031022","171635031022","90","9"
"8368","G17016305031023","171635031023","89","9"
"8369","G17016305031024","171635031024","90","9"
"8370","G17016305032021","171635032021","52","5"
"8371","G17016305032022","171635032022","79","8"
"8372","G17016305032023","171635032023","84","8"
"8373","G17016305032024","171635032024","50","4"
"8374","G17016305032031","171635032031","56","5"
"8375","G17016305032032","171635032032","56","5"
"8376","G17016305032033","171635032033","43","4"
"8377","G17016305032034","171635032034","66","6"
"8378","G17016305032111","171635032111","74","7"
"8379","G17016305032112","171635032112","73","7"
"8380","G17016305032113","171635032113","64","6"
"8381","G17016305033011","171635033011","87","9"
"8382","G17016305033012","171635033012","93","10"
"8383","G17016305033013","171635033013","87","9"
"8384","G17016305033041","171635033041","80","8"
"8385","G17016305033042","171635033042","70","7"
"8386","G17016305033043","171635033043","66","6"
"8387","G17016305033044","171635033044","93","10"
"8388","G17016305033221","171635033221","58","5"
"8389","G17016305033222","171635033222","63","6"
"8390","G17016305033223","171635033223","60","6"
"8391","G17016305033224","171635033224","56","5"
"8392","G17016305033225","171635033225","64","6"
"8393","G17016305033231","171635033231","26","2"
"8394","G17016305033232","171635033232","45","4"
"8395","G17016305033233","171635033233","35","3"
"8396","G17016305033241","171635033241","39","3"
"8397","G17016305033242","171635033242","44","4"
"8398","G17016305033243","171635033243","40","3"
"8399","G17016305033244","171635033244","55","5"
"8400","G17016305033321","171635033321","89","9"
"8401","G17016305033322","171635033322","89","9"
"8402","G17016305033323","171635033323","89","9"
"8403","G17016305033341","171635033341","98","10"
"8404","G17016305033342","171635033342","73","7"
"8405","G17016305033343","171635033343","64","6"
"8406","G17016305033344","171635033344","55","5"
"8407","G17016305033345","171635033345","72","7"
"8408","G17016305034041","171635034041","40","3"
"8409","G17016305034042","171635034042","37","3"
"8410","G17016305034043","171635034043","17","1"
"8411","G17016305034111","171635034111","95","10"
"8412","G17016305034112","171635034112","90","9"
"8413","G17016305034121","171635034121","77","8"
"8414","G17016305034122","171635034122","83","8"
"8415","G17016305034123","171635034123","63","6"
"8416","G17016305034124","171635034124","74","7"
"8417","G17016305034131","171635034131","84","8"
"8418","G17016305034132","171635034132","73","7"
"8419","G17016305034133","171635034133","68","7"
"8420","G17016305034134","171635034134","65","6"
"8421","G17016305034141","171635034141","58","5"
"8422","G17016305034142","171635034142","57","5"
"8423","G17016305034143","171635034143","54","5"
"8424","G17016305034151","171635034151","71","7"
"8425","G17016305034152","171635034152","79","8"
"8426","G17016305034161","171635034161","83","8"
"8427","G17016305034162","171635034162","90","9"
"8428","G17016305034163","171635034163","78","8"
"8429","G17016305038001","171635038001","51","5"
"8430","G17016305039031","171635039031","30","2"
"8431","G17016305039032","171635039032","33","2"
"8432","G17016305039051","171635039051","48","4"
"8433","G17016305039052","171635039052","62","6"
"8434","G17016305039061","171635039061","34","3"
"8435","G17016305039062","171635039062","53","5"
"8436","G17016305039063","171635039063","58","5"
"8437","G17016305039071","171635039071","46","4"
"8438","G17016305039072","171635039072","70","7"
"8439","G17016305039081","171635039081","44","4"
"8440","G17016305039082","171635039082","47","4"
"8441","G17016305039083","171635039083","51","5"
"8442","G17016305040011","171635040011","79","8"
"8443","G17016305040012","171635040012","81","8"
"8444","G17016305040013","171635040013","47","4"
"8445","G17016305040014","171635040014","51","5"
"8446","G17016305040021","171635040021","67","6"
"8447","G17016305040022","171635040022","68","7"
"8448","G17016305040023","171635040023","72","7"
"8449","G17016305040024","171635040024","85","9"
"8450","G17016305040025","171635040025","94","10"
"8451","G17016305040026","171635040026","73","7"
"8452","G17016305043511","171635043511","37","3"
"8453","G17016305043512","171635043512","47","4"
"8454","G17016305043521","171635043521","59","5"
"8455","G17016305043522","171635043522","71","7"
"8456","G17016305043523","171635043523","69","7"
"8457","G17016305043531","171635043531","27","2"
"8458","G17016305043532","171635043532","28","2"
"8459","G17016305043541","171635043541","76","7"
"8460","G17016305043542","171635043542","59","5"
"8461","G17016305043543","171635043543","71","7"
"8462","G17016305043551","171635043551","29","2"
"8463","G17016305043552","171635043552","35","3"
"8464","G17016305043553","171635043553","35","3"
"8465","G17016305043561","171635043561","41","3"
"8466","G17016305043562","171635043562","60","6"
"8467","G17016305043563","171635043563","59","5"
"8468","G17016305043571","171635043571","49","4"
"8469","G17016305043572","171635043572","62","6"
"8470","G17016305043573","171635043573","82","8"
"8471","G17016305043581","171635043581","77","8"
"8472","G17016305043582","171635043582","55","5"
"8473","G17016305043591","171635043591","48","4"
"8474","G17016305043592","171635043592","71","7"
"8475","G17016305043593","171635043593","GQ","GQ"
"8476","G17016305045011","171635045011","99","10"
"8477","G17016305045012","171635045012","100","10"
"8478","G17016305045021","171635045021","100","10"
"8479","G17016305045022","171635045022","100","10"
"8480","G17016305046001","171635046001","86","9"
"8481","G17016305046002","171635046002","85","9"
"8482","G17016509551001","171659551001","91","9"
"8483","G17016509551002","171659551002","92","9"
"8484","G17016509551003","171659551003","100","10"
"8485","G17016509555001","171659555001","96","10"
"8486","G17016509555002","171659555002","77","8"
"8487","G17016509555003","171659555003","97","10"
"8488","G17016509556001","171659556001","71","7"
"8489","G17016509556002","171659556002","73","7"
"8490","G17016509556003","171659556003","72","7"
"8491","G17016509556004","171659556004","PH","PH"
"8492","G17016509557001","171659557001","94","10"
"8493","G17016509557002","171659557002","68","7"
"8494","G17016509557003","171659557003","80","8"
"8495","G17016509558001","171659558001","83","8"
"8496","G17016509558002","171659558002","89","9"
"8497","G17016509558003","171659558003","86","9"
"8498","G17016509558004","171659558004","94","10"
"8499","G17016509559001","171659559001","98","10"
"8500","G17016509559002","171659559002","95","10"
"8501","G17016509559003","171659559003","98","10"
"8502","G17016509560001","171659560001","94","10"
"8503","G17016509560002","171659560002","80","8"
"8504","G17016509560003","171659560003","97","10"
"8505","G17016509561001","171659561001","94","10"
"8506","G17016509561002","171659561002","96","10"
"8507","G17016509561003","171659561003","98","10"
"8508","G17016509562001","171659562001","80","8"
"8509","G17016509562002","171659562002","84","8"
"8510","G17016509562003","171659562003","78","8"
"8511","G17016509562004","171659562004","79","8"
"8512","G17016700001001","171670001001","92","9"
"8513","G17016700001002","171670001002","92","9"
"8514","G17016700001003","171670001003","92","10"
"8515","G17016700001004","171670001004","92","10"
"8516","G17016700002011","171670002011","67","6"
"8517","G17016700002012","171670002012","82","8"
"8518","G17016700002013","171670002013","82","8"
"8519","G17016700002021","171670002021","100","10"
"8520","G17016700002022","171670002022","97","10"
"8521","G17016700002023","171670002023","86","9"
"8522","G17016700002024","171670002024","94","10"
"8523","G17016700003001","171670003001","92","10"
"8524","G17016700003002","171670003002","93","10"
"8525","G17016700003003","171670003003","93","10"
"8526","G17016700004001","171670004001","94","10"
"8527","G17016700004002","171670004002","91","9"
"8528","G17016700004003","171670004003","92","10"
"8529","G17016700004004","171670004004","94","10"
"8530","G17016700005011","171670005011","60","6"
"8531","G17016700005012","171670005012","67","6"
"8532","G17016700005031","171670005031","84","8"
"8533","G17016700005032","171670005032","90","9"
"8534","G17016700005033","171670005033","93","10"
"8535","G17016700005034","171670005034","90","9"
"8536","G17016700005035","171670005035","93","10"
"8537","G17016700005041","171670005041","80","8"
"8538","G17016700005042","171670005042","82","8"
"8539","G17016700005043","171670005043","80","8"
"8540","G17016700006001","171670006001","98","10"
"8541","G17016700006002","171670006002","97","10"
"8542","G17016700006003","171670006003","98","10"
"8543","G17016700006004","171670006004","97","10"
"8544","G17016700006005","171670006005","96","10"
"8545","G17016700007001","171670007001","96","10"
"8546","G17016700007002","171670007002","97","10"
"8547","G17016700008001","171670008001","100","10"
"8548","G17016700008002","171670008002","95","10"
"8549","G17016700009001","171670009001","99","10"
"8550","G17016700009002","171670009002","94","10"
"8551","G17016700010011","171670010011","52","5"
"8552","G17016700010012","171670010012","64","6"
"8553","G17016700010031","171670010031","71","7"
"8554","G17016700010041","171670010041","78","8"
"8555","G17016700010042","171670010042","78","8"
"8556","G17016700010043","171670010043","78","8"
"8557","G17016700010044","171670010044","78","8"
"8558","G17016700010045","171670010045","78","8"
"8559","G17016700011001","171670011001","81","8"
"8560","G17016700011002","171670011002","80","8"
"8561","G17016700012001","171670012001","84","8"
"8562","G17016700012002","171670012002","88","9"
"8563","G17016700012003","171670012003","74","7"
"8564","G17016700012004","171670012004","88","9"
"8565","G17016700013001","171670013001","92","10"
"8566","G17016700013002","171670013002","93","10"
"8567","G17016700014001","171670014001","84","8"
"8568","G17016700016001","171670016001","100","10"
"8569","G17016700016002","171670016002","100","10"
"8570","G17016700016003","171670016003","100","10"
"8571","G17016700016004","171670016004","100","10"
"8572","G17016700018001","171670018001","93","10"
"8573","G17016700018002","171670018002","91","9"
"8574","G17016700019001","171670019001","92","10"
"8575","G17016700019002","171670019002","92","10"
"8576","G17016700019003","171670019003","86","9"
"8577","G17016700020011","171670020011","51","5"
"8578","G17016700020012","171670020012","51","5"
"8579","G17016700020021","171670020021","57","5"
"8580","G17016700020022","171670020022","61","6"
"8581","G17016700021001","171670021001","31","2"
"8582","G17016700021002","171670021002","57","5"
"8583","G17016700021003","171670021003","79","8"
"8584","G17016700021004","171670021004","65","6"
"8585","G17016700022001","171670022001","91","9"
"8586","G17016700022002","171670022002","92","10"
"8587","G17016700022003","171670022003","92","10"
"8588","G17016700022004","171670022004","83","8"
"8589","G17016700022005","171670022005","82","8"
"8590","G17016700023001","171670023001","100","10"
"8591","G17016700023002","171670023002","100","10"
"8592","G17016700023003","171670023003","100","10"
"8593","G17016700024001","171670024001","100","10"
"8594","G17016700024002","171670024002","100","10"
"8595","G17016700024003","171670024003","100","10"
"8596","G17016700024004","171670024004","99","10"
"8597","G17016700025001","171670025001","89","9"
"8598","G17016700025002","171670025002","91","9"
"8599","G17016700025003","171670025003","82","8"
"8600","G17016700025004","171670025004","84","8"
"8601","G17016700025005","171670025005","80","8"
"8602","G17016700026001","171670026001","97","10"
"8603","G17016700026002","171670026002","94","10"
"8604","G17016700026003","171670026003","95","10"
"8605","G17016700026004","171670026004","95","10"
"8606","G17016700027001","171670027001","91","9"
"8607","G17016700027002","171670027002","92","10"
"8608","G17016700027003","171670027003","87","9"
"8609","G17016700028011","171670028011","95","10"
"8610","G17016700028012","171670028012","91","9"
"8611","G17016700028013","171670028013","87","9"
"8612","G17016700028021","171670028021","91","9"
"8613","G17016700028022","171670028022","96","10"
"8614","G17016700028023","171670028023","94","10"
"8615","G17016700029001","171670029001","73","7"
"8616","G17016700029002","171670029002","69","7"
"8617","G17016700029003","171670029003","62","6"
"8618","G17016700029004","171670029004","66","6"
"8619","G17016700030001","171670030001","GQ","GQ"
"8620","G17016700030002","171670030002","75","7"
"8621","G17016700030003","171670030003","73","7"
"8622","G17016700030004","171670030004","75","7"
"8623","G17016700031001","171670031001","52","5"
"8624","G17016700031002","171670031002","35","3"
"8625","G17016700031003","171670031003","44","4"
"8626","G17016700031004","171670031004","43","4"
"8627","G17016700031005","171670031005","49","4"
"8628","G17016700032011","171670032011","34","3"
"8629","G17016700032012","171670032012","64","6"
"8630","G17016700032013","171670032013","49","4"
"8631","G17016700032021","171670032021","54","5"
"8632","G17016700032022","171670032022","69","7"
"8633","G17016700032023","171670032023","62","6"
"8634","G17016700032024","171670032024","60","6"
"8635","G17016700032031","171670032031","35","3"
"8636","G17016700032032","171670032032","48","4"
"8637","G17016700032033","171670032033","29","2"
"8638","G17016700032034","171670032034","64","6"
"8639","G17016700032035","171670032035","36","3"
"8640","G17016700033001","171670033001","66","6"
"8641","G17016700033002","171670033002","77","8"
"8642","G17016700033003","171670033003","78","8"
"8643","G17016700033004","171670033004","71","7"
"8644","G17016700033005","171670033005","78","8"
"8645","G17016700034001","171670034001","72","7"
"8646","G17016700034002","171670034002","85","9"
"8647","G17016700034003","171670034003","69","7"
"8648","G17016700034004","171670034004","80","8"
"8649","G17016700034005","171670034005","76","7"
"8650","G17016700034006","171670034006","58","5"
"8651","G17016700035001","171670035001","69","7"
"8652","G17016700035002","171670035002","49","4"
"8653","G17016700035003","171670035003","76","7"
"8654","G17016700035004","171670035004","76","7"
"8655","G17016700035005","171670035005","60","6"
"8656","G17016700036011","171670036011","45","4"
"8657","G17016700036012","171670036012","42","3"
"8658","G17016700036021","171670036021","53","5"
"8659","G17016700036022","171670036022","41","3"
"8660","G17016700036031","171670036031","39","3"
"8661","G17016700036032","171670036032","21","1"
"8662","G17016700036033","171670036033","46","4"
"8663","G17016700036041","171670036041","48","4"
"8664","G17016700036042","171670036042","48","4"
"8665","G17016700036043","171670036043","40","3"
"8666","G17016700037011","171670037011","33","2"
"8667","G17016700037012","171670037012","45","4"
"8668","G17016700037013","171670037013","50","4"
"8669","G17016700037021","171670037021","34","3"
"8670","G17016700037022","171670037022","35","3"
"8671","G17016700037023","171670037023","40","3"
"8672","G17016700037024","171670037024","36","3"
"8673","G17016700038011","171670038011","80","8"
"8674","G17016700038012","171670038012","85","9"
"8675","G17016700038021","171670038021","60","6"
"8676","G17016700038022","171670038022","73","7"
"8677","G17016700038023","171670038023","74","7"
"8678","G17016700038024","171670038024","59","5"
"8679","G17016700039011","171670039011","44","4"
"8680","G17016700039012","171670039012","45","4"
"8681","G17016700039013","171670039013","46","4"
"8682","G17016700039014","171670039014","44","4"
"8683","G17016700039021","171670039021","46","4"
"8684","G17016700039022","171670039022","49","4"
"8685","G17016700039023","171670039023","48","4"
"8686","G17016700040001","171670040001","88","9"
"8687","G17016700040002","171670040002","64","6"
"8688","G17016700040003","171670040003","80","8"
"8689","G17016700040004","171670040004","62","6"
"8690","G17016700040005","171670040005","61","6"
"8691","G17016700042001","171670042001","96","10"
"8692","G17016700042002","171670042002","97","10"
"8693","G17016700042003","171670042003","98","10"
"8694","G17016909701001","171699701001","81","8"
"8695","G17016909701002","171699701002","79","8"
"8696","G17016909702001","171699702001","90","9"
"8697","G17016909702002","171699702002","90","9"
"8698","G17016909702003","171699702003","95","10"
"8699","G17016909703001","171699703001","88","9"
"8700","G17016909703002","171699703002","71","7"
"8701","G17017109706001","171719706001","87","9"
"8702","G17017109706002","171719706002","83","8"
"8703","G17017109707001","171719707001","91","9"
"8704","G17017109707002","171719707002","80","8"
"8705","G17017309591001","171739591001","87","9"
"8706","G17017309591002","171739591002","84","8"
"8707","G17017309591003","171739591003","63","6"
"8708","G17017309591004","171739591004","91","9"
"8709","G17017309592001","171739592001","66","6"
"8710","G17017309592002","171739592002","72","7"
"8711","G17017309592003","171739592003","96","10"
"8712","G17017309592004","171739592004","62","6"
"8713","G17017309593001","171739593001","77","8"
"8714","G17017309593002","171739593002","89","9"
"8715","G17017309593003","171739593003","93","10"
"8716","G17017309593004","171739593004","88","9"
"8717","G17017309593005","171739593005","86","9"
"8718","G17017309594001","171739594001","93","10"
"8719","G17017309594002","171739594002","60","6"
"8720","G17017309594003","171739594003","82","8"
"8721","G17017309594004","171739594004","79","8"
"8722","G17017309595001","171739595001","81","8"
"8723","G17017309595002","171739595002","84","8"
"8724","G17017309595003","171739595003","85","9"
"8725","G17017309595004","171739595004","77","8"
"8726","G17017309596001","171739596001","58","5"
"8727","G17017309596002","171739596002","67","6"
"8728","G17017309596003","171739596003","86","9"
"8729","G17017309596004","171739596004","88","9"
"8730","G17017509514001","171759514001","86","9"
"8731","G17017509514002","171759514002","93","10"
"8732","G17017509514003","171759514003","89","9"
"8733","G17017509514004","171759514004","92","10"
"8734","G17017509514005","171759514005","92","10"
"8735","G17017509515001","171759515001","83","8"
"8736","G17017509515002","171759515002","89","9"
"8737","G17017509515003","171759515003","78","8"
"8738","G17017700001001","171770001001","67","6"
"8739","G17017700001002","171770001002","66","6"
"8740","G17017700001003","171770001003","58","5"
"8741","G17017700001004","171770001004","65","6"
"8742","G17017700002001","171770002001","81","8"
"8743","G17017700002002","171770002002","69","7"
"8744","G17017700002003","171770002003","78","8"
"8745","G17017700002004","171770002004","80","8"
"8746","G17017700003001","171770003001","81","8"
"8747","G17017700003002","171770003002","65","6"
"8748","G17017700004001","171770004001","66","6"
"8749","G17017700004002","171770004002","83","8"
"8750","G17017700004003","171770004003","74","7"
"8751","G17017700005001","171770005001","68","7"
"8752","G17017700005002","171770005002","61","6"
"8753","G17017700005003","171770005003","60","6"
"8754","G17017700006001","171770006001","66","6"
"8755","G17017700006002","171770006002","74","7"
"8756","G17017700006003","171770006003","67","6"
"8757","G17017700006004","171770006004","65","6"
"8758","G17017700007001","171770007001","100","10"
"8759","G17017700007002","171770007002","100","10"
"8760","G17017700008001","171770008001","99","10"
"8761","G17017700008002","171770008002","99","10"
"8762","G17017700008003","171770008003","99","10"
"8763","G17017700008004","171770008004","99","10"
"8764","G17017700009001","171770009001","71","7"
"8765","G17017700009002","171770009002","98","10"
"8766","G17017700009003","171770009003","74","7"
"8767","G17017700009004","171770009004","97","10"
"8768","G17017700010001","171770010001","83","8"
"8769","G17017700010002","171770010002","80","8"
"8770","G17017700010003","171770010003","77","8"
"8771","G17017700010004","171770010004","67","6"
"8772","G17017700011001","171770011001","93","10"
"8773","G17017700011002","171770011002","92","10"
"8774","G17017700011003","171770011003","85","9"
"8775","G17017700012001","171770012001","97","10"
"8776","G17017700012002","171770012002","99","10"
"8777","G17017700012003","171770012003","98","10"
"8778","G17017700012004","171770012004","96","10"
"8779","G17017700012005","171770012005","98","10"
"8780","G17017700013001","171770013001","98","10"
"8781","G17017700013002","171770013002","96","10"
"8782","G17017700013003","171770013003","97","10"
"8783","G17017700013004","171770013004","98","10"
"8784","G17017900201001","171790201001","73","7"
"8785","G17017900201002","171790201002","72","7"
"8786","G17017900201003","171790201003","99","10"
"8787","G17017900203011","171790203011","81","8"
"8788","G17017900203012","171790203012","72","7"
"8789","G17017900203021","171790203021","93","10"
"8790","G17017900203022","171790203022","77","8"
"8791","G17017900203023","171790203023","80","8"
"8792","G17017900203024","171790203024","66","6"
"8793","G17017900204001","171790204001","94","10"
"8794","G17017900204002","171790204002","94","10"
"8795","G17017900204003","171790204003","91","9"
"8796","G17017900204004","171790204004","94","10"
"8797","G17017900204005","171790204005","97","10"
"8798","G17017900205001","171790205001","75","7"
"8799","G17017900205002","171790205002","81","8"
"8800","G17017900205003","171790205003","82","8"
"8801","G17017900206001","171790206001","84","8"
"8802","G17017900207001","171790207001","71","7"
"8803","G17017900207002","171790207002","72","7"
"8804","G17017900207003","171790207003","89","9"
"8805","G17017900208001","171790208001","96","10"
"8806","G17017900208002","171790208002","87","9"
"8807","G17017900208003","171790208003","95","10"
"8808","G17017900209001","171790209001","97","10"
"8809","G17017900210001","171790210001","89","9"
"8810","G17017900210002","171790210002","88","9"
"8811","G17017900210003","171790210003","86","9"
"8812","G17017900210004","171790210004","89","9"
"8813","G17017900210005","171790210005","89","9"
"8814","G17017900211011","171790211011","92","10"
"8815","G17017900211012","171790211012","83","8"
"8816","G17017900211013","171790211013","84","8"
"8817","G17017900211014","171790211014","84","8"
"8818","G17017900211021","171790211021","66","6"
"8819","G17017900211022","171790211022","95","10"
"8820","G17017900211023","171790211023","61","6"
"8821","G17017900211024","171790211024","77","8"
"8822","G17017900212011","171790212011","53","5"
"8823","G17017900212012","171790212012","43","4"
"8824","G17017900212021","171790212021","63","6"
"8825","G17017900212022","171790212022","66","6"
"8826","G17017900212031","171790212031","88","9"
"8827","G17017900212032","171790212032","77","8"
"8828","G17017900212033","171790212033","64","6"
"8829","G17017900215001","171790215001","64","6"
"8830","G17017900215002","171790215002","56","5"
"8831","G17017900215003","171790215003","65","6"
"8832","G17017900215004","171790215004","66","6"
"8833","G17017900216031","171790216031","36","3"
"8834","G17017900216032","171790216032","59","5"
"8835","G17017900216033","171790216033","41","3"
"8836","G17017900216041","171790216041","64","6"
"8837","G17017900216051","171790216051","56","5"
"8838","G17017900216052","171790216052","55","5"
"8839","G17017900216061","171790216061","50","4"
"8840","G17017900216062","171790216062","50","4"
"8841","G17017900216063","171790216063","52","5"
"8842","G17017900217011","171790217011","54","5"
"8843","G17017900217012","171790217012","65","6"
"8844","G17017900217013","171790217013","53","5"
"8845","G17017900217014","171790217014","53","5"
"8846","G17017900217021","171790217021","49","4"
"8847","G17017900217022","171790217022","63","6"
"8848","G17017900217023","171790217023","66","6"
"8849","G17017900217024","171790217024","43","4"
"8850","G17017900218011","171790218011","63","6"
"8851","G17017900218012","171790218012","GQ","GQ"
"8852","G17017900218013","171790218013","86","9"
"8853","G17017900218021","171790218021","73","7"
"8854","G17017900219001","171790219001","63","6"
"8855","G17017900219002","171790219002","70","7"
"8856","G17017900219003","171790219003","84","8"
"8857","G17017900219004","171790219004","80","8"
"8858","G17017900219005","171790219005","84","8"
"8859","G17017900220001","171790220001","71","7"
"8860","G17017900220002","171790220002","69","7"
"8861","G17017900220003","171790220003","60","6"
"8862","G17017900221001","171790221001","65","6"
"8863","G17017900221002","171790221002","74","7"
"8864","G17017900222001","171790222001","54","5"
"8865","G17017900222002","171790222002","73","7"
"8866","G17017900222003","171790222003","57","5"
"8867","G17017900222004","171790222004","71","7"
"8868","G17017900223001","171790223001","49","4"
"8869","G17017900223002","171790223002","37","3"
"8870","G17017900223003","171790223003","67","6"
"8871","G17017900224001","171790224001","71","7"
"8872","G17017900224002","171790224002","90","9"
"8873","G17017900224003","171790224003","91","9"
"8874","G17018109501001","171819501001","79","8"
"8875","G17018109501002","171819501002","82","8"
"8876","G17018109501003","171819501003","78","8"
"8877","G17018109501004","171819501004","94","10"
"8878","G17018109502001","171819502001","63","6"
"8879","G17018109502002","171819502002","83","8"
"8880","G17018109503001","171819503001","86","9"
"8881","G17018109503002","171819503002","87","9"
"8882","G17018109504001","171819504001","GQ","GQ"
"8883","G17018109504002","171819504002","89","9"
"8884","G17018109504003","171819504003","89","9"
"8885","G17018109504004","171819504004","91","9"
"8886","G17018109505001","171819505001","78","8"
"8887","G17018109505002","171819505002","82","8"
"8888","G17018109505003","171819505003","97","10"
"8889","G17018109505004","171819505004","82","8"
"8890","G17018300001001","171830001001","100","10"
"8891","G17018300001002","171830001002","98","10"
"8892","G17018300002001","171830002001","100","10"
"8893","G17018300002002","171830002002","100","10"
"8894","G17018300003001","171830003001","100","10"
"8895","G17018300003002","171830003002","100","10"
"8896","G17018300004001","171830004001","100","10"
"8897","G17018300004002","171830004002","99","10"
"8898","G17018300005001","171830005001","95","10"
"8899","G17018300005002","171830005002","98","10"
"8900","G17018300005003","171830005003","77","8"
"8901","G17018300006001","171830006001","100","10"
"8902","G17018300006002","171830006002","99","10"
"8903","G17018300006003","171830006003","100","10"
"8904","G17018300007001","171830007001","81","8"
"8905","G17018300007002","171830007002","85","9"
"8906","G17018300007003","171830007003","89","9"
"8907","G17018300008001","171830008001","99","10"
"8908","G17018300008002","171830008002","95","10"
"8909","G17018300009001","171830009001","99","10"
"8910","G17018300009002","171830009002","96","10"
"8911","G17018300012001","171830012001","92","10"
"8912","G17018300012002","171830012002","89","9"
"8913","G17018300013001","171830013001","58","5"
"8914","G17018300013002","171830013002","68","7"
"8915","G17018300101001","171830101001","97","10"
"8916","G17018300101002","171830101002","90","9"
"8917","G17018300101003","171830101003","70","7"
"8918","G17018300102001","171830102001","96","10"
"8919","G17018300102002","171830102002","97","10"
"8920","G17018300102003","171830102003","97","10"
"8921","G17018300102004","171830102004","96","10"
"8922","G17018300102005","171830102005","97","10"
"8923","G17018300102006","171830102006","98","10"
"8924","G17018300103001","171830103001","65","6"
"8925","G17018300103002","171830103002","79","8"
"8926","G17018300103003","171830103003","82","8"
"8927","G17018300103004","171830103004","75","7"
"8928","G17018300104001","171830104001","70","7"
"8929","G17018300104002","171830104002","77","8"
"8930","G17018300105001","171830105001","99","10"
"8931","G17018300105002","171830105002","90","9"
"8932","G17018300105003","171830105003","99","10"
"8933","G17018300106001","171830106001","90","9"
"8934","G17018300106002","171830106002","94","10"
"8935","G17018300106003","171830106003","89","9"
"8936","G17018300107011","171830107011","94","10"
"8937","G17018300107012","171830107012","95","10"
"8938","G17018300107013","171830107013","95","10"
"8939","G17018300107021","171830107021","73","7"
"8940","G17018300107022","171830107022","85","9"
"8941","G17018300108001","171830108001","84","8"
"8942","G17018300108002","171830108002","88","9"
"8943","G17018300108003","171830108003","89","9"
"8944","G17018300108004","171830108004","90","9"
"8945","G17018300109001","171830109001","90","9"
"8946","G17018300109002","171830109002","64","6"
"8947","G17018300109003","171830109003","96","10"
"8948","G17018300110001","171830110001","95","10"
"8949","G17018300110002","171830110002","95","10"
"8950","G17018300110003","171830110003","94","10"
"8951","G17018300111001","171830111001","91","9"
"8952","G17018300111002","171830111002","92","10"
"8953","G17018300111003","171830111003","95","10"
"8954","G17018300112001","171830112001","GQ","GQ"
"8955","G17018300112002","171830112002","100","10"
"8956","G17018300112003","171830112003","98","10"
"8957","G17018509572001","171859572001","86","9"
"8958","G17018509572002","171859572002","80","8"
"8959","G17018509572003","171859572003","77","8"
"8960","G17018509572004","171859572004","85","9"
"8961","G17018509572005","171859572005","85","9"
"8962","G17018509573001","171859573001","73","7"
"8963","G17018509573002","171859573002","85","9"
"8964","G17018509573003","171859573003","98","10"
"8965","G17018509574001","171859574001","97","10"
"8966","G17018509574002","171859574002","90","9"
"8967","G17018509574003","171859574003","94","10"
"8968","G17018509575001","171859575001","95","10"
"8969","G17018509575002","171859575002","95","10"
"8970","G17018509575003","171859575003","95","10"
"8971","G17018708701001","171878701001","87","9"
"8972","G17018708701002","171878701002","71","7"
"8973","G17018708701003","171878701003","87","9"
"8974","G17018708702001","171878702001","88","9"
"8975","G17018708702002","171878702002","87","9"
"8976","G17018708702003","171878702003","93","10"
"8977","G17018708702004","171878702004","84","8"
"8978","G17018708703001","171878703001","90","9"
"8979","G17018708703002","171878703002","85","9"
"8980","G17018708703003","171878703003","86","9"
"8981","G17018708703004","171878703004","87","9"
"8982","G17018708704001","171878704001","75","7"
"8983","G17018708704002","171878704002","GQ-PH","GQ-PH"
"8984","G17018708704003","171878704003","90","9"
"8985","G17018708704004","171878704004","92","10"
"8986","G17018708704005","171878704005","86","9"
"8987","G17018708704006","171878704006","91","9"
"8988","G17018708705001","171878705001","80","8"
"8989","G17018708705002","171878705002","95","10"
"8990","G17018708705003","171878705003","90","9"
"8991","G17018708705004","171878705004","95","10"
"8992","G17018708705005","171878705005","96","10"
"8993","G17018909501001","171899501001","88","9"
"8994","G17018909501002","171899501002","76","7"
"8995","G17018909501003","171899501003","67","6"
"8996","G17018909501004","171899501004","83","8"
"8997","G17018909502001","171899502001","75","7"
"8998","G17018909502002","171899502002","68","7"
"8999","G17018909502003","171899502003","63","6"
"9000","G17018909502004","171899502004","68","7"
"9001","G17018909502005","171899502005","67","6"
"9002","G17018909503001","171899503001","79","8"
"9003","G17018909503002","171899503002","77","8"
"9004","G17018909503003","171899503003","83","8"
"9005","G17018909503004","171899503004","79","8"
"9006","G17018909504001","171899504001","87","9"
"9007","G17018909504002","171899504002","83","8"
"9008","G17018909504003","171899504003","73","7"
