"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"1","G17000100001001","170010001001","65","6"
"2","G17000100001002","170010001002","81","8"
"3","G17000100001003","170010001003","87","9"
"4","G17000100001004","170010001004","83","8"
"5","G17000100001005","170010001005","81","8"
"6","G17000100002011","170010002011","83","8"
"7","G17000100002012","170010002012","85","9"
"8","G17000100002021","170010002021","GQ","GQ"
"9","G17000100002022","170010002022","83","8"
"10","G17000100002023","170010002023","87","9"
"11","G17000100004001","170010004001","97","10"
"12","G17000100004002","170010004002","98","10"
"13","G17000100004003","170010004003","98","10"
"14","G17000100004004","170010004004","GQ","GQ"
"15","G17000100005001","170010005001","93","10"
"16","G17000100005002","170010005002","92","9"
"17","G17000100006001","170010006001","79","8"
"18","G17000100006002","170010006002","74","7"
"19","G17000100006003","170010006003","80","8"
"20","G17000100006004","170010006004","55","5"
"21","G17000100006005","170010006005","49","4"
"22","G17000100007001","170010007001","90","9"
"23","G17000100007002","170010007002","93","10"
"24","G17000100008001","170010008001","99","10"
"25","G17000100008002","170010008002","100","10"
"26","G17000100008003","170010008003","99","10"
"27","G17000100009001","170010009001","92","9"
"28","G17000100009002","170010009002","88","9"
"29","G17000100010011","170010010011","85","9"
"30","G17000100010012","170010010012","86","9"
"31","G17000100010013","170010010013","84","8"
"32","G17000100010021","170010010021","85","9"
"33","G17000100010022","170010010022","74","7"
"34","G17000100011001","170010011001","78","8"
"35","G17000100011002","170010011002","66","6"
"36","G17000100011003","170010011003","51","4"
"37","G17000100011004","170010011004","42","3"
"38","G17000100101001","170010101001","84","8"
"39","G17000100101002","170010101002","78","8"
"40","G17000100101003","170010101003","78","8"
"41","G17000100101004","170010101004","75","7"
"42","G17000100102001","170010102001","80","8"
"43","G17000100102002","170010102002","80","8"
"44","G17000100102003","170010102003","85","9"
"45","G17000100102004","170010102004","90","9"
"46","G17000100103011","170010103011","78","8"
"47","G17000100103012","170010103012","56","5"
"48","G17000100103013","170010103013","62","6"
"49","G17000100103021","170010103021","70","7"
"50","G17000100103022","170010103022","73","7"
"51","G17000100103023","170010103023","85","9"
"52","G17000100104001","170010104001","59","5"
"53","G17000100104002","170010104002","56","5"
"54","G17000100104003","170010104003","67","6"
"55","G17000100105001","170010105001","62","6"
"56","G17000100105002","170010105002","59","5"
"57","G17000100106001","170010106001","61","6"
"58","G17000100106002","170010106002","51","4"
"59","G17000100106003","170010106003","68","6"
"60","G17000100106004","170010106004","67","6"
"61","G17000309576001","170039576001","94","10"
"62","G17000309576002","170039576002","79","8"
"63","G17000309576003","170039576003","99","10"
"64","G17000309577001","170039577001","90","9"
"65","G17000309577002","170039577002","98","10"
"66","G17000309578001","170039578001","100","10"
"67","G17000309578002","170039578002","99","10"
"68","G17000309579001","170039579001","100","10"
"69","G17000309579002","170039579002","100","10"
"70","G17000509512001","170059512001","66","6"
"71","G17000509512002","170059512002","57","5"
"72","G17000509512003","170059512003","95","10"
"73","G17000509513001","170059513001","83","8"
"74","G17000509513002","170059513002","84","8"
"75","G17000509513003","170059513003","GQ","GQ"
"76","G17000509513004","170059513004","88","9"
"77","G17000509513005","170059513005","GQ","GQ"
"78","G17000509514001","170059514001","92","9"
"79","G17000509514002","170059514002","75","7"
"80","G17000509514003","170059514003","79","8"
"81","G17000509515001","170059515001","92","9"
"82","G17000509515002","170059515002","69","7"
"83","G17000509515003","170059515003","56","5"
"84","G17000509515004","170059515004","84","8"
"85","G17000700101011","170070101011","72","7"
"86","G17000700101012","170070101012","75","7"
"87","G17000700101021","170070101021","74","7"
"88","G17000700101022","170070101022","73","7"
"89","G17000700101023","170070101023","94","10"
"90","G17000700102001","170070102001","80","8"
"91","G17000700102002","170070102002","88","9"
"92","G17000700102003","170070102003","73","7"
"93","G17000700103001","170070103001","82","8"
"94","G17000700103002","170070103002","89","9"
"95","G17000700103003","170070103003","85","9"
"96","G17000700103004","170070103004","93","10"
"97","G17000700104001","170070104001","71","7"
"98","G17000700104002","170070104002","52","5"
"99","G17000700104003","170070104003","56","5"
"100","G17000700104004","170070104004","46","4"
"101","G17000700105011","170070105011","26","2"
"102","G17000700105012","170070105012","28","2"
"103","G17000700105021","170070105021","64","6"
"104","G17000700105022","170070105022","51","4"
"105","G17000700105023","170070105023","43","3"
"106","G17000700106011","170070106011","31","2"
"107","G17000700106012","170070106012","48","4"
"108","G17000700106013","170070106013","69","7"
"109","G17000700106031","170070106031","50","4"
"110","G17000700106032","170070106032","30","2"
"111","G17000700106033","170070106033","38","3"
"112","G17000700106034","170070106034","37","3"
"113","G17000700106041","170070106041","79","8"
"114","G17000700106042","170070106042","72","7"
"115","G17000700106043","170070106043","62","6"
"116","G17000909704001","170099704001","75","7"
"117","G17000909704002","170099704002","73","7"
"118","G17000909704003","170099704003","76","7"
"119","G17000909705001","170099705001","83","8"
"120","G17000909705002","170099705002","GQ","GQ"
"121","G17000909705003","170099705003","88","9"
"122","G17001109647001","170119647001","76","7"
"123","G17001109647002","170119647002","77","7"
"124","G17001109647003","170119647003","88","9"
"125","G17001109647004","170119647004","91","9"
"126","G17001109648001","170119648001","90","9"
"127","G17001109648002","170119648002","86","9"
"128","G17001109648003","170119648003","60","5"
"129","G17001109648004","170119648004","81","8"
"130","G17001109649001","170119649001","86","9"
"131","G17001109649002","170119649002","81","8"
"132","G17001109649003","170119649003","91","9"
"133","G17001109650001","170119650001","75","7"
"134","G17001109650002","170119650002","88","9"
"135","G17001109650003","170119650003","97","10"
"136","G17001109650004","170119650004","91","9"
"137","G17001109650005","170119650005","94","10"
"138","G17001109651001","170119651001","75","7"
"139","G17001109651002","170119651002","85","9"
"140","G17001109651003","170119651003","81","8"
"141","G17001109652001","170119652001","83","8"
"142","G17001109652002","170119652002","88","9"
"143","G17001109652003","170119652003","84","8"
"144","G17001109652004","170119652004","73","7"
"145","G17001109653001","170119653001","87","9"
"146","G17001109653002","170119653002","81","8"
"147","G17001109653003","170119653003","84","8"
"148","G17001109654001","170119654001","82","8"
"149","G17001109654002","170119654002","86","9"
"150","G17001109654003","170119654003","73","7"
"151","G17001109655001","170119655001","91","9"
"152","G17001109655002","170119655002","47","4"
"153","G17001109655003","170119655003","90","9"
"154","G17001109655004","170119655004","54","5"
"155","G17001109656001","170119656001","76","7"
"156","G17001109656002","170119656002","86","9"
"157","G17001109656003","170119656003","89","9"
"158","G17001109656004","170119656004","91","9"
"159","G17001309512001","170139512001","72","7"
"160","G17001309512002","170139512002","82","8"
"161","G17001309512003","170139512003","82","8"
"162","G17001309513001","170139513001","51","4"
"163","G17001309513002","170139513002","58","5"
"164","G17001509601001","170159601001","51","4"
"165","G17001509601002","170159601002","87","9"
"166","G17001509601003","170159601003","86","9"
"167","G17001509601004","170159601004","89","9"
"168","G17001509602001","170159602001","71","7"
"169","G17001509602002","170159602002","77","7"
"170","G17001509603001","170159603001","96","10"
"171","G17001509603002","170159603002","98","10"
"172","G17001509603003","170159603003","92","9"
"173","G17001509603004","170159603004","97","10"
"174","G17001509604001","170159604001","92","9"
"175","G17001509604002","170159604002","95","10"
"176","G17001509604003","170159604003","89","9"
"177","G17001509605001","170159605001","82","8"
"178","G17001509605002","170159605002","88","9"
"179","G17001509605003","170159605003","86","9"
"180","G17001509606001","170159606001","86","9"
"181","G17001509606002","170159606002","GQ","GQ"
"182","G17001709601001","170179601001","92","9"
"183","G17001709601002","170179601002","91","9"
"184","G17001709601003","170179601003","89","9"
"185","G17001709602001","170179602001","90","9"
"186","G17001709602002","170179602002","89","9"
"187","G17001709602003","170179602003","84","8"
"188","G17001709603001","170179603001","50","4"
"189","G17001709603002","170179603002","82","8"
"190","G17001709603003","170179603003","95","10"
"191","G17001709604001","170179604001","90","9"
"192","G17001709604002","170179604002","97","10"
"193","G17001709605001","170179605001","89","9"
"194","G17001709605002","170179605002","91","9"
"195","G17001709605003","170179605003","94","10"
"196","G17001900002001","170190002001","97","10"
"197","G17001900002002","170190002002","97","10"
"198","G17001900003011","170190003011","83","8"
"199","G17001900003012","170190003012","83","8"
"200","G17001900003013","170190003013","83","8"
"201","G17001900003021","170190003021","QDI","QDI"
"202","G17001900003022","170190003022","QDI","QDI"
"203","G17001900003023","170190003023","77","7"
"204","G17001900004011","170190004011","GQ","GQ"
"205","G17001900004012","170190004012","GQ","GQ"
"206","G17001900004021","170190004021","82","8"
"207","G17001900004022","170190004022","82","8"
"208","G17001900005001","170190005001","73","7"
"209","G17001900005002","170190005002","41","3"
"210","G17001900005003","170190005003","56","5"
"211","G17001900005004","170190005004","54","5"
"212","G17001900007001","170190007001","94","10"
"213","G17001900007002","170190007002","94","10"
"214","G17001900007003","170190007003","93","10"
"215","G17001900008001","170190008001","70","7"
"216","G17001900008002","170190008002","73","7"
"217","G17001900008003","170190008003","67","6"
"218","G17001900008004","170190008004","69","7"
"219","G17001900009011","170190009011","91","9"
"220","G17001900009012","170190009012","91","9"
"221","G17001900009013","170190009013","96","10"
"222","G17001900009014","170190009014","99","10"
"223","G17001900009021","170190009021","80","8"
"224","G17001900009022","170190009022","61","6"
"225","G17001900009023","170190009023","57","5"
"226","G17001900010001","170190010001","79","8"
"227","G17001900010002","170190010002","68","6"
"228","G17001900010003","170190010003","74","7"
"229","G17001900010004","170190010004","72","7"
"230","G17001900010005","170190010005","79","8"
"231","G17001900011001","170190011001","58","5"
"232","G17001900011002","170190011002","56","5"
"233","G17001900011003","170190011003","68","6"
"234","G17001900012011","170190012011","84","8"
"235","G17001900012012","170190012012","84","8"
"236","G17001900012013","170190012013","84","8"
"237","G17001900012014","170190012014","84","8"
"238","G17001900012015","170190012015","84","8"
"239","G17001900012031","170190012031","76","7"
"240","G17001900012032","170190012032","63","6"
"241","G17001900012033","170190012033","52","5"
"242","G17001900012041","170190012041","34","2"
"243","G17001900012051","170190012051","27","2"
"244","G17001900012052","170190012052","62","6"
"245","G17001900012061","170190012061","38","3"
"246","G17001900013011","170190013011","70","7"
"247","G17001900013012","170190013012","44","4"
"248","G17001900013013","170190013013","61","6"
"249","G17001900013014","170190013014","55","5"
"250","G17001900013015","170190013015","58","5"
"251","G17001900013021","170190013021","58","5"
"252","G17001900013022","170190013022","36","3"
"253","G17001900013023","170190013023","45","4"
"254","G17001900014001","170190014001","35","3"
"255","G17001900014002","170190014002","GQ","GQ"
"256","G17001900014003","170190014003","52","5"
"257","G17001900053001","170190053001","94","10"
"258","G17001900053002","170190053002","94","10"
"259","G17001900053003","170190053003","94","10"
"260","G17001900053004","170190053004","94","10"
"261","G17001900054011","170190054011","76","7"
"262","G17001900054012","170190054012","94","10"
"263","G17001900054013","170190054013","100","10"
"264","G17001900054021","170190054021","78","8"
"265","G17001900054022","170190054022","78","8"
"266","G17001900054023","170190054023","79","8"
"267","G17001900055001","170190055001","89","9"
"268","G17001900055002","170190055002","89","9"
"269","G17001900055003","170190055003","89","9"
"270","G17001900055004","170190055004","89","9"
"271","G17001900055005","170190055005","89","9"
"272","G17001900056011","170190056011","83","8"
"273","G17001900056012","170190056012","77","7"
"274","G17001900056013","170190056013","82","8"
"275","G17001900056014","170190056014","78","8"
"276","G17001900056015","170190056015","76","7"
"277","G17001900056021","170190056021","57","5"
"278","G17001900056022","170190056022","43","3"
"279","G17001900057011","170190057011","77","7"
"280","G17001900057012","170190057012","80","8"
"281","G17001900057013","170190057013","43","3"
"282","G17001900057014","170190057014","75","7"
"283","G17001900057021","170190057021","45","4"
"284","G17001900058001","170190058001","51","4"
"285","G17001900058002","170190058002","51","4"
"286","G17001900058003","170190058003","51","4"
"287","G17001900058004","170190058004","51","4"
"288","G17001900058005","170190058005","51","4"
"289","G17001900059011","170190059011","GQ","GQ"
"290","G17001900059021","170190059021","GQ","GQ"
"291","G17001900059022","170190059022","GQ","GQ"
"292","G17001900060001","170190060001","GQ-PH","GQ-PH"
"293","G17001900060002","170190060002","77","7"
"294","G17001900101001","170190101001","93","10"
"295","G17001900101002","170190101002","88","9"
"296","G17001900101003","170190101003","90","9"
"297","G17001900101004","170190101004","82","8"
"298","G17001900102041","170190102041","90","9"
"299","G17001900102042","170190102042","90","9"
"300","G17001900102043","170190102043","90","9"
"301","G17001900102044","170190102044","90","9"
"302","G17001900102045","170190102045","90","9"
"303","G17001900103001","170190103001","85","9"
"304","G17001900103002","170190103002","92","9"
"305","G17001900104001","170190104001","77","7"
"306","G17001900104002","170190104002","71","7"
"307","G17001900104003","170190104003","70","7"
"308","G17001900104004","170190104004","70","7"
"309","G17001900104005","170190104005","85","9"
"310","G17001900105001","170190105001","43","3"
"311","G17001900105002","170190105002","56","5"
"312","G17001900105003","170190105003","33","2"
"313","G17001900105004","170190105004","68","6"
"314","G17001900106011","170190106011","42","3"
"315","G17001900106012","170190106012","50","4"
"316","G17001900106013","170190106013","46","4"
"317","G17001900106031","170190106031","49","4"
"318","G17001900106032","170190106032","49","4"
"319","G17001900106033","170190106033","45","4"
"320","G17001900106034","170190106034","39","3"
"321","G17001900106041","170190106041","44","4"
"322","G17001900106042","170190106042","51","4"
"323","G17001900107011","170190107011","57","5"
"324","G17001900107012","170190107012","44","4"
"325","G17001900107013","170190107013","38","3"
"326","G17001900107021","170190107021","63","6"
"327","G17001900107022","170190107022","63","6"
"328","G17001900107023","170190107023","60","5"
"329","G17001900107024","170190107024","49","4"
"330","G17001900108001","170190108001","83","8"
"331","G17001900108002","170190108002","50","4"
"332","G17001900108003","170190108003","67","6"
"333","G17001900108004","170190108004","62","6"
"334","G17001900108005","170190108005","56","5"
"335","G17001900109011","170190109011","59","5"
"336","G17001900109012","170190109012","46","4"
"337","G17001900109013","170190109013","65","6"
"338","G17001900109014","170190109014","73","7"
"339","G17001900109015","170190109015","36","3"
"340","G17001900109016","170190109016","59","5"
"341","G17001900109017","170190109017","PH","PH"
"342","G17001900109021","170190109021","60","5"
"343","G17001900109022","170190109022","61","6"
"344","G17001900109023","170190109023","73","7"
"345","G17001900109024","170190109024","71","7"
"346","G17001900110011","170190110011","81","8"
"347","G17001900110012","170190110012","81","8"
"348","G17001900110013","170190110013","81","8"
"349","G17001900110021","170190110021","56","5"
"350","G17001900110022","170190110022","62","6"
"351","G17001900111001","170190111001","73","7"
"352","G17001900111002","170190111002","73","7"
"353","G17001900111003","170190111003","73","7"
"354","G17002109581001","170219581001","88","9"
"355","G17002109581002","170219581002","74","7"
"356","G17002109581003","170219581003","77","7"
"357","G17002109582001","170219582001","92","9"
"358","G17002109582002","170219582002","93","10"
"359","G17002109582003","170219582003","83","8"
"360","G17002109582004","170219582004","85","9"
"361","G17002109583001","170219583001","87","9"
"362","G17002109583002","170219583002","93","10"
"363","G17002109583003","170219583003","90","9"
"364","G17002109583004","170219583004","89","9"
"365","G17002109584001","170219584001","90","9"
"366","G17002109584002","170219584002","90","9"
"367","G17002109584003","170219584003","90","9"
"368","G17002109584004","170219584004","90","9"
"369","G17002109584005","170219584005","90","9"
"370","G17002109585001","170219585001","97","10"
"371","G17002109585002","170219585002","96","10"
"372","G17002109585003","170219585003","97","10"
"373","G17002109586001","170219586001","86","9"
"374","G17002109586002","170219586002","56","5"
"375","G17002109586003","170219586003","70","7"
"376","G17002109587001","170219587001","98","10"
"377","G17002109587002","170219587002","92","9"
"378","G17002109587003","170219587003","GQ","GQ"
"379","G17002109587004","170219587004","69","7"
"380","G17002109588001","170219588001","95","10"
"381","G17002109588002","170219588002","89","9"
"382","G17002109588003","170219588003","88","9"
"383","G17002109589001","170219589001","100","10"
"384","G17002109589002","170219589002","98","10"
"385","G17002109589003","170219589003","97","10"
"386","G17002109590001","170219590001","79","8"
"387","G17002109590002","170219590002","76","7"
"388","G17002109590003","170219590003","79","8"
"389","G17002109590004","170219590004","82","8"
"390","G17002109590005","170219590005","59","5"
"391","G17002300601001","170230601001","72","7"
"392","G17002300601002","170230601002","69","7"
"393","G17002300601003","170230601003","65","6"
"394","G17002300601004","170230601004","70","7"
"395","G17002300601005","170230601005","71","7"
"396","G17002300601006","170230601006","72","7"
"397","G17002300602001","170230602001","81","8"
"398","G17002300602002","170230602002","86","9"
"399","G17002300602003","170230602003","84","8"
"400","G17002300602004","170230602004","82","8"
"401","G17002300602005","170230602005","84","8"
"402","G17002300603001","170230603001","94","10"
"403","G17002300603002","170230603002","93","10"
"404","G17002300603003","170230603003","73","7"
"405","G17002300603004","170230603004","91","9"
"406","G17002300603005","170230603005","96","10"
"407","G17002300603006","170230603006","89","9"
"408","G17002300603007","170230603007","97","10"
"409","G17002300604001","170230604001","93","10"
"410","G17002300604002","170230604002","81","8"
"411","G17002509719001","170259719001","80","8"
"412","G17002509719002","170259719002","75","7"
"413","G17002509720001","170259720001","89","9"
"414","G17002509720002","170259720002","95","10"
"415","G17002509720003","170259720003","83","8"
"416","G17002509721001","170259721001","91","9"
"417","G17002509721002","170259721002","99","10"
"418","G17002509721003","170259721003","87","9"
"419","G17002509722001","170259722001","88","9"
"420","G17002509722002","170259722002","86","9"
"421","G17002709001001","170279001001","38","3"
"422","G17002709001002","170279001002","62","6"
"423","G17002709001003","170279001003","69","7"
"424","G17002709001004","170279001004","61","6"
"425","G17002709002001","170279002001","51","4"
"426","G17002709002002","170279002002","52","5"
"427","G17002709003001","170279003001","66","6"
"428","G17002709004011","170279004011","78","8"
"429","G17002709004031","170279004031","68","6"
"430","G17002709004032","170279004032","87","9"
"431","G17002709004033","170279004033","84","8"
"432","G17002709004034","170279004034","65","6"
"433","G17002709004035","170279004035","80","8"
"434","G17002709004041","170279004041","65","6"
"435","G17002709004042","170279004042","93","10"
"436","G17002709005001","170279005001","GQ","GQ"
"437","G17002709005002","170279005002","99","10"
"438","G17002709005003","170279005003","93","10"
"439","G17002709005004","170279005004","74","7"
"440","G17002709005005","170279005005","99","10"
"441","G17002709006011","170279006011","64","6"
"442","G17002709006012","170279006012","64","6"
"443","G17002709006021","170279006021","60","5"
"444","G17002709006022","170279006022","70","7"
"445","G17002709006023","170279006023","73","7"
"446","G17002709006024","170279006024","60","5"
"447","G17002709006025","170279006025","57","5"
"448","G17002900001001","170290001001","92","9"
"449","G17002900001002","170290001002","90","9"
"450","G17002900001003","170290001003","81","8"
"451","G17002900001004","170290001004","89","9"
"452","G17002900002001","170290002001","60","5"
"453","G17002900002002","170290002002","52","5"
"454","G17002900002003","170290002003","53","5"
"455","G17002900002004","170290002004","66","6"
"456","G17002900002005","170290002005","59","5"
"457","G17002900003001","170290003001","95","10"
"458","G17002900003002","170290003002","87","9"
"459","G17002900003003","170290003003","97","10"
"460","G17002900003004","170290003004","81","8"
"461","G17002900003005","170290003005","78","8"
"462","G17002900004001","170290004001","98","10"
"463","G17002900004002","170290004002","98","10"
"464","G17002900004003","170290004003","99","10"
"465","G17002900005001","170290005001","88","9"
"466","G17002900005002","170290005002","96","10"
"467","G17002900005003","170290005003","95","10"
"468","G17002900005004","170290005004","97","10"
"469","G17002900005005","170290005005","93","10"
"470","G17002900005006","170290005006","91","9"
"471","G17002900006001","170290006001","63","6"
"472","G17002900006002","170290006002","66","6"
"473","G17002900006003","170290006003","68","6"
"474","G17002900006004","170290006004","89","9"
"475","G17002900007011","170290007011","66","6"
"476","G17002900007012","170290007012","77","7"
"477","G17002900007021","170290007021","93","10"
"478","G17002900007022","170290007022","95","10"
"479","G17002900007023","170290007023","90","9"
"480","G17002900008001","170290008001","GQ","GQ"
"481","G17002900008002","170290008002","82","8"
"482","G17002900008003","170290008003","GQ","GQ"
"483","G17002900009001","170290009001","60","5"
"484","G17002900009002","170290009002","67","6"
"485","G17002900009003","170290009003","59","5"
"486","G17002900010001","170290010001","94","10"
"487","G17002900010002","170290010002","74","7"
"488","G17002900010003","170290010003","98","10"
"489","G17002900011001","170290011001","97","10"
"490","G17002900011002","170290011002","94","10"
"491","G17002900011003","170290011003","91","9"
"492","G17002900012001","170290012001","95","10"
"493","G17002900012002","170290012002","96","10"
"494","G17002900012003","170290012003","76","7"
"495","G17003100101001","170310101001","39","3"
"496","G17003100101002","170310101002","44","4"
"497","G17003100101003","170310101003","53","5"
"498","G17003100102011","170310102011","57","5"
"499","G17003100102012","170310102012","67","6"
"500","G17003100102013","170310102013","64","6"
"501","G17003100102014","170310102014","62","6"
"502","G17003100102021","170310102021","66","6"
"503","G17003100102022","170310102022","60","5"
"504","G17003100103001","170310103001","49","4"
"505","G17003100103002","170310103002","48","4"
"506","G17003100103003","170310103003","51","4"
"507","G17003100103004","170310103004","47","4"
"508","G17003100104001","170310104001","64","6"
"509","G17003100104002","170310104002","70","7"
"510","G17003100104003","170310104003","GQ","GQ"
"511","G17003100105011","170310105011","77","7"
"512","G17003100105012","170310105012","83","8"
"513","G17003100105013","170310105013","39","3"
"514","G17003100105021","170310105021","58","5"
"515","G17003100105022","170310105022","50","4"
"516","G17003100105031","170310105031","35","3"
"517","G17003100105032","170310105032","31","2"
"518","G17003100106001","170310106001","51","4"
"519","G17003100106002","170310106002","31","2"
"520","G17003100106003","170310106003","57","5"
"521","G17003100106004","170310106004","73","7"
"522","G17003100107011","170310107011","41","3"
"523","G17003100107012","170310107012","41","3"
"524","G17003100107021","170310107021","67","6"
"525","G17003100107022","170310107022","68","6"
"526","G17003100107023","170310107023","68","6"
"527","G17003100107024","170310107024","65","6"
"528","G17003100201001","170310201001","52","5"
"529","G17003100201002","170310201002","61","6"
"530","G17003100202001","170310202001","29","2"
"531","G17003100202002","170310202002","29","2"
"532","G17003100202003","170310202003","30","2"
"533","G17003100202004","170310202004","31","2"
"534","G17003100203011","170310203011","71","7"
"535","G17003100203012","170310203012","59","5"
"536","G17003100203013","170310203013","12","1"
"537","G17003100203021","170310203021","47","4"
"538","G17003100203022","170310203022","36","3"
"539","G17003100203023","170310203023","51","4"
"540","G17003100204001","170310204001","31","2"
"541","G17003100204002","170310204002","37","3"
"542","G17003100204003","170310204003","49","4"
"543","G17003100205001","170310205001","76","7"
"544","G17003100205002","170310205002","76","7"
"545","G17003100205003","170310205003","76","7"
"546","G17003100205004","170310205004","76","7"
"547","G17003100206011","170310206011","43","3"
"548","G17003100206012","170310206012","50","4"
"549","G17003100206013","170310206013","57","5"
"550","G17003100206021","170310206021","37","3"
"551","G17003100206022","170310206022","31","2"
"552","G17003100206023","170310206023","31","2"
"553","G17003100206024","170310206024","23","2"
"554","G17003100207011","170310207011","24","2"
"555","G17003100207012","170310207012","28","2"
"556","G17003100207021","170310207021","62","6"
"557","G17003100207022","170310207022","62","6"
"558","G17003100207023","170310207023","62","6"
"559","G17003100207024","170310207024","62","6"
"560","G17003100208011","170310208011","37","3"
"561","G17003100208012","170310208012","29","2"
"562","G17003100208013","170310208013","38","3"
"563","G17003100208014","170310208014","38","3"
"564","G17003100208021","170310208021","34","2"
"565","G17003100208022","170310208022","38","3"
"566","G17003100208023","170310208023","38","3"
"567","G17003100208024","170310208024","37","3"
"568","G17003100209011","170310209011","66","6"
"569","G17003100209012","170310209012","76","7"
"570","G17003100209013","170310209013","68","6"
"571","G17003100209021","170310209021","89","9"
"572","G17003100209022","170310209022","88","9"
"573","G17003100301011","170310301011","66","6"
"574","G17003100301012","170310301012","60","5"
"575","G17003100301013","170310301013","61","6"
"576","G17003100301014","170310301014","57","5"
"577","G17003100301021","170310301021","51","4"
"578","G17003100301022","170310301022","62","6"
"579","G17003100301023","170310301023","68","6"
"580","G17003100301031","170310301031","59","5"
"581","G17003100301032","170310301032","78","8"
"582","G17003100301041","170310301041","GQ","GQ"
"583","G17003100301042","170310301042","88","9"
"584","G17003100302001","170310302001","28","2"
"585","G17003100302002","170310302002","31","2"
"586","G17003100302003","170310302003","19","1"
"587","G17003100302004","170310302004","25","2"
"588","G17003100303001","170310303001","50","4"
"589","G17003100303002","170310303002","50","4"
"590","G17003100304001","170310304001","33","2"
"591","G17003100304002","170310304002","17","1"
"592","G17003100305001","170310305001","34","2"
"593","G17003100305002","170310305002","37","3"
"594","G17003100305003","170310305003","37","3"
"595","G17003100305004","170310305004","32","2"
"596","G17003100306011","170310306011","59","5"
"597","G17003100306012","170310306012","59","5"
"598","G17003100306013","170310306013","59","5"
"599","G17003100306031","170310306031","54","5"
"600","G17003100306032","170310306032","55","5"
"601","G17003100306041","170310306041","61","6"
"602","G17003100306042","170310306042","61","6"
"603","G17003100306043","170310306043","67","6"
"604","G17003100307011","170310307011","52","5"
"605","G17003100307021","170310307021","71","7"
"606","G17003100307022","170310307022","71","7"
"607","G17003100307031","170310307031","49","4"
"608","G17003100307032","170310307032","63","6"
"609","G17003100307033","170310307033","47","4"
"610","G17003100307061","170310307061","41","3"
"611","G17003100307062","170310307062","34","2"
"612","G17003100308001","170310308001","28","2"
"613","G17003100308002","170310308002","24","2"
"614","G17003100308003","170310308003","21","1"
"615","G17003100308004","170310308004","23","2"
"616","G17003100309001","170310309001","26","2"
"617","G17003100309002","170310309002","25","2"
"618","G17003100309003","170310309003","24","2"
"619","G17003100309004","170310309004","27","2"
"620","G17003100310001","170310310001","31","2"
"621","G17003100310002","170310310002","29","2"
"622","G17003100310003","170310310003","40","3"
"623","G17003100311001","170310311001","29","2"
"624","G17003100311002","170310311002","29","2"
"625","G17003100311003","170310311003","29","2"
"626","G17003100312001","170310312001","56","5"
"627","G17003100312002","170310312002","56","5"
"628","G17003100312003","170310312003","56","5"
"629","G17003100312004","170310312004","56","5"
"630","G17003100313001","170310313001","56","5"
"631","G17003100313002","170310313002","56","5"
"632","G17003100313003","170310313003","56","5"
"633","G17003100313004","170310313004","56","5"
"634","G17003100313005","170310313005","56","5"
"635","G17003100314001","170310314001","55","5"
"636","G17003100314002","170310314002","49","4"
"637","G17003100314003","170310314003","48","4"
"638","G17003100314004","170310314004","48","4"
"639","G17003100314005","170310314005","54","5"
"640","G17003100315011","170310315011","45","4"
"641","G17003100315012","170310315012","38","3"
"642","G17003100315013","170310315013","55","5"
"643","G17003100315021","170310315021","57","5"
"644","G17003100315022","170310315022","57","5"
"645","G17003100315023","170310315023","57","5"
"646","G17003100317001","170310317001","24","2"
"647","G17003100317002","170310317002","28","2"
"648","G17003100317003","170310317003","35","3"
"649","G17003100317004","170310317004","27","2"
"650","G17003100318001","170310318001","28","2"
"651","G17003100319001","170310319001","27","2"
"652","G17003100319002","170310319002","27","2"
"653","G17003100321001","170310321001","51","4"
"654","G17003100321002","170310321002","51","4"
"655","G17003100321003","170310321003","53","5"
"656","G17003100321004","170310321004","56","5"
"657","G17003100321005","170310321005","48","4"
"658","G17003100401001","170310401001","17","1"
"659","G17003100401002","170310401002","29","2"
"660","G17003100401003","170310401003","12","1"
"661","G17003100402011","170310402011","26","2"
"662","G17003100402012","170310402012","22","1"
"663","G17003100402013","170310402013","20","1"
"664","G17003100402014","170310402014","27","2"
"665","G17003100402021","170310402021","53","5"
"666","G17003100402022","170310402022","50","4"
"667","G17003100402023","170310402023","48","4"
"668","G17003100402024","170310402024","53","5"
"669","G17003100403001","170310403001","20","1"
"670","G17003100403002","170310403002","50","4"
"671","G17003100403003","170310403003","22","1"
"672","G17003100404011","170310404011","20","1"
"673","G17003100404012","170310404012","25","2"
"674","G17003100404013","170310404013","35","3"
"675","G17003100404014","170310404014","23","2"
"676","G17003100404021","170310404021","39","3"
"677","G17003100404022","170310404022","37","3"
"678","G17003100404023","170310404023","36","3"
"679","G17003100404024","170310404024","45","4"
"680","G17003100404025","170310404025","37","3"
"681","G17003100406001","170310406001","7","1"
"682","G17003100406002","170310406002","9","1"
"683","G17003100406003","170310406003","7","1"
"684","G17003100407001","170310407001","34","2"
"685","G17003100407002","170310407002","32","2"
"686","G17003100407003","170310407003","31","2"
"687","G17003100407004","170310407004","31","2"
"688","G17003100408001","170310408001","22","1"
"689","G17003100408002","170310408002","24","2"
"690","G17003100409001","170310409001","13","1"
"691","G17003100409002","170310409002","11","1"
"692","G17003100501001","170310501001","32","2"
"693","G17003100501002","170310501002","13","1"
