Layer,Name,GEOID,ADI_2023
,,,"Area Deprivation Index, 2023"
Census tract,Tract 7004.01,17031700401,54.75
Census tract,Tract 7004.02,17031700402,51.333333333333336
Census tract,Tract 7005.01,17031700501,64.16666666666667
Census tract,Tract 7005.02,17031700502,51.5
Census tract,Tract 7101,17031710100,74.0
Census tract,Tract 7102,17031710200,77.0
Census tract,Tract 7103,17031710300,80.0
Census tract,Tract 7104,17031710400,79.0
Census tract,Tract 7105,17031710500,76.5
Census tract,Tract 7106,17031710600,73.5
Census tract,Tract 7107,17031710700,79.25
Census tract,Tract 7108,17031710800,81.83333333333333
Census tract,Tract 7109,17031710900,77.0
Census tract,Tract 7110,17031711000,72.0
Census tract,Tract 7111,17031711100,72.66666666666667
Census tract,Tract 7112,17031711200,71.5
Census tract,Tract 7113,17031711300,61.5
Census tract,Tract 7114,17031711400,72.33333333333333
Census tract,Tract 7115,17031711500,79.0
Census tract,Tract 7201,17031720100,23.666666666666668
Census tract,Tract 7202,17031720200,37.666666666666664
Census tract,Tract 7203,17031720300,29.75
Census tract,Tract 7204,17031720400,38.5
Census tract,Tract 7205,17031720500,33.0
Census tract,Tract 7206,17031720600,19.5
Census tract,Tract 7207,17031720700,33.0
Census tract,Tract 7301,17031730100,76.66666666666667
Census tract,Tract 7302.01,17031730201,68.0
Census tract,Tract 7302.02,17031730202,58.0
Census tract,Tract 7303,17031730300,81.0
Census tract,Tract 7304,17031730400,67.25
Census tract,Tract 7305,17031730500,80.75
Census tract,Tract 7306,17031730600,65.66666666666667
Census tract,Tract 7307,17031730700,74.0
Census tract,Tract 7401,17031740100,43.5
Census tract,Tract 7402,17031740200,39.0
Census tract,Tract 7403,17031740300,37.6
Census tract,Tract 7404,17031740400,41.0
Census tract,Tract 7501,17031750100,72.0
Census tract,Tract 7502,17031750200,57.5
Census tract,Tract 7503,17031750300,38.0
Census tract,Tract 7504,17031750400,41.333333333333336
Census tract,Tract 7505,17031750500,60.25
Census tract,Tract 7506,17031750600,77.0
Census tract,Tract 7608.01,17031760801,63.0
Census tract,Tract 7608.02,17031760802,35.0
Census tract,Tract 7608.03,17031760803,68.75
Census tract,Tract 7705,17031770500,99.0
Census tract,Tract 7706.02,17031770602,42.0
Census tract,Tract 7707,17031770700,34.0
Census tract,Tract 7708,17031770800,50.0
Census tract,Tract 7709.01,17031770901,39.75
Census tract,Tract 7709.02,17031770902,37.5
Census tract,Tract 8104,17031810400,20.0
Census tract,Tract 8105.01,17031810501,37.0
Census tract,Tract 8105.02,17031810502,41.8
Census tract,Tract 8106,17031810600,44.666666666666664
Census tract,Tract 8208,17031820800,50.333333333333336
Census tract,Tract 8233.04,17031823304,79.66666666666667
Census tract,Tract 8305,17031830500,72.66666666666667
Census tract,Tract 8306,17031830600,49.75
Census tract,Tract 8307,17031830700,44.5
Census tract,Tract 8308,17031830800,22.0
Census tract,Tract 8309,17031830900,21.666666666666668
Census tract,Tract 8310,17031831000,7.0
Census tract,Tract 8311,17031831100,34.5
Census tract,Tract 8312,17031831200,50.0
Census tract,Tract 8313,17031831300,49.0
Census tract,Tract 8314,17031831400,68.0
Census tract,Tract 8315,17031831500,50.5
Census tract,Tract 8316,17031831600,52.0
Census tract,Tract 8317,17031831700,37.0
Census tract,Tract 8318,17031831800,44.0
Census tract,Tract 8319,17031831900,17.0
Census tract,Tract 8320,17031832000,19.0
Census tract,Tract 8321,17031832100,27.666666666666668
Census tract,Tract 8322,17031832200,7.0
Census tract,Tract 8323,17031832300,14.0
Census tract,Tract 8324,17031832400,19.5
Census tract,Tract 8325,17031832500,6.0
Census tract,Tract 8326,17031832600,8.333333333333334
Census tract,Tract 8329,17031832900,19.0
Census tract,Tract 8330,17031833000,10.5
Census tract,Tract 8331,17031833100,16.75
Census tract,Tract 8333,17031833300,23.0
Census tract,Tract 8339,17031833900,83.0
Census tract,Tract 8340,17031834000,89.0
Census tract,Tract 8342,17031834200,85.0
Census tract,Tract 8343,17031834300,66.0
Census tract,Tract 8344,17031834400,48.0
Census tract,Tract 8345,17031834500,51.0
Census tract,Tract 8346,17031834600,66.5
Census tract,Tract 8347,17031834700,78.33333333333333
Census tract,Tract 8348,17031834800,81.0
Census tract,Tract 8349,17031834900,93.5
Census tract,Tract 8350,17031835000,89.0
Census tract,Tract 8351,17031835100,76.5
Census tract,Tract 8352,17031835200,52.0
Census tract,Tract 8355,17031835500,82.5
Census tract,Tract 8356,17031835600,75.0
Census tract,Tract 8358,17031835800,53.0
Census tract,Tract 8360,17031836000,46.666666666666664
Census tract,Tract 8361,17031836100,81.5
Census tract,Tract 8363,17031836300,61.0
Census tract,Tract 8364,17031836400,41.333333333333336
Census tract,Tract 8365,17031836500,22.0
Census tract,Tract 8366,17031836600,49.5
Census tract,Tract 8367,17031836700,49.0
Census tract,Tract 8368,17031836800,54.0
Census tract,Tract 8369,17031836900,66.0
Census tract,Tract 8370,17031837000,60.0
Census tract,Tract 8371,17031837100,62.0
Census tract,Tract 8373,17031837300,73.5
Census tract,Tract 8374,17031837400,49.0
Census tract,Tract 8378,17031837800,29.5
Census tract,Tract 8380,17031838000,42.0
Census tract,Tract 8381,17031838100,45.0
Census tract,Tract 8382,17031838200,19.0
Census tract,Tract 8383,17031838300,20.5
Census tract,Tract 8386,17031838600,68.0
Census tract,Tract 8387,17031838700,79.5
Census tract,Tract 8388,17031838800,92.0
Census tract,Tract 8390,17031839000,36.25
Census tract,Tract 8391,17031839100,40.0
Census tract,Tract 8392,17031839200,79.5
Census tract,Tract 8395,17031839500,33.0
Census tract,Tract 8396,17031839600,34.0
Census tract,Tract 8397,17031839700,37.333333333333336
Census tract,Tract 8398,17031839800,23.0
Census tract,Tract 8399,17031839900,30.8
Census tract,Tract 8400,17031840000,20.5
Census tract,Tract 8401,17031840100,33.0
Census tract,Tract 8402,17031840200,45.0
Census tract,Tract 8403,17031840300,44.666666666666664
Census tract,Tract 8404,17031840400,47.5
Census tract,Tract 8407,17031840700,47.666666666666664
Census tract,Tract 8408,17031840800,67.0
Census tract,Tract 8410,17031841000,27.0
Census tract,Tract 8411,17031841100,48.0
Census tract,Tract 8412,17031841200,49.333333333333336
Census tract,Tract 8413,17031841300,41.75
Census tract,Tract 8415,17031841500,73.5
Census tract,Tract 8417,17031841700,73.0
Census tract,Tract 8418,17031841800,76.0
Census tract,Tract 8420,17031842000,32.0
Census tract,Tract 8421,17031842100,65.83333333333333
Census tract,Tract 8422,17031842200,21.0
Census tract,Tract 8423,17031842300,14.5
Census tract,Tract 8424,17031842400,63.5
Census tract,Tract 8425,17031842500,55.0
Census tract,Tract 8426,17031842600,41.0
Census tract,Tract 8428,17031842800,62.166666666666664
Census tract,Tract 8429,17031842900,52.0
Census tract,Tract 8430,17031843000,83.5
Census tract,Tract 8431,17031843100,44.0
Census tract,Tract 8432,17031843200,49.5
Census tract,Tract 8433,17031843300,56.0
Census tract,Tract 8434,17031843400,73.0
Census tract,Tract 8436,17031843600,36.0
Census tract,Tract 8437,17031843700,11.5
Census tract,Tract 8438,17031843800,64.5
Census tract,Tract 8439,17031843900,73.0
Census tract,Tract 8446,17031844600,50.0
Census tract,Tract 8447,17031844700,51.666666666666664
Census tract,Tract 8400,17043840000,49.5
Census tract,Tract 8408.01,17043840801,59.5
