row_id,id,address,city,state,zip
455,TRANSITIONAL ARTS ACADEMY,1522 N CLEVELAND AVE,Chicago,IL,
456,MAU-GLO DAY CARE/RETARDED CHILD?,4215 S VINCENNES AVE,Chicago,IL,
457,LATINO YOUTH ALTERNATIVE H S,2200 S MARSHALL BLVD,Chicago,IL,
458,LUBAVITCH GIRLS HIGH SCH,2754 W ROSEMONT AVE,Chicago,IL,
459,STEPPING STONES EARLY CHILDHOOD?,1300 E 75TH ST,Chicago,IL,
460,FRANCIS XAVIER WARDE SCHOOL?,120 S Des Plaines St,Chicago,IL,
461,HAJIRAH EDUCATION PROGRAM?,6400 N ARTESIAN AVE,Chicago,IL,
462,Lake Shore Schools,5611 N Clark St,Chicago,IL,
463,HAZEL YOUNG ACADEMY,1411 E 67TH STREET,Chicago,IL,
464,SCIENCE ACADEMY OF CHICAGO,2601 N MEADE AVE,Chicago,IL,
465,Chicago Hope Academy,2189 W Bowler St,Chicago,IL,
466,PACTT LEARNING CENTER?,7101 N GREENVIEW?AVE,Chicago,IL,
467,AUSTIN CAREER EDUCATION CENTER,5352 W CHICAGO AVE,Chicago,IL,
468,St Benedict the African 1,6547 S STEWART AVE,Chicago,IL,
469,LITTLE ANGELS,5117 N LINCOLN AVE?,Chicago,IL,
470,LITTLE HANDS LEARNING CENTER,2324 WEST 111TH ST,Chicago,IL,
471,CARDINAL BERNARDIN CENTER,1651 W DIVERSEY PKWY,Chicago,IL,
472,JEWISH CHILDREN BUREAU SCHOOL,3145 W PRATT AVE,Chicago,IL,
473,TEACH 21 DAY CARE INC,4343 N CLARENDON AVE,Chicago,IL,
474,COMM YOUTH DEVELOPMENT INSTITUTE,7832 S UNION AVE,Chicago,IL,
475,LYDIA URBAN ACADEMY,4300 W IRVING PARK RD,Chicago,IL,
476,ALPHA OMEGA MINISTRIES?,1251 N PARKSIDE AVE,Chicago,IL,
477,ST SAVA SCHOOL?,5701 N REDWOOD DR?,Chicago,IL,
478,Wonder Montessoui School,5644 N Pulaski Rd,Chicago,IL,
479,CHICAGO CHRISTIAN MONTESSORI ACAD,5700 N PULASKI RD,Chicago,IL,
480,LIBERTY SCHOOL OF CHRISTRIAN EDUC,6207 S UNIVERSITY AV,Chicago,IL,
481,PUERTO RICAN H S - PEDRO A CAMPOS,2739 W DIVISION ST,Chicago,IL,
482,Perspectives Charter,1915 S Federal St,Chicago,IL,
483,Schiller,640 W Scott St,Chicago,IL,
484,CHGO. INT. CHARTER - RALPH ELLISON,1547 W 95TH ST,Chicago,IL,
485,Chicago Jesuit Academy,5058 W Jackson Blvd,Chicago,IL,
486,CHICAGO VIRTUAL CHARTER SCHOOL,38 S PEORIA ST,Chicago,IL,
487,SKINNER,1443 N. OGDEN AVE,Chicago,IL,
488,SIZEMORE - SHABAZZ,1540 W 84TH ST,Chicago,IL,
489,New Field,1707 W. Morse Av,Chicago,IL,
490,TAMAYO CAMPUS,5157 S CALIFORNIA AV,Chicago,IL,
491,TARKINGTON,3300 W 71ST ST,Chicago,IL,
492,LITTLE VILLAGE CAMPUS,3120 S KOSTNER AV,Chicago,IL,
493,HAUGAN MIDDLE - ASPIRA,3729 W LELAND ST,Chicago,IL,
494,WOODLAWN,6657 S KIMBARK AV,Chicago,IL,
495,U of C CHARTER - DONOGHUE,707 E 37TH ST,Chicago,IL,
496,CHICAGO VIRTUAL,225 N. MICHIGAN AV,Chicago,IL,
497,UNO BARTOLOME,1641 W 16TH ST,Chicago,IL,
498,Faraday,3250 W Monroe St,Chicago,IL,
499,Grant,145 S Campbell Av,Chicago,IL,
500,Marshall Metro HS,3250 W Adams St,Chicago,IL,
501,Humboldt Comunity Christian School,1847 N Humboldt Bl,Chicago,IL,
502,Sayre Lang Acad,1850 N Newland Av,Chicago,IL,
503,Latin School of Chicago,59 W North Bl,Chicago,IL,
504,Josephinum HS,1501 N Oakley Bl,Chicago,IL,
505,Maternity BVM,1537 N Lawndale Av,Chicago,IL,
506,Casals Pablo,3501 W Potomac Av,Chicago,IL,
507,Andersen Commercial,1148 N Honore St,Chicago,IL,
508,Walter Payton,1034 N Wells St,Chicago,IL,
509,Salazar Bilingual Education Ctr,160 W Wendell St,Chicago,IL,
510,Jenner,1009 N Cleveland Av,Chicago,IL,
511,Ogden,24 W Walton St,Chicago,IL,
512,Piccolo,1040 N Keeler Av,Chicago,IL,
513,Young Womens Leadership,2641 S Calumet Ave,Chicago,IL,
514,St Bruno,4839 S Harding Av,Chicago,IL,
515,Grace English Lutheran,2725 N Laramie Av,Chicago,IL,
516,Schubert,2727 N Long Av,Chicago,IL,
517,St Clement,2524 N Orchard St,Chicago,IL,
518,St William,2559 N Sayre Av,Chicago,IL,
519,St Genevieve,4854 W Montana St,Chicago,IL,
520,Belmont Craigin,2456 N Mango Av,Chicago,IL,
521,St Josaphat,2245 N Southport Av,Chicago,IL,
522,Jehovah Lutheran School,3740 W Belden Av,Chicago,IL,
523,St James Lutheran,2101 N Fremont St,Chicago,IL,
524,St Sylvester,3027 W Palmer Bl,Chicago,IL,
525,Salem Christian School West,2845 W Mc Lean Av,Chicago,IL,
526,St Mary of the Angels,1810 N Hermitage Av,Chicago,IL,
527,Yates,1839 N Richmond St,Chicago,IL,
528,St Paul Lutheran 2,846 N Menard Av,Chicago,IL,
529,Bernard Zell Anshe,3760 N Pine Grove Av,Chicago,IL,
530,Chicago Day School,541 W Hawthorne Pl,Chicago,IL,
531,Santa Maria Addolorata,1337 W Ohio St,Chicago,IL,
532,Westinghouse HS,3301 W Franklin Bl,Chicago,IL,
533,Ward Laura,410 N Monticello Av,Chicago,IL,
534,Learning Network,5911 W Midway Park,Chicago,IL,
535,Mars Hill School,5916 W Lake St,Chicago,IL,
536,Westown Acad,2021 W Fulton St,Chicago,IL,
537,Spencer Acad,214 N Lavergne Av,Chicago,IL,
538,St John Berchmans 1,2509 W Logan Bl,Chicago,IL,
539,Francis Parker,330 W Webster Av,Chicago,IL,
540,St Thomas of Canterbury,4827 N Kenmore Av,Chicago,IL,
541,Tilton,223 N Keeler Av,Chicago,IL,
542,St Malachy,2252 W Washington Bl,Chicago,IL,
543,Bethel LCA Christian,4215 W West End Av,Chicago,IL,
544,Circle/Rock Prep,118 N Central Av,Chicago,IL,
545,Acad of Scholastic,4651 W Madison St,Chicago,IL,
546,Ravenswood,4332 N Paulina St,Chicago,IL,
547,Brennemann,4251 N Clarendon Av,Chicago,IL,
548,Henry,4250 N St Louis Av,Chicago,IL,
549,Belding,4257 N Tripp Av,Chicago,IL,
550,Bateman,4220 N Richmond St,Chicago,IL,
551,Courtenay,1726 W Berteau Av,Chicago,IL,
552,Disney Magnet,4140 N Marine Dr,Chicago,IL,
553,Portage Park,5330 W Berteau Av,Chicago,IL,
554,Lake View HS,4015 N Ashland Av,Chicago,IL,
555,Coonley,4046 N Leavitt St,Chicago,IL,
556,Greeley,832 W Sheridan Rd,Chicago,IL,
557,Cleveland,3121 W Byron St,Chicago,IL,
558,Blaine,1420 W Grace St,Chicago,IL,
559,Irving Park Middle,3815 N Kedvale Av,Chicago,IL,
560,Bell,3730 N Oakley Av,Chicago,IL,
561,Murphy,3539 W Grace St,Chicago,IL,
562,Bridge,3800 N New England Av,Chicago,IL,
563,Gray,3730 N Laramie Av,Chicago,IL,
564,Lemoyne,851 W Waveland Av,Chicago,IL,
565,Canty,3740 N Panama Av,Chicago,IL,
566,Lane Tech HS,2501 W Addison St,Chicago,IL,
567,Hamilton,1650 W Cornelia Av,Chicago,IL,
568,Audubon,3500 N Hoyne Av,Chicago,IL,
569,CHICAGO ACADEMY,3400 N Austin Av,Chicago,IL,
570,Hawthorne Acad,3319 N Clifton Av,Chicago,IL,
571,Reinberg,3425 N Major Av,Chicago,IL,
572,Dever,3436 N Osceola Av,Chicago,IL,
573,Nettelhorst,3252 N Broadway,Chicago,IL,
574,Reilly,3650 W School St,Chicago,IL,
575,Linne,3221 N Sacramento Av,Chicago,IL,
576,Foreman HS,3235 N Leclaire Av,Chicago,IL,
577,Jahn,3149 N Wolcott Av,Chicago,IL,
578,Gale Commercial Acad,1631 W Jonquil Ter,Chicago,IL,
579,Jordan,7414 N Wolcott Av,Chicago,IL,
580,Stock,7507 W Birchwood Av,Chicago,IL,
581,Rogers,7345 N Washtenaw Av,Chicago,IL,
582,Armstrong George,2111 W Estes Av,Chicago,IL,
583,Field,7019 N Ashland Bl,Chicago,IL,
584,Decatur Classical,7030 N Sacramento Av,Chicago,IL,
585,Kilmer,6700 N Greenview Av,Chicago,IL,
586,Ebinger,7350 W Pratt Av,Chicago,IL,
587,Boone,6710 N Washtenaw Av,Chicago,IL,
588,Sullivan HS,6631 N Bosworth Av,Chicago,IL,
589,Edgebrook,6525 N Hiawatha Av,Chicago,IL,
590,Stone Acad,6239 N Leavitt St,Chicago,IL,
591,Hayt,1518 W Granville Av,Chicago,IL,
592,Onahan,6634 W Raven St,Chicago,IL,
593,Clinton,6110 N Fairfield Av,Chicago,IL,
594,Edison,6220 N Olcott Av,Chicago,IL,
595,Sauganash,6040 N Kilpatrick Av,Chicago,IL,
596,Chicago International Northtown,3900 W Peterson Av,Chicago,IL,
597,Swift,5900 N Winthrop Av,Chicago,IL,
598,Norwood Park,5900 N Nina Av,Chicago,IL,
599,Mather HS,5835 N Lincoln Av,Chicago,IL,
600,Taft HS,6545 W Hurlbut St,Chicago,IL,
601,Jamieson,5650 N Mozart St,Chicago,IL,
602,Hitch,5625 N Mc Vicker Av,Chicago,IL,
603,North Side Learning Center,3730 W Bryn Mawr Av,Chicago,IL,
604,Peirce,1423 W Bryn Mawr Av,Chicago,IL,
605,Northside College Prep,5501 N Kedzie Av,Chicago,IL,
606,Peterson,5510 N Christiana Av,Chicago,IL,
607,Farnsworth,5414 N Linder Av,Chicago,IL,
608,Oriole Park,5424 N Oketo Av,Chicago,IL,
609,Goudy,5120 N Winthrop Av,Chicago,IL,
610,Garvy John,5225 N Oak Park Av,Chicago,IL,
611,Chappell,5145 N Leavitt St,Chicago,IL,
612,Amundsen HS,5110 N Damen Av,Chicago,IL,
613,Budlong,2701 W Foster Av,Chicago,IL,
614,Palmer,5051 N Kenneth Av,Chicago,IL,
615,Dirksen,8601 W Foster Av,Chicago,IL,
616,Beaubien,5025 N Laramie Av,Chicago,IL,
617,Hibbard,3244 W Ainslie St,Chicago,IL,
618,Burley,1630 W Barry Av,Chicago,IL,
619,Steinmetz HS,3030 N Mobile Av,Chicago,IL,
620,Falconer,3020 N Lamon Av,Chicago,IL,
621,Avondale,2945 N Sawyer Av,Chicago,IL,
622,Agassiz,2851 N Seminary Av,Chicago,IL,
623,Logandale Middle,3212 W George St,Chicago,IL,
624,Lyon,2941 N Mc Vicker Av,Chicago,IL,
625,Barry,2828 N Kilbourn Av,Chicago,IL,
626,Locke,2845 N Newcastle Av,Chicago,IL,
627,Brentano,2723 N Fairfield Av,Chicago,IL,
628,Alcott,2625 N Orchard St,Chicago,IL,
629,Monroe,3651 W Schubert Av,Chicago,IL,
630,Prescott,1632 W Wrightwood Av,Chicago,IL,
631,Kelvyn Park HS,4343 W Wrightwood Av,Chicago,IL,
632,Lincoln,615 W Kemper Pl,Chicago,IL,
633,Darwin,3116 W Belden Av,Chicago,IL,
634,Mayer,2250 N Clifton Av,Chicago,IL,
635,Hanson Park,5411 W Fullerton Av,Chicago,IL,
636,Goethe,2236 N Rockwell St,Chicago,IL,
637,Mozart,2200 N Hamlin Av,Chicago,IL,
638,Chicago International - West Belden,2245 N Mc Vicker Av,Chicago,IL,
639,Northwest Middle,5252 W Palmer St,Chicago,IL,
640,Lincoln Park HS,2001 N Orchard St,Chicago,IL,
641,Prosser Vocational HS,2148 N Long Av,Chicago,IL,
642,Nixon,2121 N Keeler Av,Chicago,IL,
643,Lloyd,2103 N Lamon Av,Chicago,IL,
644,Pulaski Commercial Acad,2230 W Mc Lean Av,Chicago,IL,
645,Chase,2021 N Point St,Chicago,IL,
646,Funston,2010 N Central Park Av,Chicago,IL,
647,Burbank,2035 N Mobile Av,Chicago,IL,
648,Ames School,1920 N Hamlin Av,Chicago,IL,
649,Manierre,1420 N Hudson Av,Chicago,IL,
650,Lozano Bilingual,1424 N Cleaver St,Chicago,IL,
651,Sabin Magnet,2216 W Hirsch St,Chicago,IL,
652,Lewis,1431 N Leamington Av,Chicago,IL,
653,Pritzker,2009 W Schiller St,Chicago,IL,
654,Franklin Magnet,225 W Evergreen Av,Chicago,IL,
655,Lowell,3320 W Hirsch St,Chicago,IL,
656,De Diego Commercial Acad,1313 N Claremont Av,Chicago,IL,
657,Nobel,4127 W Hirsch St,Chicago,IL,
658,Cameron,1234 N Monticello Av,Chicago,IL,
659,Noble Street Charter,1400 W Augusta Bl,Chicago,IL,
660,Lafayette,2714 W Augusta Bl,Chicago,IL,
661,Columbus,1003 N Leavitt St,Chicago,IL,
662,Hay Community Acad,1018 N Laramie Av,Chicago,IL,
663,Brunson,5600 W Iowa St,Chicago,IL,
664,Chopin,2450 W Rice St,Chicago,IL,
665,Near North Special Education Ctr,739 N Ada St,Chicago,IL,
666,Orr HS,730 N Pulaski Rd,Chicago,IL,
667,Carpenter,1250 W Erie St,Chicago,IL,
668,Howe,720 N Lorel Av,Chicago,IL,
669,Ryerson,646 N Lawndale Av,Chicago,IL,
670,Talcott,1840 W Ohio St,Chicago,IL,
671,McCutcheon,4865 N Sheridan Rd,Chicago,IL,
672,Beard Special Education Center,6445 W Strong St,Chicago,IL,
673,McPherson,4728 N Wolcott Av,Chicago,IL,
674,Bais Yaakov Hebrew,6110 N California Av,Chicago,IL,
675,CICS - ELLISON,8101 S HONORE ST,Chicago,IL,
676,Arai Middle,900 W Wilson Av,Chicago,IL,
677,Prussing,4650 N Menard Av,Chicago,IL,
678,Stewart,4525 N Kenmore Av,Chicago,IL,
679,Haugan,4540 N Hamlin Av,Chicago,IL,
680,Stockton,4420 N Beacon St,Chicago,IL,
681,Drummond,1845 W Cortland St,Chicago,IL,
682,Newberry Magnet,700 W Willow St,Chicago,IL,
683,McAuliffe,1841 N Springfield Av,Chicago,IL,
684,LaSalle Language Acad,1734 N Orleans St,Chicago,IL,
685,Moos,1711 N California Av,Chicago,IL,
686,Stowe HB,3444 W Wabansia Av,Chicago,IL,
687,Burr,1621 W Wabansia Av,Chicago,IL,
688,Lovett,6333 W Bloomingdale Av,Chicago,IL,
689,Lake Shore Prep School,300 W Hill St,Chicago,IL,
690,May Community Acad,512 S Lavergne Av,Chicago,IL,
691,Leland,5221 W Congress Pkwy,Chicago,IL,
692,Armstrong Louis,5345 W Congress Pkwy,Chicago,IL,
693,Clark Middle,5101 W Harrison St,Chicago,IL,
694,Otis,525 N Armour St,Chicago,IL,
695,Mitchell,2233 W Ohio St,Chicago,IL,
696,Nash,4837 W Erie St,Chicago,IL,
697,Douglas Middle Acad,543 N Waller Av,Chicago,IL,
698,Key,517 N Parkside Av,Chicago,IL,
699,Morton Career Acad,431 N Troy St,Chicago,IL,
700,Austin HS,231 N Pine Av,Chicago,IL,
701,Beidler,3151 W Walnut St,Chicago,IL,
702,Ellington,224 N Central Av,Chicago,IL,
703,Yeshivas Tiferes Tzvi,6122 N. California,Chicago,IL,
704,Dett,2306 W Maypole Av,Chicago,IL,
705,Rudolph Learning Center,110 N Paulina St,Chicago,IL,
706,Marconi,230 N Kolmar Av,Chicago,IL,
707,Suder,2022 W Washington Bl,Chicago,IL,
708,Cather,2908 W Washington Bl,Chicago,IL,
709,Dodge,2651 W Washington Bl,Chicago,IL,
710,Acad of Comm & Technology,4319 W Washington Bl,Chicago,IL,
711,Emmet,5500 W Madison St,Chicago,IL,
712,Von Humboldt,2620 W Hirsch St,Chicago,IL,
713,Christ English Lutheran,5335 W Le Moyne St,Chicago,IL,
714,West Park Acad,1425 N Tripp Av,Chicago,IL,
715,Young,1434 N Parkside Av,Chicago,IL,
716,St Angela,1332 N Massasoit Av,Chicago,IL,
717,Near North Montessori,1434 W Division St,Chicago,IL,
718,Irving,749 S Oakley Bl,Chicago,IL,
719,King,740 S Campbell Av,Chicago,IL,
720,Galileo Scholastic,820 S Carpenter St,Chicago,IL,
721,The Associated Talmud Torahs,2828 W Pratt Bl,Chicago,IL,
722,Sun Shine School,2100 W Devon Av,Chicago,IL,
723,Lubavitch Girls HS,6350 N Whipple St,Chicago,IL,
724,Hanna Sacks Bais,3021 W Devon Av,Chicago,IL,
725,Sacred Heart School,6250 N Sheridan Rd,Chicago,IL,
726,St Thecla,6323 N Newcastle Av,Chicago,IL,
727,St Gertrude,6216 N Glenwood Av,Chicago,IL,
728,Solomon,6206 N Hamlin Av,Chicago,IL,
729,Jewish Children Bureau,6014 N California Av,Chicago,IL,
730,Resurrection HS,7500 W Talcott Av,Chicago,IL,
731,Rogers Park Montessori,1244 W Thorndale Av,Chicago,IL,
732,Bais Yaakov HS,3333 W Peterson Av,Chicago,IL,
733,Our Lady of Victory,4434 N Laramie Av,Chicago,IL,
734,The Rosenwald School,2017 W Montrose Av,Chicago,IL,
735,St John EV Lutheran School,4939 W Montrose Av,Chicago,IL,
736,Pilgram Lutheran School,4300 N Winchester Av,Chicago,IL,
737,Vaughn Occupational HS,4355 N Linder Av,Chicago,IL,
738,Smyser,4310 N Melvina Av,Chicago,IL,
739,Day School,800 W Buena Av,Chicago,IL,
740,St Alphonsus,1439 W Wellington Av,Chicago,IL,
741,Schneider,2957 N Hoyne Av,Chicago,IL,
742,Providence St Mel,119 S Central Park Bl,Chicago,IL,
743,Beverly Montessori,9916 S Walden Pkwy,Chicago,IL,
744,Mother McAuley HS,3737 W 99th St,Chicago,IL,
745,St Francis de Sales HS,10155 S Ewing Av,Chicago,IL,
746,Brother Rice HS,10001 S Pulaski Rd,Chicago,IL,
747,Crown Commercial Acad,2128 S St Louis Av,Chicago,IL,
748,Hammond,2819 W 21st Pl,Chicago,IL,
749,Paderewski,2221 S Lawndale Av,Chicago,IL,
750,Kanoon Magnet,2233 S Kedzie Av,Chicago,IL,
751,Haines,247 W 23rd Pl,Chicago,IL,
752,Graham Training Center,2347 S Wabash Av,Chicago,IL,
753,Finkl,2332 S Western Av,Chicago,IL,
754,Farragut HS,2345 S Christiana Av,Chicago,IL,
755,Kellman Corp,751 S Sacramento Bl,Chicago,IL,
756,Little Village Acad,2620 S Lawndale Av,Chicago,IL,
757,McCormick,2712 S Sawyer Av,Chicago,IL,
758,Dunbar Vocational HS,3000 S Dr Martin Luther King Jr Dr,Chicago,IL,
759,Madero Middle,3202 W 28th St,Chicago,IL,
760,Healy,3010 S Parnell Av,Chicago,IL,
761,Pershing Magnet,3113 S Rhodes Av,Chicago,IL,
762,Holden,1104 W 31st St,Chicago,IL,
763,Ortiz de Dominguez ES,3000 S Lawndale Av,Chicago,IL,
764,Holy Trinity HS,1443 W Division St,Chicago,IL,
765,St Mark,2510 W Cortez St,Chicago,IL,
766,Wells HS,936 N Ashland Av,Chicago,IL,
767,Holy Family Lutheran School,4256 W Walton St,Chicago,IL,
768,Sutherland,10015 S Leavitt St,Chicago,IL,
769,Bennett,10115 S Prairie Av,Chicago,IL,
770,Gallistel Languge Acad,10347 S Ewing Av,Chicago,IL,
771,St Scholastica HS,7416 N Ridge Bl,Chicago,IL,
772,North Shore School,1217 W Chase Av,Chicago,IL,
773,Yeshiva Shearis Yisroel,2620 W Touhy Av,Chicago,IL,
774,St Juliana,7400 W Touhy Av,Chicago,IL,
775,St Mary of the Woods,7033 N Moselle Av,Chicago,IL,
776,Wildwood,6950 N Hiawatha Av,Chicago,IL,
777,Senn Metro Acad,5900 N Glenwood Av,Chicago,IL,
778,St Tracissus,6040 W Ardmore Av,Chicago,IL,
779,Immaculate Conception 2,7263 W Talcott Av,Chicago,IL,
780,St Hillary,5614 N Fairfield Av,Chicago,IL,
781,St Philip Lutheran,2500 W Bryn Mawr Av,Chicago,IL,
782,St Ita,5525 N Magnolia Av,Chicago,IL,
783,Care a Lot,5522 N Milwaukee Av,Chicago,IL,
784,Trumbull,5200 N Ashland Av,Chicago,IL,
785,St Cornelius,5252 N Long Av,Chicago,IL,
786,St Eugene,7930 W Foster Av,Chicago,IL,
787,St Monica,5115 N Montclare Av,Chicago,IL,
788,Volta,4950 N Avers Av,Chicago,IL,
789,St Matthias,4910 N Claremont Av,Chicago,IL,
790,Lawrence Hall Youth Services,4833 N Francisco Av,Chicago,IL,
791,St Constance,5841 W Strong St,Chicago,IL,
792,Our Lady of Lourdes 2,4641 N Ashland Av,Chicago,IL,
793,Roosevelt HS,3436 W Wilson Av,Chicago,IL,
794,St Robert Bellarmine,6036 W Eastwood Av,Chicago,IL,
795,Waters,4540 N Campbell Av,Chicago,IL,
796,Queen of Angels,4520 N Western Av,Chicago,IL,
797,Ravenswood Baptist School,4437 N Seeley Av,Chicago,IL,
798,St Edward,4343 W Sunnyside Av,Chicago,IL,
799,Luther HS North,5700 W Berteau Av,Chicago,IL,
800,Lycee Francais de Chicago,613 W Bittersweet Pl,Chicago,IL,
801,Park View Lutheran,3919 N Monticello Av,Chicago,IL,
802,St Pascal,6143 W Irving Park Rd,Chicago,IL,
803,Immaculate Heart of Mary,3820 N Spaulding Av,Chicago,IL,
804,Gordon Tech HS,3633 N California Av,Chicago,IL,
805,Thorp Acad,6024 W Warwick Av,Chicago,IL,
806,Lake View Acad,716 W Addison St,Chicago,IL,
807,St Andrew,1710 W Addison St,Chicago,IL,
808,St Viator,4140 W Addison St,Chicago,IL,
809,Messiah Lutheran School,6200 W Patterson Av,Chicago,IL,
810,St Bartholomew School,4941 W Patterson Av,Chicago,IL,
811,St Francis Borgia,3535 N Panama Av,Chicago,IL,
812,Our Savior,7151 W Cornelia Av,Chicago,IL,
813,St Ladislaus,3330 N Lockwood Av,Chicago,IL,
814,Scammon,4201 W Henderson St,Chicago,IL,
815,Mt Carmel Acad,720 W Belmont Av,Chicago,IL,
816,St Luke Lutheran School,1500 W Belmont Av,Chicago,IL,
817,Belmont Christian School,6120 W Belmont Av,Chicago,IL,
818,Resurrection Catholic Acad,2845 W Barry Av,Chicago,IL,
819,Notre Dame HS,3000 N Mango Av,Chicago,IL,
820,Mighty Good Christian Acad,10200 S Torrence Av,Chicago,IL,
821,St Helena's School,10115 S Parnell Av,Chicago,IL,
822,St Barnabas,10121 S Longwood Dr,Chicago,IL,
823,St John De La Salle,10212 S Vernon Av,Chicago,IL,
824,Bethlehem Lutheran,3715 E 103rd St,Chicago,IL,
825,Smith,744 E 103rd St,Chicago,IL,
826,Fernwood,10041 S Union Av,Chicago,IL,
827,North River,4416 N. Troy St,Chicago,IL,
828,Passages Charter,1447 W Montrose Av,Chicago,IL,
829,Ramirez Computer Science,2431 N Western Av,Chicago,IL,
830,Chicago International-Bucktwn,2235 N Hamilton St,Chicago,IL,
831,De Duprey,1405 N Washtenaw Av,Chicago,IL,
832,Peabody,1444 W Augusta Bl,Chicago,IL,
833,Greene,3525 S Honore St,Chicago,IL,
834,Orozco,1940 W 18th St,Chicago,IL,
835,Orozco,1940 W 18th St,Chicago,IL,
836,National Teachers Acad,55 W Cermak Rd,Chicago,IL,
837,Ariel,1119 E 46th St,Chicago,IL,
838,Columbia Explorers,4520 S Kedzie Av,Chicago,IL,
839,St Philomena School,4131 W Cortland St,Chicago,IL,
840,The Luthern Day Nursy Of Chgo,1802 N. Fairfield,Chicago,IL,
841,Dr Pedro Albizu Campos Hs,1671 N Claremont,Chicago,IL,
842,NEW HORIZON CENTER FOR THE DD?,6737 W FOREST PRESERVE AVE,Chicago,IL,
843,Daystar School,1550 S State St,Chicago,IL,
844,Faulkner School,1750 E 78th St,Chicago,IL,
845,Holy Angels School,750 E 40th St,Chicago,IL,
846,Hunter-Bolden Academy,5946 S Prairie Ave,Chicago,IL,
847,Interbusiness Institute,8700 W Bryn Mawr Ave,Chicago,IL,
848,Jane Addams High School,1814 S UNION AVE,Chicago,IL,
849,KIPP ASCEND CHARTER SCHOOL,715 S KILDARE AVE,Chicago,IL,
850,Latino Youth High School,2001 S CALIFORNIA AVE,Chicago,IL,
851,New Birth Training Institute,5510 W Chicago Ave,Chicago,IL,
852,New Way Learning Center,321 E 84th St,Chicago,IL,
853,NORTHWEST INST FOR CONTEMP ACAD,5108 W DIVISION ST,Chicago,IL,
854,Rogers Park Montessori School,1800 W Balmoral Ave,Chicago,IL,
855,Rush Day School,2150 W Harrison St,Chicago,IL,
856,Sauganash Montessori Sch,5750 N Rogers Ave,Chicago,IL,
857,St Patrick HS,5900 W Belmont Av,Chicago,IL,
858,Village Leadership Academy,4020 W Division St,Chicago,IL,
859,Westside Alternative High School,4909 W DIVISION ST,Chicago,IL,
860,ZAPATA BRANCH,2725 S KOLIN AVE,Chicago,IL,
861,Catherine Cook School,226 W Schiller,Chicago,IL,
862,Bethel Lutheran School,1410 N Springfield,Chicago,IL,
863,St Stanislaus Kostka,1255 N Noble,Chicago,IL,
864,Ray,5631 S Kimbark Av,Chicago,IL,
865,Chicago Intrntl - Washington Pk,6105 S Michigan Av,Chicago,IL,
866,Bass,1140 W 66th St,Chicago,IL,
867,Parker,6800 S Stewart Av,Chicago,IL,
868,St Rene Goupil,6340 S New England Av,Chicago,IL,
869,St Ethelreda,8734 S Paulina St,Chicago,IL,
870,Hampton,3434 W 77th St,Chicago,IL,
871,Sullivan,8331 S Mackinaw Av,Chicago,IL,
872,Coleman Johnnie,1441 W 119th St,Chicago,IL,
873,Lubavitch Boy'S High School,2756 W Morse Avenue,Chicago,IL,
874,Chicago Waldorf School,1300 W Loyola Ave,Chicago,IL,
875,Care A Lot,6441 N Central Ave,Chicago,IL,
876,Brisk Academy-Yeshivas Brisk,3000 W. Devon Avenue,Chicago,IL,
877,Cheder Lubavitch Hebrew Day Sc,3635 West Devon Avenue,Chicago,IL,
878,Victor C. Neumann Association,2447 W Granville Av,Chicago,IL,
879,Joan Dachs Bais Yaakov,3200 W Peterson Avenue,Chicago,IL,
880,Kiddie Kollege,6025 N California,Chicago,IL,
881,St Gregory High School,1677 W Bryn Mawr Ave,Chicago,IL,
882,Chicago West Side Christian Sch,1240 S Pulaski Rd,Chicago,IL,
883,North Shore S D A Jr Acdmy,5220 N California Ave,Chicago,IL,
884,Telshe High School,3535 W Foster Avenue,Chicago,IL,
885,Gateway To Learning,4925 N Lincoln,Chicago,IL,
886,Ace Tech Charter,5410 S State St,Chicago,IL,
887,Adler Schools,2239 W. Lawrence Avenue,Chicago,IL,
888,Portage Park Day Nursery,5332 W Addison St,Chicago,IL,
889,Akiba Schechter Day School,5235 S Cornell Ave,Chicago,IL,
890,Midwestern Christian Academy,3465 North Cicero Ave,Chicago,IL,
891,North Center For Handicapped C,5104 W Belmont,Chicago,IL,
892,St Ferdinand School,3131 North Mason Ave,Chicago,IL,
893,Chicago Christian Academy,5110 W Diversey,Chicago,IL,
894,Socrates School,6041 W Diversey Avenue,Chicago,IL,
895,Our Lady Of Grace School,2446 N Ridgeway Avenue,Chicago,IL,
896,A-Karrasel,5510 W Fullerton Ave,Chicago,IL,
897,Dayspring Christian Academy,5133 W Fullerton Av,Chicago,IL,
898,Anixter School,2032 N Clybourn,Chicago,IL,
899,Chicago Acad For The Arts,1010 W Chicago,Chicago,IL,
900,Carc/Sol School,4014 W Chicago Ave,Chicago,IL,
901,Esperanza Community Services,520 N Marshfield Street,Chicago,IL,
902,Cosmopolitan Preparatory,188 W. Randolph,Chicago,IL,
903,Itsy Bitsy People Palace,7419 S Cottage Grove Av,Chicago,IL,
904,Metropolitan Primary Academy,4540 W. Washington,Chicago,IL,
905,St Gall Elementary School,5515 South Sawyer Ave,Chicago,IL,
906,Univ Of Chicago Lab Sch,1362 E 59th St,Chicago,IL,
907,Sonia Sahnkman Orthogenic Scho,1365 E 60th Street,Chicago,IL,
