OBJECTID,SgmtEnd1,SgmtEnd2,Street,Owner,Manager,Miles,FacName,Sub_System,TrailType,TrailSurfa,Editor,Edtdate,Muni,TrailWdth,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Status,ShapeSTLength
1033, , , ,CPD,CPD,0.04297684,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{258D8D46-8998-4C25-A084-18AA158C64D0},Existing,226.917727559619
1034,W Hollywood Ave, , ,CPD,CPD,0.02880996,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{EEA02AEC-3FD7-4C7A-97CD-36CE0C442ECB},Existing,152.11658647932
1035, , , ,CPD,CPD,0.06290028,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{A632631F-4DB4-4688-ABA2-22C05876EC47},Existing,332.113469756038
1036,W Bryn Mawr Ave, , ,CPD,CPD,0.06808755,Lakefront Trail,Bryn Mawr Spur,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{16895E7D-EC5E-4F66-8742-19C260208D37},Existing,359.502276576415
1037, , , ,CPD,CPD,0.04444208,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{6A22A605-283E-4605-9E60-42422154E71E},Existing,234.654186737572
1038, , , ,CPD,CPD,0.04693297,Lakefront Trail,Lincoln Park Spurs,Trail, ,PD,2020/09/23 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{2902EBCC-38D3-41B6-AAA2-0098F4AE1D89},Existing,247.806071120001
1039, , , ,CPD,CPD,0.03688849,Lakefront Trail,Lincoln Park Spurs,Trail, ,PD,2020/09/23 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{6A16DEE7-FE6B-4350-BA6E-992B3DEB2B2A},Existing,194.771218817189
1040,W Berwyn Ave, , ,CPD,CPD,0.19236356,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{45ED47C7-73C6-44EF-B031-8147368F2B08},Existing,1015.67960864514
1041,W Balmoral Ave, , ,CPD,CPD,0.11719082,Lakefront Trail,Lincoln Park Spurs,Trail, ,PD,2020/09/23 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{1E143983-7202-45BD-95FB-D32A4A08903B},Existing,618.76754480552
1042,W Argyle St, , ,CPD,CPD,0.17670082,Lakefront Trail,Balmoral Spur,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{CD50ABC2-3190-4ABC-B2D6-1C0061E07A8D},Existing,932.980344693676
1043, , , ,CPD,CPD,0.08993846,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{54643F60-C743-4C42-84FF-7F88E1335BAA},Existing,474.875050957109
1044, , , ,CPD,CPD,0.05168216,Lakefront Trail,Lincoln Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{A5E5D9E2-44D7-4885-A31E-FC63ADBC96D9},Existing,272.881800882534
1045, , ,W Lawrence Ave,CPD,CPD,0.02174403,Lakefront Trail,Main Stem,Road Crossing, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{27816F82-5931-4295-A1D8-5406EA72C579},Existing,114.808458548718
1046,W Foster Ave,W Lawrence Ave, ,CPD,CPD,0.51160728,Lakefront Trail,,Trail, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{70E70042-715E-471E-9280-27A761454FFB},Existing,2701.28646061595
1047,W Lawrence Ave,W Wilson Ave, ,CPD,CPD,0.25109393,Lakefront Trail,Main Stem,Trail, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{B5D7DF54-2614-4DED-BB15-93F09E2B7829},Existing,1325.77593977097
1048,W Lawrence Ave,W Wilson Ave,W Wilson Ave,CDOT,CDOT,0.02253425,Lakefront Trail,Main Stem,Road Crossing, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{3167B711-5AE5-4E90-B645-5E1A8EBA4D86},Existing,118.980845421761
1049, , ,W Montrose Ave,CDOT,CDOT,0.02532228,Lakefront Trail,Lincokn Park Spurs,Road Crossing, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{17AD1BCC-0D09-4376-8F53-42F0194DC5BC},Existing,133.701624755472
1050,W Devon Ave,N Lincoln Ave, ,Lincolnwood,Lincolnwood Park District,0.24327348,Weber Spur,Lincolnwood Segment,Trail, , ,,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{BC543398-D482-4C3B-987F-8D00776423EB},Existing,1284.48396734642
1051, , , ,Lincolnwood,Lincolnwood Park District,0.01878043,Weber Spur,Lincolnwood Segment,Road Crossing, , ,,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{02A491AA-1C11-436C-97F8-E5E9AF39493A},Existing,99.1606514889382
1052, , ,Pratt Avenue,Lincolnwood,Lincolnwood Park District,0.01121335,Weber Spur,Lincolnwod Segment,Road Crossing, , ,,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{6F71F162-04F7-42B0-8A8F-84F76FD44537},Existing,59.2064926424089
1053, , , ,Lincolnwood,Lincolnwood Park District,0.00790206, , ,Trail, , ,1899/12/30 00:00:00+00,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{3D7A7BED-4EBB-462B-99A7-26BCCBB2D046},Existing,41.7228579561146
1054,Lincoln Ave,Pratt Ave, ,Lincolnwood,Lincolnwood Park District,0.28800129,Weber Spur,Lincolnwod Segment,Trail,Asphalt, ,,Lincolnwood,10 feet,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{1B567EDA-B52B-4F4B-A21B-F3433645968D},Existing,1520.64682582787
1055, , , ,Lincolnwood,Lincolnwood Park District,0.01111209,Weber Spur,Lincolnwood Spurs,Trail, , ,1899/12/30 00:00:00+00,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{F7B16548-6699-493E-8F01-443FFF268A53},Existing,58.6718134009124
1056, , ,N Central Park Ave,Lincolnwood,Lincolnwood Park District,0.01271455,Weber Spur,Lincolnwod Segment,Road Crossing,t, ,,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{3B2DE93A-EF83-4F03-9BBC-0BCD2B8480AA},Existing,67.1328037843879
1057,N Central Park Ave,W Touhy Ave, ,Lincolnwood,Lincolnwood Park District,0.20366895,Weber Spur,Lincolnwod Segment,Trail,Asphalt, ,,Lincolnwood,10 feet,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{4B77783D-717D-41A3-81DE-0C91B67CA680},Existing,1075.37207633967
1058, , ,W Devon Ave,CDOT,CDOT,0.01955078,Skokie Valley Trail,Sauganash Segment,Road Crossing, , ,,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{97ACE462-0BDF-4B5F-8CCF-F8C2F733DF29},Existing,103.228115179946
1059,W Thome Ave,N Kostner Ave, ,CPD,CPD,0.030257,Skokie Valley Trail,Sauganash Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{A093C993-2CD6-404E-A60C-4A5AE23D3580},Existing,159.756984764221
1060,N Rogers Ave, , ,CPD,CPD,0.07488919,Skokie Valley Line,Sauganash Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{FA53F490-325A-4DB2-A218-1F13E55879B6},Existing,395.414911206538
1061,Albion Ave,N Kilbourn Ave, ,Com Ed,Lincolnwood Park District,0.03942452,Skokie Valley Trail,Lincolnwood Spurs,Trail, , ,1899/12/30 00:00:00+00,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{D5CB4993-1770-47B7-AA3E-A0553798DDAD},Existing,208.161453536926
1062,W Pratt Ave,W Devon Ave, ,Com Ed,Lincolnwood Park District,0.5000246,Skokie Valley Trail,LIncolnwood Segment,Trail,Asphalt, ,,Lincolnwood,10 feet,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{A3FFA4A8-5DFD-4B50-9547-7D0A66E3599A},Existing,2640.12990693635
1063, , ,W Pratt Ave,Com Ed,Lincolnwood Park District,0.01436629,Skokie Valley Trail,LIncolnwood Segment,Road Crossing, , ,,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{D4F170B8-BEF0-4AFA-BBB3-F5CEB902FEA7},Existing,75.8540125982649
1064,W Touhy Ave, , ,Com Ed,Lincolnwood Park District,0.13081138,Skokie Valley Trail,Lincolnwood Spurs,Trail, , ,1899/12/30 00:00:00+00,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{6CC56287-C6F0-4886-A669-4F6AC875CAD7},Existing,690.684098766481
1065,W Touhy Ave, , ,Com Ed,Lincolnwood Park District,0.14114161,Skokie Valley Trail,Lincolnwood Spurs,Trail, , ,1899/12/30 00:00:00+00,Lincolnwood, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{6B27CBA1-0818-4562-AEB8-015D402AF711},Existing,745.227717707641
1066, , ,Lincoln Ave near W Jarvis Ave,IDOT,IDOT,0.01610324,Skokie Valley Trail,Skokie Segment,Road Crossing, , ,,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{31DDAD69-2D5A-4095-95CF-2BC9BDE17819},Existing,85.0251124566479
1067, , , ,Com Ed,Skokie Park Dist,0.03532635,Skokie Valley Trail,Skokie Spurs,Trail, , ,1899/12/30 00:00:00+00,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{C5ADB11F-5214-4F70-A6C6-A037B7C992A7},Existing,186.523134782312
1068,Hull St, , ,Com Ed,Skokie Park Dist,0.03692568,Skokie Valley Trail,Skokie Spurs,Trail, , ,1899/12/30 00:00:00+00,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{304EF7B3-037A-4EBF-9FDB-85D682C11803},Existing,194.96758402366
1069,Kirk St,LaCross Ave, ,Com Ed,Skokie Park Dist,0.04055575,Skokie Valley Trail,Skokie Spurs,Trail, , ,1899/12/30 00:00:00+00,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{E9E67DA2-9C25-4353-80F1-8E9703CDE116},Existing,214.134374667739
1070, ,Searle Pkwy,Searle Pkwy,Skokie,Skokie,0.011765, , ,Road Crossing, , ,,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{9BC282C5-4D48-4692-BEC6-05658654A57B},Existing,62.1192223523142
1071,Oakton St,Searle Pkwy, ,Skokie,Skokie Park Dist,0.20596344, , ,Trail, , ,,Skokie, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{C6AC289F-9FE4-4E43-A929-FA424065017F},Existing,1087.4869495233
1072, , , ,Northbrook,Northbrook Park Dist,0.01690023, , ,Trail, , ,1899/12/30 00:00:00+00,Northbrook, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{17B5CB61-319D-4133-A7C9-44D3A88EA7F0},Existing,89.2332219422964
1073,Dundee Road,Sunset Ridge Rd, ,Northbrook,Northbrook Park Dist,0.52808134,Skokie Valley Trail,Northbrook Segment,Trail,Asphalt, ,,Northbrook,10 feet,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{2822011E-366C-4C18-BC3A-EFFCC7EEE224},Existing,2788.26948604649
1074, , ,Sunset Ridge,DoTH,DoTH,0.01844366,Skokie Valley Trail,Northbrook Segment,Road Crossing, , ,,Northbrook, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{805ED393-DB0D-4D51-B89F-44A7E87181EC},Existing,97.3825312415714
1075, , , ,CC FP,CC FP,0.0767826, , ,Trail, , ,,Northfield Twp, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{CE453FDE-C40B-4322-B3BC-5D5B4514B665},Existing,405.412143885125
1076, , , ,CC FP,CC FP,0.00909524, , ,Trail, , ,,Northfield Twp, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{F243AA02-01BC-4237-9352-05A037ED42B8},Existing,48.0228623125079
1077,Dundee Rd,Tower Rd, ,CC FP,CC FP,1.8113203,North Branch Trail,East Alternative,Trail, , ,,New Trier Twp, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{CC83E348-CDFE-4CDD-A012-3588C4FCCD7D},Existing,9563.77119784572
1078, , ,Tower Rd,Winnetka,Winnetka,0.00604479,North Branch Trail,East Alternative,Road Crossing, , ,,Winnetka, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{66593E10-D4AB-4B02-8A9F-D9C05C644E99},Existing,31.9164765761648
1079,Forestway Drive, , ,CC FP,CC FP,0.43565029,North Branch Trail,Tower Rd Sidepath,Sidepath, , ,,Northfield Twp, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{645B3331-DCBA-45A6-94F1-4A5F2894E71C},Existing,2300.23354630184
1080,Dundee Rd,Tower Road, ,CC FP,CC FP,2.13271073,North Branch Trail,Main Stem,Trail, , ,,Northfield Twp, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{DAC52F14-D06F-49B4-9F96-AE3A9C0E325F},Existing,11260.7126701296
1081, , ,Tower Rd e of I-94/Edens Xwy,IDOT,IDOT,0.01660038,North Branch Trail,Main Stem,Road Crossing, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{018DAD27-0EAE-40E4-A27A-EE0A25517DA3},Existing,87.6500178627832
1082,Tower Rd,Willow Road, ,CC FP,CC FP,1.62922216,North Branch Trail,Main Stem,Trail, , ,,Unincorporated, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{07762252-B342-4696-96BB-B0494FCE05C4},Existing,8602.29298931632
1083, , ,Willow Road near Lagoon Dr,IDOT,IDOT,0.01583353,North Branch Trail,Main Stem,Road Crossing, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{401C340D-09A5-4EAE-BFD0-48896DD00047},Existing,83.6010171222116
1084,Willow Road,Winnetka Ave, ,CC FP,CC FP,0.54103277,North Branch Trail,Main Stem,Trail, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{F7DC46E4-8925-4A8D-9454-8107E662794D},Existing,2856.65301064706
1085, , ,Winnetka Ave,DoTH,DoTH,0.01136802,North Branch Trail,Main Stem,Road Crossing, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{F12A37AD-B8E8-4C8D-89C4-996A054580AC},Existing,60.0231308646162
1086,Winnetka Ave,Happ Rd, ,CC FP,CC FP,0.71836033,North Branch Trail,Main Stem,Trail, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{6E55B0F1-62DD-4D35-98D9-C326475A4B0F},Existing,3792.94253447522
1087, , ,Happ Rd,DoTH,DoTH,0.01259371,North Branch Trail,Main Stem,Road Crossing, , ,,Northfield, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{1074D2D9-2C9D-4E31-A5A1-73CCCB434651},Existing,66.4947839521669
1088, , ,Glenview Rd,CC FP,CC FP,0.01756598,North Branch Trail,Main Stem,Road Crossing, , ,,Glenview, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{4D04F273-28F7-405C-9EC2-0A16811D9C62},Existing,92.7483728628059
1089, , ,Harms Road,DoTH,DoTH,0.01746226,North Branch Trail,Spur to Winnetka Ave,Road Crossing, , ,1899/12/30 00:00:00+00,Glenview, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{DCF6BBEC-2EC6-4A90-89CD-3C90EDC09541},Existing,92.2007405745746
1090,Happ Rd,Glenview Rd, ,CC FP,CC FP,1.88510273,North Branch Trail,Main Stem,Trail, , ,,Glenview, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{7551114D-F1ED-441D-B477-A5A58D1A28F6},Existing,9953.34240308868
1091,Glenview Rd,Golf Rd, ,CC FP,CC FP,1.1974194,North Branch Trail,Main Stem,Trail, , ,,Glenview, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{79410B46-70CB-4A40-A26A-67D269EEE994},Existing,6322.37441371518
1092, , ,Golf Rd,CC FP,CC FP,0.02125858,North Branch Trail,Main Stem,Road Crossing, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{EE32F82C-0965-4DF7-9E60-4FBECB6BD974},Existing,112.245299284462
1093,Golf Rd,Beckwith Rd, ,CC FP,CC FP,0.96293354,North Branch Trail,Main Stem,Trail, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{13339590-4B00-48B9-83E2-BBBB9FA53F48},Existing,5084.28911705954
1094, , ,Beckwith Rd,Morton Grove,Morton Grove,0.01475544,North Branch Trail,Main Stem,Road Crossing, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{E402B2F1-B8EA-4B63-93AD-EA971C7D2F5B},Existing,77.9087124870217
1095,Beckwith Rd,Dempster St, ,CC FP,CC FP,0.97469196,North Branch Trail,Main Stem,Trail, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{8250C260-E353-4C09-853C-40343661A893},Existing,5146.37354346065
1096, , , ,RR,Morton Grove,0.01211411,North Branch Trail,Main Stem,Railroad Crossing, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{030C2EC4-DBCE-448A-8C58-D5AAF966901A},Existing,63.962500821282
1097, , ,Lehigh Ave,Morton Grove,Morton Grove,0.02436198,North Branch Trail,Main Stem,Road Crossing, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{515A840B-9135-4D54-9F25-4790DA95E9B5},Existing,128.631251613685
1098, , ,Dempster St near Lehigh Ave,IDOT,IDOT,0.01681902,North Branch Trail,Main Stem,Road Crossing, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{5B4C932D-77C1-451A-84D7-5772CF2469FE},Existing,88.8044023712818
1099,Dempster St,Howard St, ,CC FP,CC FP,1.99946629,North Branch Trail,Main Stem,Trail, , ,,Morton Grove, ,DARFA,2021/02/02 22:00:07+00,MATTHEWKRAUSE,2024/06/27 14:41:21+00,{5AB792C4-DFD1-42F8-AE50-8CA9D88107EE},Existing,10557.1819976807
1100, , ,Howard St,Niles,Niles,0.01259786,North Branch Trail,Main Stem,Trail, , ,,Niles, ,DARFA,2021/02/02 22:00:07+00,WINGENTE,2024/04/09 13:46:44+00,{BB31A985-A705-40E0-8BA8-81F6812E4B2D},Existing,66.5167164440444
1101,Howard St,Touhy Ave, ,CC FP,CC FP,0.54396322,North Branch Trail,Main Stem,Trail, , ,,Niles, ,DARFA,2021/02/02 22:00:07+00,WINGENTE,2024/04/09 13:46:44+00,{15F15C35-55EC-424B-8BE1-D20A2AD27521},Existing,2872.12582745535
1102, , ,Touhy Ave near N Riverside Dr,IDOT,IDOT,0.03713874,North Branch Trail,Main Stem,Road Crossing, , ,,Niles, ,DARFA,2021/02/02 22:00:07+00,WINGENTE,2024/04/09 13:46:44+00,{A6A431CF-C25F-459C-99D6-A911CEA7EEE0},Existing,196.092563561418
1103, , ,W Devon Ave,CDOT,CDOT,0.02658872,North Branch,Main Stem,Road Crossing,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{D3CEF3D2-9433-4A16-82F4-5006253D4EC3},Existing,140.38844749702
1104,W Devon Ave,N Louise Ave, ,CC FP,CC FP,0.23884926,North Branch,Main Stem,Trail,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{78625E5D-B84C-46E4-9C9D-856954D7B54A},Existing,1261.12407638839
1105, , ,N Louise Ave,CDOT,CDOT,0.00726529,North Branch,Main Stem,Road Crossing,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{48735B11-244C-45AC-ABD7-0878BB4A0559},Existing,38.3607230239058
1106,N Louise Ave,Prescott Ave, ,CC FP,CC FP,0.13022036,North Branch,Main Stem,Trail,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{C49DDBE9-0F95-4866-A436-08C6DBCEF7D5},Existing,687.563519689011
1107, , ,Prescott Ave,CDOT,CDOT,0.01076299,North Branch,Main Stem,Road Crossing,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{04CCC163-C1AB-4133-8724-5D6DECA6B07E},Existing,56.8285922305673
1108,N Prescott Ave,N Central Ave, ,CC FP,CC FP,0.11743333,North Branch,Main Stem,Trail,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{629DF5A4-94B1-450A-A7BF-5D4884778546},Existing,620.047987941331
1109, , ,N Central Ave,DoTH,DoTH,0.01481348,North Branch,Main Stem,Road Crossing, ,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{D7AC0B5E-8EFD-4FC9-9A72-C9753F3532E8},Existing,78.215154622313
1110, , ,Forest Glen Ave,CDOT,CDOT,0.01217258,North Branch,Main Stem,Road Crossing,Asphalt,JZ,2015/12/15 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{5F1EC82E-36BB-40AE-9BEE-93E27D407DB8},Existing,64.2712086350198
1111, , , ,CC FP,CC FP,0.06901228, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{9AC4C37E-9886-4A51-B58E-980B42B036C1},Existing,364.384847643603
1112, , , ,CPD,CPD,0.42005066,North Branch Trail, ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{A286485B-5671-4079-B9EF-1EE3A8137F32},Existing,2217.86750273082
1113, , , ,CPD,CPD,0.29129799, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{589581E5-6E13-40C8-B3AB-2253BC489105},Existing,1538.05336564036
1114, , , ,CPD,CPD,0.2497492, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{B7D1C4D2-D07B-4C00-9B26-5632D3947B37},Existing,1318.6757669364
1115, , , ,CPD,CPD,0.11397932, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{E0B70254-9234-4E81-97BE-09816C391C38},Existing,601.81079418944
1116, , , ,CPD,CPD,0.13338679, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{723C955C-C5CA-4ECE-AF41-B57EEA3816E3},Existing,704.282271092303
1117, , , ,CPD,CPD,0.08722357, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{FF96418F-D52E-40B5-8BDD-B0210D64A583},Existing,460.540459250963
1118,S Crilly Dr,E 100th Dr, ,CPD,CPD,0.33324335,Lakefront Trail,Main Stem,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{4E29DEA0-EAE9-4F98-987B-B96133806875},Existing,1759.52488704078
1119, , , ,CPD,CPD,0.84892285,Lakefront Trail,Calumet Park Spurs,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{8F17BA68-2E44-4002-98E9-1B590759D1A4},Existing,4482.31263371606
1120, , , ,CPD,CPD,0.92106561, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{817FD4FB-B03F-4617-A42B-63FA522F806F},Existing,4863.22642621015
1121, , , ,CPD,CPD,2.50602961, , ,Trail, , ,1899/12/30 00:00:00+00,Chicago, ,DARFA,2021/02/02 22:00:07+00,BENETHALLER,2022/04/13 20:22:39+00,{586B0BF7-AF7A-45DF-9F40-C3CBFC2336FB},Existing,13231.8363274373
