census_tract,bike_lane_miles
17031190200,0.0
17031190500,0.0
17031190700,0.0
17031191200,0.26126980976223946
17031200100,0.0
17031200300,0.0
17031170700,0.0
17031160700,0.0
17031161000,0.0
17031161200,0.05732249138940682
17031170200,0.0
17031150500,0.0
17031150700,0.0
17031151000,0.0
17031151200,0.0
17031160500,0.0
17031140100,0.0
17031140300,0.0
17031120200,0.0
17031130100,0.0
17031130300,0.0
17031110500,0.0
17031100500,0.0
17031100100,0.0
17031100300,0.0
17031080600,0.0
17031080400,0.2640089135292087
17031063000,0.0
17031063300,0.0
17031070800,0.0
17031071000,0.0
17031070600,0.0
17031071100,0.0
17031060900,0.0
17031061400,0.0
17031061700,0.0
17031061900,0.0
17031720300,0.0
17031671800,0.4940080721502997
17031620300,0.0
17031600100,0.2324110477326023
17031540100,0.0
17031431000,0.0
17031390500,0.0
17031381300,0.0
17031360100,0.0
17031310100,0.26458247891481396
17031301100,0.18217155962906614
17031280800,0.0
17031271400,0.0008338427256474878
17031250600,0.0
17031231800,0.0
17031222100,0.0
17031191100,0.09902117271190927
17031120300,0.0
17031070400,0.0
17031711400,0.2738850496067696
17031560400,0.0
17031440800,0.0
17031410100,0.0
17031291800,0.12604576306113824
17031280500,0.5054624869805956
17031231000,0.0
17031090100,0.0
17031730100,0.0
17031730700,0.0005779066789844725
17031700500,0.0
17031690300,0.0
17031691000,0.0
17031680100,0.0
17031681000,0.0
17031670300,0.0
17031670900,0.0
17031671600,0.0
17031660500,0.0
17031640200,0.0
17031650100,0.0
17031630100,0.0
17031630600,0.0
17031610800,0.0
17031611200,0.0
17031601400,0.0
17031580600,0.0
17031590100,0.0
17031600200,0.0
17031570400,0.0
17031560200,0.0
17031561000,0.0
17031520100,0.0
17031530200,0.1260727751449166
17031510200,0.0
17031490500,0.15618660864715952
17031460300,0.0
17031480400,0.0
17031450200,0.0
17031431300,0.0
17031440200,0.0
17031430100,0.0
17031430700,0.0
17031411200,0.2486602116702184
17031420400,0.0
17031400200,0.0
17031380200,0.0
17031381600,0.0
17031340500,0.1609998817401129
17031350600,0.2502374117052886
17031351400,0.0
17031370100,0.0
17031340100,0.25465617520920064
17031311500,0.46416082691969524
17031301600,0.0
17031310400,0.0
17031311100,0.0
17031300100,0.0
17031300800,0.0
17031290500,0.08851620310800438
17031291100,0.4887218498547428
17031291700,0.3079820608928442
17031282700,0.0
