census_tract,Tree_Canopy
17031760800,54.20613513654062
17031760900,2.1982890178817485
17031770600,13.196646581466354
17031770800,29.622976283901
17031770900,23.08010756119609
17031808100,39.97863374638182
17031810501,16.876542440039238
17031821500,32.22720811273116
17031823304,27.686780686018047
17031590700,13.54395064113317
17031600300,19.84443843275777
17031561300,3.0296168187322126
17031320200,13.38926708135874
17031292300,22.101410932665324
17031290100,20.380754135977458
17031282300,28.296317524571766
17031280300,17.27546287920505
17031270600,19.39554583130534
17031260400,19.031051634518825
17031242400,27.16220227296147
17031240800,25.868277618983825
17031230600,14.532220421839437
17031221600,29.915174716270517
17031190300,18.646322507576365
17031190100,18.673845599451127
17031160100,28.88693581622589
17031381900,21.492370543063046
17031350800,27.50147300208867
17031370200,16.667388179346283
17031320300,13.42008695104907
17031300200,22.308144533888928
17031301500,22.159242838814603
17031291000,22.496726973809196
17031283100,32.986958142483104
17031280700,18.81429057988791
17031282000,15.894657007517699
17031271000,16.186452647826748
17031250700,22.11437762527508
17031242500,24.598355800012886
17031240100,14.162411880886339
17031222900,18.341589043687964
17031220700,20.70913000564387
17031222000,30.79813295440873
17031210900,19.399101990008074
17031191000,16.44890369806797
17031180100,22.237890789521135
17031170400,20.686492725916672
17031160300,27.318007804762807
17031150100,18.463667577797352
17031110100,31.964867593807764
17031081100,21.083683132442573
17031080100,31.375983953306807
17031061200,29.762018478213797
17031062400,29.129313819101046
17031051300,32.59518544979864
17031040500,24.817039876215865
17031031300,29.52279136917881
17031030100,18.71134594619675
17031020100,29.194482152172505
17031750400,26.695844038098542
17031811600,5.899766492692852
17031600400,19.11980767630639
17031420900,22.535139593591794
17031730500,25.184612097766035
17031691500,27.69545824507447
17031282400,28.338647936382564
17031282600,22.707839059634463
17031282900,21.92327090943628
17031612100,36.30235851147327
17031601500,15.832751969083407
17031500100,18.67024893779694
17031460100,12.599054643850751
17031411300,26.27763725196056
17031381700,10.776103466696643
17031320100,18.419143227296587
17031301200,20.995481688864608
17031281000,18.840922467656753
17031261000,23.52228310404277
17031250900,15.071323763363784
17031241900,13.86517584191578
17031222200,30.230646299301213
17031180300,21.238207011258858
17031140600,28.468890605523967
17031062200,28.954293923728464
17031491000,31.459894923363933
17031150300,26.252819416427005
17031251200,28.284046096509954
17031600600,16.433208458912837
17031460900,21.020060978439286
17031380800,19.833690950291327
17031284100,19.078439442132254
17031260200,20.087343747253122
17031221300,25.22190467346474
17031720100,48.606361869278174
17031310500,20.669501550311313
17031241400,32.79951049112296
17031070100,24.53143953963221
17031380600,11.822793238020063
17031140500,24.313528744920617
17031120400,36.28337025260307
17031282200,26.786382121439328
17031230200,22.51955954993161
17031081700,16.606850229227277
17031671200,27.270242973143333
17031340300,19.488446860923407
17031170900,22.37097210627039
17031711000,24.55067714178397
17031690500,20.89286139485922
17031681300,30.555314648971308
17031660400,21.137969609044276
17031620100,14.91868066973102
17031611300,21.842469729503385
17031580900,14.353431724800433
17031580400,19.61384943138399
17031520600,19.315689582277397
17031491300,30.76896309647928
17031450300,21.03177586705424
17031410700,34.37282476572386
17031400500,22.615940492520295
17031381100,21.265966133071874
17031351200,21.47418337171791
17031290300,27.07201478358547
17031081400,22.920586412347934
17031081600,15.579461098138692
17031081900,25.333384988738555
17031071600,45.14130690656163
