census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Grocery_Store,Tract_Area_SqMi,Population
17031420700,26.75927119806252,232.7044,10.1488,46.342,4.9693,15.9236,29.791,6.62,105.5942,24.8262,0.2512,3021
17031420800,19.751386355497296,236.0602,28.8241,40.7,3.7372,29.8285,20.35,8.14,64.7131,6.512,0.1341,2457
17031421200,23.97128381842855,106.7616,0.0,113.879,15.6989,15.8983,64.057,14.235,89.6797,9.9644,0.1258,1405
17031430101,24.09808752667808,51.0878,767.0294,22.0,14.3012,15.8353,7.333,2.444,52.0655,6.5999,0.1263,4091
17031430102,27.24648423568757,61.5335,545.0669,32.216,10.2142,11.655,12.887,3.222,39.9485,5.799,0.1716,3104
17031430200,33.2409451674701,83.1695,422.3947,35.391,9.0916,3.917,11.797,3.932,31.0657,2.9493,0.2553,5086
17031430300,25.75844709782752,107.1149,182.2631,43.002,9.3352,6.1614,31.274,7.819,56.6849,10.5551,0.1623,2558
17031430400,26.949776160845868,60.706,35.0153,39.591,10.8138,4.7393,23.095,6.598,70.2738,11.8773,0.211,3031
17031430500,22.44903469653311,53.1967,33.573,19.522,7.6921,15.1057,17.082,4.88,70.2782,4.6364,0.1324,4098
17031430600,23.67281547515224,175.4491,242.7129,41.916,10.0297,23.2739,29.94,5.988,135.9281,28.7425,0.1289,1670
17031430700,20.236783968424373,63.908,711.7129,55.172,15.2755,40.6504,13.793,4.598,69.4253,9.6552,0.0738,2175
17031430800,25.29934152042392,127.8195,81.4347,32.223,0.0164,23.678,26.853,5.371,70.8915,3.2223,0.1267,1862
17031430900,24.680822187695103,121.3133,110.1755,44.519,1.9267,15.3965,38.954,16.694,53.9789,4.4519,0.1299,1797
17031431200,28.125094797614185,28.9855,40.842,44.859,0.0,11.8577,20.704,6.901,76.6046,12.0773,0.253,2898
17031431301,28.641392072708094,47.6323,69.3968,16.713,6.6535,12.8205,19.499,2.786,38.1616,5.571,0.156,3590
17031431302,25.19004904745409,39.3013,54.2636,20.685,6.5132,11.8343,16.088,2.298,41.5996,4.5966,0.169,4351
17031431400,23.08365381746312,25.4616,408.72,29.78,8.0589,4.9938,10.423,1.489,32.4598,2.8291,0.4005,6716
17031440101,23.88305441370232,63.2942,80.4704,14.385,0.0,20.2977,11.988,7.193,51.0669,9.3503,0.1478,4171
17031440102,28.29672006772048,44.5912,149.905,24.773,0.0,8.2645,16.515,5.505,76.5208,15.4143,0.242,3633
17031440201,23.74531634214821,32.0538,1.1542,23.744,0.0,24.7158,9.893,5.936,89.0384,10.6846,0.2023,5054
17031440202,26.5450132519056,45.9574,50.0355,42.553,0.0,13.1277,19.858,5.674,85.9574,14.4681,0.3047,3525
17031440300,22.97968568069505,19.2431,12.2175,55.591,1.1587,5.9928,12.829,2.138,62.0056,8.3387,0.5006,4677
17031440600,23.79504380123404,0.0,94.3436,65.13,0.0,7.731,35.07,0.0,40.5812,3.006,0.2587,1996
17031440700,21.28702217198658,60.1202,283.1989,46.76,0.0,7.9114,46.76,0.0,40.0802,4.676,0.1264,1497
17031440800,24.678393514142165,55.5556,110.5087,55.556,4.4245,18.5014,30.864,0.0,41.9753,3.7037,0.1081,1620
17031440900,27.647268849352105,0.0,84.9534,36.556,1.8761,0.0,16.247,0.0,57.6767,8.9358,0.2856,2462
17031450300,21.03022762902845,7.0726,35.8368,101.476,4.0559,3.7958,33.825,6.15,103.936,15.9902,0.5269,3252
17031460100,12.417440087033672,88.3803,154.1341,70.423,6.3355,4.3286,35.211,7.042,64.4366,10.9155,1.1551,2840
17031460200,28.937083278012675,11.807,42.9497,41.068,7.2003,17.1969,46.201,5.133,43.6345,2.5667,0.2326,1948
17031460301,27.11791245891148,7.7,53.1904,26.783,1.9992,21.3333,36.826,3.348,42.1828,6.6957,0.1875,2987
17031460302,30.309667289359883,59.1103,51.9595,12.188,0.3178,8.0128,27.422,6.094,31.688,4.8751,0.2496,3282
17031460400,27.211646980493605,56.8748,11.8214,8.795,2.8825,0.0,26.385,5.863,41.9232,4.1044,0.252,3411
17031460500,27.52741695548632,19.8148,6.9923,51.852,4.2683,6.0815,20.37,5.556,61.1111,6.2963,0.4933,5400
17031460800,26.94250001677417,45.0673,133.5942,49.464,8.5516,22.7531,30.228,2.748,53.861,14.0148,0.2637,3639
17031461000,11.892703713457712,96.5753,129.5897,157.534,10.0934,20.4834,34.247,6.849,180.8219,15.0685,0.2441,1460
17031470100,25.27847113890553,53.0273,22.0012,79.145,0.9354,1.6319,31.658,3.957,60.9418,0.7915,0.6128,2527
17031480100,22.487053558985032,11.4943,72.063,74.963,2.682,0.0,54.973,9.995,122.4388,16.9915,0.2555,2001
17031480200,23.88653663019991,0.0,0.5204,54.397,0.0,0.0,45.331,9.066,112.4207,44.4243,0.1108,1103
17031480300,24.65322183471852,99.4065,4.5834,37.092,0.0,0.0,37.092,7.418,64.5401,7.4184,0.1612,1348
17031480400,22.19768434064418,23.7168,37.9302,54.867,0.4668,0.0,14.159,5.31,31.8584,0.885,0.6975,5650
17031480500,24.39277181246862,54.923,45.1717,73.677,4.9138,7.6104,30.141,6.698,38.848,2.3443,0.5256,2986
17031490200,22.899833475959447,0.0,103.3907,62.5,3.19,5.9559,19.737,0.0,50.9868,9.8684,0.3358,3040
17031490500,19.23946949179924,0.0,52.3338,150.376,4.1975,3.6623,40.1,5.013,40.6015,6.015,0.5461,1995
17031490600,15.250634614742436,0.0,168.1441,55.44,3.6261,15.0659,48.51,13.86,97.0201,12.474,0.2655,1443
17031490700,25.13036835262772,71.5361,72.3584,15.06,5.2513,8.107,18.825,11.295,26.3554,7.5301,0.2467,2656
17031490800,19.73824504414528,114.2204,104.7306,71.388,5.9397,4.7562,25.7,5.711,52.827,11.9931,0.4205,3502
17031490901,22.42198942184572,99.9118,123.0038,52.895,3.6951,6.0441,17.632,5.877,39.6709,2.6447,0.3309,3403
17031490902,25.22060365414201,105.4444,53.498,62.406,4.2363,4.3735,19.367,4.304,47.9879,4.3039,0.4573,4647
17031491000,31.496471592142512,89.3092,10.9737,21.014,1.8002,4.0355,21.014,5.253,40.1891,7.8802,0.4956,3807
17031491100,25.83279395780588,42.1672,43.5113,34.322,2.0372,1.9677,22.064,9.806,53.4445,6.3741,0.5082,4079
17031491200,26.728341912793248,79.2472,25.3805,64.388,3.2419,3.9888,29.718,9.906,68.846,10.8965,0.2507,2019
17031491300,30.77173162530124,94.9086,1.0965,39.545,0.0,4.008,39.545,14.829,43.4998,7.909,0.2495,2023
17031491400,22.48236396582147,58.6194,130.3082,107.983,2.3602,3.1182,23.139,7.713,178.5577,19.6683,0.3207,2593
17031500100,18.572150249168093,97.0381,52.617,62.059,3.7134,0.9814,25.388,2.821,60.6488,5.0776,1.019,3545
17031500200,24.279091432129896,124.4076,45.7897,130.332,6.1379,2.5429,47.393,11.848,110.1896,13.0332,0.7865,1688
17031500300,21.61233143004496,0.0,75.0161,18.904,5.5281,3.69,18.904,12.602,55.4505,8.1916,0.271,1587
17031510100,16.176303427601148,43.6397,6.4588,68.09,1.7027,4.3812,12.38,6.19,56.9483,9.5946,0.913,3231
17031510200,27.67588749310261,29.4319,68.1468,99.247,1.11,2.0371,10.267,6.845,42.4367,5.1335,0.4909,2922
17031510300,26.26885783854492,45.3608,149.6746,101.031,2.0,1.7431,10.309,4.124,70.1031,11.5464,1.1474,4850
17031520100,17.543119858729934,80.8023,204.3662,68.768,4.0516,5.1584,34.384,5.731,85.9599,15.4728,0.9693,1745
17031520200,15.593587331648957,42.2409,101.5945,23.966,3.2523,8.4353,8.987,2.996,45.5362,8.9874,0.4742,3338
17031520300,19.656855447926485,0.0,12.2353,24.67,4.8445,5.4069,5.286,0.0,38.9427,8.9868,0.3699,5675
17031520400,19.31639557466941,0.0,50.5065,36.991,7.1921,7.2359,7.398,0.0,57.9531,12.5771,0.2764,4055
17031520500,20.98118711144337,0.0,60.0343,29.412,10.0777,4.931,9.05,0.0,17.1946,0.6787,0.4056,4420
17031520600,19.3168741020376,0.0,54.5555,47.431,8.0368,2.3844,11.858,0.0,12.6482,0.3953,0.4194,2530
17031530100,22.67015533994272,46.4269,20.941,72.827,0.0,0.0,18.207,4.552,82.3851,18.2066,0.2505,2197
17031530200,33.71871409618157,78.0039,21.2149,48.45,3.098,3.9936,14.535,4.845,43.6047,10.1744,0.5008,4128
17031530300,23.025788676490173,55.4995,57.5673,47.931,4.7212,5.9359,20.182,5.045,44.3996,3.0272,0.5054,3964
17031530400,18.27147275271607,106.848,37.1208,67.994,3.8734,5.9265,29.14,4.857,42.2535,3.3997,0.5062,2059
17031530501,32.1448858556852,58.0416,55.2766,28.799,3.7948,3.9952,13.292,2.215,45.1927,5.7599,0.5006,4514
17031530502,31.60810337369825,47.7707,112.3232,0.0,4.8516,0.0,19.108,6.369,30.5732,0.0,0.3084,1570
17031530503,27.788673574128737,30.6247,64.7597,16.333,4.853,0.0,8.167,2.042,41.2413,3.4708,0.6431,4898
17031530600,25.51034727322829,135.1839,13.1373,64.888,0.0,0.0,14.42,0.0,29.1997,2.8839,0.3993,2774
17031540101,32.22720811273116,77.012,17.5145,27.752,0.2355,1.3534,11.563,2.313,17.5763,2.0814,1.4778,4324
17031540102,16.563365434903897,127.6378,14.3476,37.44,0.0649,0.9696,34.037,6.807,27.2294,2.7229,2.0626,2938
17031550100,21.08546962382115,16.5266,12.2975,58.413,3.1522,0.3123,7.124,1.425,50.1496,9.403,3.2025,7019
17031550200,16.12873558503701,39.0704,153.8884,23.577,2.1501,0.9584,10.104,6.736,27.6187,8.4203,2.0868,2969
17031560100,16.98310975608857,95.4638,12.001,47.393,0.0,3.4758,40.623,6.77,60.2573,3.3852,0.2877,1477
17031560200,24.20814133144634,82.4561,49.14,23.392,0.0,0.0,11.696,5.848,44.4444,7.0175,0.2551,1710
17031560300,18.55519001983454,43.3446,52.715,15.37,0.0,3.9604,9.222,3.074,35.0446,7.6852,0.2525,3253
17031560400,12.453652441639944,86.5031,137.171,36.81,0.0,7.6511,36.81,6.135,61.3497,8.589,0.1307,1630
17031560700,13.524736970521731,0.0,10.536,33.012,0.0,3.9108,2.751,2.751,52.2696,6.8776,0.2557,3635
17031560800,15.891779157628848,0.0,12.1133,40.479,0.0,5.887,7.04,1.76,53.1503,6.6878,0.5096,5682
17031560900,19.473875363965004,17.0188,19.7233,15.649,1.0707,3.9231,5.869,1.956,67.8795,7.8247,0.5098,5112
17031561000,17.19669898860427,16.3904,47.0578,32.027,0.2144,3.9002,7.536,3.768,50.6782,7.5358,0.5128,5308
17031561100,16.240212420469074,0.0,48.4169,30.46,0.0,3.9162,7.167,3.584,10.2132,0.1792,0.5107,5581
17031570100,12.443623888225735,82.0669,7.8978,98.784,0.0,3.406,68.389,15.198,106.383,21.2766,0.5872,1316
17031570200,11.370271015336977,26.7176,11.5715,66.794,0.0,2.9351,38.168,4.771,178.4351,16.2214,0.6814,2096
17031570300,15.128639054345776,21.0163,55.2625,20.389,0.0,5.2784,14.115,1.568,65.5583,13.1744,0.3789,6376
17031570400,15.600336710586005,61.0514,53.2615,84.794,0.0,11.3507,50.876,11.306,79.706,14.1323,0.1762,1769
17031570500,14.605362368732049,50.7768,91.2874,41.682,0.0,6.1614,15.157,3.789,48.5032,5.684,0.1623,2639
17031580100,21.445097771874007,0.0,90.3006,49.566,1.7632,3.3829,24.783,6.196,67.5341,7.1252,0.2956,3228
17031580200,20.61588195604186,0.0,3.8039,66.359,3.4734,0.0,17.311,2.885,50.779,6.0589,0.282,3466
17031580300,18.460047141177668,0.0,0.0,34.924,5.2662,0.0,7.761,3.88,36.8646,2.3283,0.1822,2577
17031580400,19.63691957487737,23.7571,0.0235,48.394,1.6475,3.9386,17.598,4.399,61.8126,7.0392,0.5078,4546
17031580501,18.15155141177455,0.0,38.6405,23.211,4.4153,5.277,19.342,1.934,51.8375,9.4778,0.1895,5170
17031580502,19.717662529860227,5.6127,38.3169,18.709,2.4251,10.4657,20.58,3.742,80.0748,12.348,0.1911,5345
17031580600,18.44631353716517,0.0,38.5185,20.352,0.0,10.5208,18.501,5.55,46.2535,4.2553,0.1901,5405
17031580700,21.55690530352155,20.459,173.7488,12.453,1.33,4.7059,17.79,5.337,37.7157,4.2697,0.2125,5621
17031580800,20.135216606848584,55.8795,250.0009,24.295,0.0,14.1243,29.155,9.718,66.5695,8.2604,0.0708,2058
17031590500,25.304515937959703,0.0,322.1774,102.481,3.5695,8.6919,37.756,5.394,78.2093,14.0237,0.2301,1854
17031590600,21.102797705610648,0.0,335.1829,8.628,5.5877,14.8699,14.38,2.876,21.5703,2.3008,0.1345,3477
17031590700,13.527624024603384,0.0,6.5191,42.947,1.4776,5.8685,16.518,9.911,83.9115,5.9465,0.3408,3027
17031600400,19.1165013824071,19.7812,291.0173,30.254,6.6159,15.8353,11.636,4.654,41.4242,5.1199,0.1263,4297
17031600600,16.434101068785985,86.3454,221.6968,23.427,4.013,12.7551,13.387,6.693,51.2048,5.6894,0.1568,2988
17031600700,14.238817568995538,21.2273,71.9004,34.736,2.9806,5.4259,11.579,11.579,69.0853,8.105,0.1843,2591
17031600900,19.742913694057044,38.0228,101.2143,21.727,1.7462,13.9373,10.864,5.432,41.5535,7.0614,0.1435,3682
17031610300,20.57802187337172,41.7745,97.1366,25.878,1.0996,4.353,31.423,5.545,575.2311,16.0813,0.9189,5410
17031610400,15.519140612189991,54.7068,141.2919,19.714,0.0,31.8471,44.357,4.929,156.2346,17.7427,0.0628,2029
17031610800,20.25614714811821,211.6402,141.0276,13.228,3.5596,7.6805,26.455,19.841,20.5026,5.9524,0.1302,1512
17031611200,27.595793416548887,41.4179,100.9366,29.851,0.0,15.8353,37.313,7.463,103.7313,16.791,0.1263,2680
17031611300,21.829844637026955,30.2617,71.8129,21.81,0.0,15.8479,29.989,5.453,86.9684,14.1767,0.1262,3668
17031611400,22.06192058277863,60.4763,70.2127,16.056,1.9785,15.8604,29.435,5.352,35.0549,4.5491,0.1261,3737
17031611500,17.784133551897764,63.0053,139.0623,39.03,1.2706,10.1885,30.666,5.576,50.7388,3.3454,0.1963,3587
17031611600,27.736448781291816,59.8647,125.0399,57.262,4.1057,0.0,57.262,15.617,34.3571,3.6439,0.1291,1921
17031611700,28.97255612824704,0.0,79.6319,41.284,4.1834,7.8927,45.872,9.174,41.2844,9.1743,0.1267,2180
17031611800,25.475382952150945,45.805,69.9354,22.676,0.0,7.8989,45.351,9.07,39.9093,6.3492,0.1266,2205
17031611900,32.82141109512848,106.3508,234.0204,80.645,1.4944,3.9635,55.444,10.081,74.5968,13.6089,0.2523,1984
17031612000,35.87317102792258,144.337,480.0434,62.155,2.9948,7.9428,34.53,6.906,31.768,6.9061,0.1259,1448
17031612100,36.32591243581447,178.9384,56.2517,77.055,7.957,7.9365,42.808,17.123,43.6644,11.9863,0.126,1168
17031612200,27.25584895128244,53.5669,62.1841,50.774,4.7064,5.7687,25.387,7.616,42.6504,5.839,0.3467,3939
17031620100,14.916598574436264,23.6479,79.1387,13.138,0.0,3.059,28.465,10.948,37.6615,7.4447,0.3269,4567
17031620200,17.067121811114863,32.636,34.822,46.025,0.0,4.4683,29.289,8.368,239.749,20.0837,0.2238,2390
17031620300,16.96763314582307,0.0,45.5321,24.961,0.0,2.6089,10.92,3.12,32.9173,5.6162,0.3833,6410
17031620400,15.588186176068437,11.7366,69.0955,23.871,0.0,3.9494,19.893,7.957,21.8818,2.785,0.2532,5027
17031630300,17.811836934324766,31.0121,50.085,20.427,0.0,5.2576,22.284,7.428,63.8812,8.3565,0.3804,5385
17031630400,18.34768438187579,0.0,0.0,23.598,0.0,7.8709,19.434,5.552,44.0033,7.6346,0.2541,7204
17031630500,20.42412830618224,18.3384,102.8148,23.92,0.0,7.8802,12.757,4.784,36.1984,5.2623,0.2538,6271
17031630600,23.45173524216758,44.6154,106.2028,55.385,0.4866,4.717,58.462,9.231,65.2308,10.1538,0.424,3250
17031630800,16.471310612881066,8.8842,0.3389,22.587,0.0,19.7472,18.07,3.012,42.1623,7.9807,0.2532,6641
17031630900,18.23725508846885,11.3374,68.6347,21.138,0.0,11.7693,13.451,7.686,33.8201,5.3805,0.2549,5204
17031640100,15.237895628213185,0.0,48.3433,45.732,0.0,0.0,15.244,7.622,45.7317,10.6707,0.1165,1312
17031640300,13.914376501309844,0.0,68.9277,31.297,0.0,1.9543,7.452,2.981,42.0268,4.1729,0.5117,6710
17031640400,12.071394901945922,25.6637,66.9728,44.248,0.0,1.9414,14.749,5.9,61.0619,3.5398,0.5151,3390
17031640500,12.815788378960402,0.0,56.6376,43.634,0.0,3.9032,7.7,2.567,26.9507,4.3634,0.2562,3896
17031640600,12.257523863210256,0.0,67.6009,51.686,0.0,3.9231,7.384,2.461,46.7635,4.6763,0.2549,4063
17031640700,17.21777348250849,26.9861,18.9797,60.643,0.0,0.0,6.064,3.032,31.5343,5.1546,0.2536,3298
17031640800,11.89384039353688,49.4719,145.7849,50.028,0.0,0.0,11.117,5.559,47.2485,15.5642,0.1262,1799
17031650100,19.83770805938728,33.788,0.0,23.085,1.0485,11.5252,18.888,4.197,52.0462,7.9748,0.2603,4765
17031650200,15.74765746010148,0.0,45.6087,20.687,0.0,5.2301,9.654,1.379,65.5082,9.5159,0.3824,7251
17031650301,16.55948760754992,15.2685,90.1189,15.44,0.0,5.2549,8.578,1.716,60.9024,11.1511,0.3806,5829
17031650302,19.5510090443967,22.5564,115.103,17.691,1.9691,7.8003,11.057,4.423,40.2477,6.8554,0.2564,4522
17031650400,15.622309139052224,0.0,179.1303,18.857,0.8081,4.6904,8.703,4.352,24.369,3.7714,0.4264,6894
17031650500,10.113227301008592,20.2227,33.5788,52.261,0.0,2.4031,11.361,4.544,188.8207,24.5399,1.2484,4401
17031660301,18.65255605395096,165.9459,1.3556,32.432,15.852,78.9889,21.622,10.811,129.7297,29.1892,0.0633,1850
17031660302,18.84671168892934,55.3253,0.4519,19.823,4.9182,36.8615,9.011,3.604,58.2087,5.947,0.1899,5549
17031660400,21.1370130121104,28.2853,0.345,22.839,3.0899,12.0627,10.541,5.271,50.5973,7.7301,0.2487,5692
17031660500,23.704296300173144,20.3471,428.289,21.943,4.9731,7.8709,9.974,3.99,38.8989,8.9767,0.2541,5013
17031660600,20.118568002833207,48.7196,3.4625,20.3,6.7464,23.6128,15.615,4.685,72.4547,14.6783,0.2541,6404
17031660700,24.14375676004253,101.1561,2.6929,38.536,6.2612,21.5169,52.987,4.817,60.6936,6.262,0.1859,2076
17031660800,22.563674324686865,51.0304,435.9704,13.085,4.1594,19.7707,14.72,3.271,33.6932,7.1966,0.2529,6114
17031660900,24.69269004078612,43.8596,414.6383,58.48,1.6439,2.6267,24.741,6.748,59.6041,9.4467,0.7614,4446
17031661000,20.36617652716298,16.1571,69.8923,20.848,0.0,0.0,13.899,1.737,58.3739,11.1188,0.4318,5756
17031661100,18.89713854425441,14.0208,315.7082,16.584,0.208,0.0,10.553,1.508,24.2726,2.7137,0.4996,6633
17031670100,34.18490397853831,181.616,321.9243,66.716,5.9504,7.9239,37.064,22.239,36.3232,3.7064,0.1262,1349
17031670200,31.77140306936213,0.0,275.519,45.283,5.9539,7.9302,45.283,15.094,52.8302,4.5283,0.1261,1325
17031670300,33.6628129591732,55.1671,34.1354,54.39,5.9277,0.0,54.39,15.54,67.5991,17.871,0.126,1287
17031670400,30.44275618268641,0.0,143.0611,44.164,6.1193,0.0,31.546,12.618,37.224,8.2019,0.1261,1585
17031670500,23.31459345698997,117.5958,105.5297,121.951,6.3116,12.5628,95.819,26.132,70.5575,13.9373,0.2388,1148
17031670600,32.08410337368488,100.8215,171.6584,52.278,11.273,7.9177,59.746,14.937,45.5564,6.7214,0.1263,1339
17031670700,31.431647211157376,107.8275,34.1354,47.923,9.3958,7.9365,55.911,15.974,125.3994,23.1629,0.126,1252
17031670800,23.47108300589274,48.0704,124.3882,27.082,9.8336,7.9302,33.852,13.541,83.954,12.8639,0.1261,1477
17031670900,25.61006307735365,308.0205,167.9037,76.792,9.7615,23.8095,34.13,25.597,53.7543,6.8259,0.126,1172
17031671100,28.11052263839281,160.9658,604.6079,60.362,18.5474,10.5708,50.302,10.06,49.2958,6.0362,0.0946,994
17031671200,27.26734004972453,228.5714,2.5544,61.224,9.548,10.582,61.224,10.204,70.4082,11.2245,0.0945,980
17031671300,29.61572989922808,109.375,16.9179,39.062,9.0057,5.339,34.18,4.883,36.1328,7.8125,0.1873,2048
17031671400,35.83707876080269,86.6496,20.9341,64.185,9.1118,15.674,44.929,6.418,37.8691,4.4929,0.1914,1558
17031671500,27.82592186888967,58.9102,1.9301,58.91,3.3866,3.4953,25.773,7.364,70.324,13.2548,0.2861,2716
17031671600,27.367296073168635,88.6918,316.9345,49.889,10.509,6.3613,27.716,11.086,57.6497,10.5322,0.1572,1804
17031671800,23.79023131933668,147.986,53.6913,26.27,5.0198,23.9808,43.783,8.757,37.6532,2.627,0.1251,1142
17031671900,18.521426324106983,79.3226,50.5168,71.301,5.044,24.0964,44.563,8.913,56.1497,5.3476,0.1245,1122
17031672000,25.31841118687676,53.5767,9.8793,58.875,3.9181,2.6008,14.719,5.888,43.5679,2.6494,0.3845,3397
17031680500,37.89769132374629,243.3053,258.3028,61.209,5.9502,7.9239,45.907,22.953,32.8998,8.4162,0.1262,1307
17031680600,28.51016968765549,382.8326,108.6373,68.67,8.2171,39.6511,34.335,25.751,81.5451,17.1674,0.1261,1165
17031680900,21.587107532354896,242.9331,24.0447,41.982,3.3542,17.6278,30.786,2.799,48.4187,13.9938,0.3971,3573
17031681000,25.75834212806655,234.3568,234.7395,42.752,9.8165,27.7778,34.979,7.773,76.953,11.2709,0.252,2573
17031681100,26.15623762768849,93.9784,136.0999,59.172,9.0124,15.8793,31.326,10.442,46.6411,9.7459,0.2519,2873
17031681200,30.673004197473496,156.8211,72.2997,72.248,6.4035,13.0208,46.749,8.5,65.8734,19.9745,0.3072,2353
17031681300,30.699630921458525,10.9991,129.3149,68.744,5.8307,14.5826,41.247,4.583,35.2887,2.2915,0.2743,2182
17031681400,24.69294661954837,70.3314,46.2543,60.631,3.9984,32.0641,32.336,4.042,52.1423,12.5303,0.2495,2474
17031690300,18.49310234819364,101.2163,49.6902,91.225,8.0206,5.0531,34.752,4.344,41.7029,11.2945,0.1979,2302
17031690400,27.3053163610752,69.2834,16.6328,71.365,7.6449,7.9554,20.815,8.921,65.7151,10.4074,0.2514,3363
17031690500,20.876286403866388,0.0,29.5228,171.371,14.093,16.0256,90.726,20.161,130.0403,27.2177,0.1248,992
17031690900,27.1259424373974,0.0,16.3972,32.941,5.386,11.8577,16.471,7.059,75.2941,11.0588,0.253,4250
17031691000,27.665847656719457,8.9955,24.2919,67.466,3.5508,3.9904,22.489,7.496,108.3208,29.6102,0.2506,2668
17031691100,22.483901839046265,31.2081,122.673,70.47,5.4808,15.2555,20.134,6.711,52.349,9.0604,0.2622,2980
17031691200,19.443208321815305,25.9113,64.3618,105.402,5.5427,10.1755,35.134,8.783,100.5709,11.8577,0.3931,2277
17031691300,25.300128974252907,0.0,0.9745,71.609,1.9963,8.0064,21.061,8.425,96.8829,16.0067,0.2498,2374
17031691400,26.352787642991515,21.1082,37.0241,49.839,0.9852,15.7791,14.658,5.863,124.0106,17.8833,0.2535,3411
17031691500,27.702988987055345,96.3455,80.5245,60.908,6.1093,7.4683,33.223,16.611,106.866,15.5039,0.2678,1806
17031700100,15.347642686753137,53.5177,5.6685,84.185,0.212,0.0,33.073,6.013,113.3494,15.6344,0.8942,3326
17031700200,13.941240027520829,0.0,47.7142,32.042,0.1675,4.8348,9.155,3.052,32.4992,3.3567,0.6205,6554
17031700301,15.62280749214507,0.0,80.8929,15.62,0.0,6.0108,6.942,1.736,37.1399,4.8594,0.4991,5762
17031700302,14.286113194662615,0.0,26.125,21.194,0.0,0.0,7.065,3.532,22.2536,4.0622,0.5103,5662
17031700401,21.02671223697704,14.5998,31.6403,34.352,0.0,6.9893,17.176,3.435,65.0979,8.9316,0.5723,5822
17031700402,21.429561322752303,0.0,16.5764,36.747,0.0,2.2558,14.699,4.9,66.634,13.7188,0.4433,4082
17031700501,20.280716203792235,12.2975,54.2762,20.255,2.6807,1.5511,14.468,1.447,60.6192,8.9699,0.6447,6912
17031700502,24.855286353283148,24.1773,31.8023,47.011,4.8446,1.5002,20.148,6.716,17.7972,0.6716,0.6666,2978
17031710100,25.636198402032623,141.8719,97.5414,49.261,10.5277,60.0962,68.966,9.852,86.6995,14.7783,0.0832,1015
17031710200,24.27305336318088,59.9784,41.4037,28.047,4.3984,31.4027,15.102,2.157,26.9687,5.8252,0.2866,4635
17031710300,19.67722390527957,153.7921,63.8119,28.09,2.9928,55.3797,35.112,7.022,40.0281,6.3202,0.1264,1424
17031710400,23.26057687147585,14.7493,33.3599,27.655,3.4507,7.764,12.906,1.844,48.4882,7.1903,0.3864,5424
17031710500,18.6363128275673,33.2012,106.0005,44.599,7.1418,3.4483,14.866,4.955,65.9068,14.8662,0.29,4036
17031710600,20.62119617006553,128.3705,144.9542,23.447,0.0,63.4249,46.893,11.723,76.2016,16.4127,0.0946,1706
17031710700,18.18060310075313,85.0877,173.4708,35.088,0.0,36.9979,26.316,5.848,66.6667,12.2807,0.1892,3420
17031710800,19.7190984575636,69.5254,37.5108,37.469,3.5796,22.2152,20.816,4.163,42.6728,5.8285,0.3151,4804
17031710900,21.157307265566303,102.9866,64.3692,66.941,7.6424,12.9366,56.643,10.299,62.3069,7.2091,0.3865,1942
17031711000,24.554225046018725,76.1936,17.9935,42.511,5.7469,11.8718,32.701,6.54,45.7816,7.1942,0.2527,3058
17031711100,19.869563009603688,76.0304,103.4233,40.016,0.0,11.8812,44.018,8.003,65.6263,8.4034,0.2525,2499
17031711200,19.99473992813245,40.5377,121.4445,36.271,8.386,2.3574,12.801,6.401,40.751,6.4007,0.4242,4687
17031711300,22.632388071972763,93.0233,38.0406,41.04,9.2936,7.4019,13.68,13.68,81.3953,22.5718,0.1351,1462
17031711400,21.62470667696596,80.2005,3.3771,62.657,4.5989,3.4965,33.417,12.531,107.7694,17.1261,0.286,2394
17031711500,25.7855269966916,23.6088,41.2892,37.943,4.7323,4.0032,25.295,8.432,18.9713,1.2648,0.2498,2372
17031720100,48.79404498743454,21.5311,15.6814,56.818,3.4421,2.6344,14.952,5.981,107.3565,12.5598,0.7592,3344
17031720200,42.81718675069259,0.0,31.0527,33.89,3.8872,3.095,19.366,7.262,79.8838,9.4408,0.6462,4131
17031720300,35.03827467478871,0.0,57.1905,24.746,0.0,2.0496,8.249,2.75,79.4611,10.7231,0.4879,3637
17031720400,28.639934258795773,0.0,53.0657,20.398,0.0,0.0,5.099,5.099,80.5711,7.1392,0.2555,1961
17031720500,32.16059168332822,0.0,59.1141,47.939,0.0,2.482,14.382,9.588,84.372,6.7114,0.4029,2086
17031720600,39.42079493570714,0.0,96.7177,23.655,0.0,4.4524,11.827,5.914,60.9107,4.7309,0.2246,1691
17031720700,46.40715162865565,0.0,27.8984,39.05,3.968,2.4661,13.017,3.254,64.4322,2.6033,0.4055,3073
17031730100,22.63490745082465,0.0,69.2576,28.432,0.9126,7.8895,24.37,8.123,40.6174,6.905,0.2535,2462
17031730201,22.389774972818845,24.1692,45.6006,17.771,4.2165,5.207,14.217,5.331,50.4709,6.22,0.3841,5627
17031730202,18.42694468750134,22.1224,59.742,31.11,3.8406,8.8183,38.023,10.37,35.9488,3.4566,0.3402,2893
17031730300,17.61180234578082,130.0191,61.9152,47.801,10.5558,17.4368,47.801,19.12,118.5468,21.9885,0.1147,1046
17031730400,25.0964379786663,24.2174,25.1714,91.553,4.2277,6.0484,23.627,8.86,49.6161,7.974,0.496,3386
