census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Grocery_Store,Tract_Area_SqMi,Population
17031190100,18.671223896722548,114.8387,48.5076,38.71,0.0,16.3399,21.505,4.301,127.7419,23.2258,0.1224,2325
17031190200,21.07142176384433,64.7558,13.2331,24.77,0.0,11.7693,8.846,1.769,52.9016,5.3079,0.2549,5652
17031190300,18.64283484839178,29.8013,12.7768,19.17,0.0,11.7647,10.457,1.743,98.4664,16.0335,0.255,5738
17031190401,16.722108324072686,1.1561,0.0,41.618,0.0,3.951,16.185,4.624,63.815,8.3237,0.2531,4325
17031190402,18.11904686322185,19.0782,0.0,30.223,0.0,7.9208,15.111,3.778,83.3019,13.7892,0.2525,5294
17031190601,24.808470369269465,22.5924,213.5651,43.359,1.7067,3.7272,15.974,4.564,34.2309,5.0205,0.2683,4382
17031190602,20.36725325361364,34.7713,65.2551,26.032,0.6059,8.4034,22.313,5.578,44.6263,10.2269,0.238,5378
17031190701,21.01970914143548,33.9838,30.941,20.188,0.0,9.4967,23.553,3.365,64.603,9.0848,0.1053,2972
17031190702,23.13735499403116,20.3958,61.5885,10.097,0.0,13.3333,16.155,2.019,50.6866,11.3086,0.15,4952
17031190800,19.04747113982358,39.5257,39.7335,17.567,0.0,11.7509,13.175,1.464,75.0988,7.7587,0.2553,6831
17031190900,20.92182398248468,137.5195,114.9768,31.136,0.0,8.2305,20.758,5.189,72.6518,14.5304,0.1215,1927
17031191000,16.44994264265187,67.7126,27.5913,45.417,0.0,11.919,12.386,4.129,85.0537,7.4319,0.1678,2422
17031191100,21.77856879606662,13.5404,22.0498,30.532,1.6379,6.2972,7.965,2.655,76.7291,8.8942,0.3176,7533
17031191200,13.967066028771727,30.1837,25.0085,55.118,3.8269,7.3287,23.622,2.625,46.4567,5.7743,0.2729,3810
17031191301,18.60631751922775,18.0284,283.3612,40.276,2.6347,0.0,11.507,5.754,60.9896,9.0142,0.2609,5214
17031191302,17.810110873928142,17.4089,70.09,34.413,3.7143,8.2034,18.219,2.024,84.6154,8.7045,0.2438,4940
17031200100,20.753100512994106,67.7513,58.4594,14.57,0.0,4.4326,16.999,2.428,48.5673,4.3711,0.2256,4118
17031200200,20.15418527460109,32.7392,55.0459,25.184,0.7988,3.1606,13.561,1.937,70.1279,7.5552,0.3164,5162
17031200300,18.952043339249403,42.1836,47.7794,49.628,1.1115,20.6398,19.851,4.963,115.1365,11.9107,0.0969,2015
17031200401,21.033957621305422,29.3882,29.6974,8.015,0.0,12.8287,13.358,2.672,25.6479,1.8702,0.1559,3743
17031200402,21.05271615573509,49.8569,35.1809,21.469,0.0,13.4771,19.084,2.385,60.5916,8.3492,0.1484,4192
17031210100,19.1332644740868,1.2297,93.3591,39.351,14.6589,3.0166,19.675,2.459,111.6576,13.0349,0.3315,4066
17031210400,17.066258076072437,53.5714,78.3536,30.907,2.8885,6.1538,34.341,0.0,61.4698,5.8379,0.1625,2912
17031210501,21.48384237007477,19.9719,16.9769,39.381,7.8924,8.3963,22.504,0.0,81.294,11.5331,0.1191,3555
17031210502,22.208510226766588,41.7175,66.8773,17.077,2.926,7.391,17.077,2.44,77.3359,8.0507,0.1353,4099
17031210601,23.80561091623768,59.6246,11.7943,29.444,17.7768,19.1205,29.444,3.681,57.0482,7.3611,0.1046,2717
17031210602,20.510040669089708,66.297,9.6457,36.162,13.295,13.5227,16.876,2.411,94.9855,11.5718,0.1479,4148
17031210700,22.036717274972503,63.4758,31.4143,15.357,18.9728,10.3413,12.798,2.56,60.1485,11.2618,0.1934,3907
17031210800,18.66596908108035,226.1663,117.6388,50.71,34.017,16.2602,60.852,10.142,109.5335,8.1136,0.0615,986
17031210900,19.399968472137683,67.8233,65.01,31.546,17.3116,4.5683,18.927,6.309,129.653,14.8265,0.2189,3170
17031220300,27.874299205594777,120.5256,33.5903,31.717,12.4264,15.8856,22.655,4.531,59.3566,4.531,0.1259,2207
17031220400,29.30519534304591,146.5684,23.6625,38.775,13.4346,15.7233,23.265,3.877,98.4878,15.1221,0.1272,2579
17031220500,27.79529729017308,161.0324,28.8564,29.08,15.566,14.9031,14.54,7.27,226.8266,21.8103,0.1342,2751
17031220601,27.190701670181816,277.6758,28.2699,42.813,8.6423,13.7363,24.465,12.232,91.1315,18.9602,0.0728,1635
17031220602,25.984475125042767,79.147,8.166,36.908,8.6531,5.7241,8.202,2.05,80.9924,10.4572,0.1747,4877
17031220701,22.25231298149104,28.7671,66.3371,10.274,2.1442,0.0,13.699,3.425,58.5616,6.1644,0.1006,2920
17031220702,19.69063880605233,47.3583,57.351,41.062,1.1273,4.4603,24.637,2.737,65.9732,5.7487,0.2242,3653
17031220901,20.803778141261866,149.156,59.5568,10.334,1.1988,8.8339,24.113,10.334,39.9587,3.1002,0.1132,2903
17031220902,22.06903755945715,43.2579,40.9158,20.277,0.0,7.837,23.657,10.139,76.0392,13.1801,0.1276,2959
17031221000,23.83598082152488,222.8618,20.9984,12.336,1.3325,11.7786,28.783,8.224,55.9211,11.5132,0.0849,2432
17031221100,28.33319960465761,166.4414,56.8915,29.279,5.6879,17.6471,15.766,4.505,65.0901,5.8559,0.17,4440
17031221200,32.055390375754165,231.2119,74.1298,16.926,12.4133,31.3725,20.311,6.77,44.6852,5.7549,0.1275,2954
17031221300,25.22564972301845,199.5428,78.7705,29.393,9.4553,31.3725,19.595,9.798,119.8563,22.5343,0.1275,3062
17031221400,21.81906131769072,147.4151,20.7648,41.359,10.3262,43.7318,20.679,8.863,99.5569,20.9749,0.1372,3385
17031221500,27.0034992316412,101.0657,68.5198,30.938,10.6943,8.4962,17.188,10.313,98.3156,15.813,0.1177,2909
17031221600,29.98195192714596,83.2542,52.5575,12.662,10.3028,15.7978,15.828,6.331,104.4634,10.1298,0.1266,3159
17031222200,30.234951266164284,134.5083,94.3913,51.02,31.3803,33.6323,27.829,13.915,125.2319,17.6252,0.0892,2156
17031222500,24.997036662731503,407.7739,72.9125,35.336,15.8269,96.6184,35.336,21.201,57.2438,12.0141,0.0621,1415
17031222600,30.910992916502884,347.7173,136.2339,12.508,27.9603,64.5161,31.27,12.508,63.7899,7.5047,0.062,1599
17031222700,26.53088477006968,339.097,104.7152,33.622,25.2139,34.6021,33.622,9.606,73.0067,16.3305,0.0867,2082
17031222800,25.800579087801506,678.125,166.9404,10.417,23.6978,69.6056,52.083,31.25,67.7083,8.3333,0.0431,960
17031222900,18.330927325793617,658.4022,142.3632,27.548,6.6312,23.6128,64.279,27.548,103.7649,8.2645,0.0847,1089
17031230100,26.3034426134728,456.117,1131.5417,13.298,35.6157,108.1917,39.894,13.298,34.5745,1.3298,0.0647,1504
17031230200,22.51395531167661,368.5932,438.026,43.621,28.0458,36.4078,38.168,10.905,94.3293,14.7219,0.0824,1834
17031230300,25.85650588597976,696.6527,186.8215,10.46,29.81,48.5437,73.222,31.381,61.7155,3.1381,0.0412,956
17031230400,18.39912070937496,309.1723,61.3318,26.846,6.21,22.8833,58.166,8.949,77.4049,16.5548,0.1311,2235
17031230500,14.891011846252116,71.0734,38.4361,40.948,0.0,9.7656,20.474,2.925,93.5946,14.0392,0.2048,3419
17031230600,14.525698271524597,35.6462,22.8036,30.805,0.0,5.1295,14.669,2.934,76.72,9.535,0.3899,6817
17031230700,21.8105414495715,115.7929,27.9189,35.381,1.2094,19.992,17.691,4.825,66.5809,10.7752,0.2501,6218
17031230800,16.57036433993935,501.6207,32.682,24.311,4.7254,50.8259,48.622,24.311,69.6921,1.6207,0.0787,1234
17031230900,22.580350046072912,128.073,628.1333,21.808,8.4383,17.2117,11.895,3.965,48.9691,9.318,0.1743,5044
17031231100,20.122467810174115,533.7727,10.3764,41.186,7.1155,86.7052,57.661,16.474,54.3657,11.5321,0.0692,1214
17031231200,28.33307323992802,96.9413,28.6346,20.057,0.9852,15.7791,20.057,5.014,69.3632,16.5469,0.2535,5983
17031231500,29.19479522129418,272.8559,122.3922,24.757,4.93,12.9601,24.757,3.537,51.8126,12.0248,0.3858,5655
17031240200,32.45067187637332,89.3316,143.2315,25.707,22.3169,46.8019,32.134,12.853,92.545,10.9254,0.0641,1556
17031240300,32.142932624814605,87.3715,216.9685,14.684,26.1062,46.6563,51.395,7.342,210.7195,35.9765,0.0643,1362
17031240500,30.53031387237747,126.4368,144.1069,38.314,31.9553,55.0661,34.483,7.663,98.8506,9.9617,0.0908,2610
17031240600,24.721067344176483,195.4332,87.6735,20.148,35.1492,93.8967,47.011,20.148,75.2183,6.7159,0.0639,1489
17031240700,25.40382534234999,194.1294,529.1349,26.684,30.7802,109.0343,33.356,20.013,51.3676,4.0027,0.0642,1499
17031240800,25.87208613777394,293.4203,1095.4666,17.783,30.9555,109.375,29.638,17.783,57.4985,8.2988,0.064,1687
17031240900,25.16118698262314,941.1765,512.0177,187.166,9.9687,28.4827,115.865,26.738,113.1907,7.1301,0.3862,1122
17031241000,25.05069876838602,171.3923,954.2513,12.696,27.8784,87.5,42.319,12.696,36.8176,3.8087,0.08,2363
17031241100,30.16431138060672,88.1365,18.8307,27.98,14.9853,54.7731,33.576,8.394,103.8053,17.3475,0.1278,3574
17031241200,25.91770574672061,229.8716,23.3036,35.006,17.456,55.2486,70.012,17.503,100.9335,14.5858,0.1267,1714
17031241300,40.86378011874591,110.3896,86.172,5.411,23.5829,31.5956,48.701,10.823,53.0303,7.5758,0.0633,1848
17031241400,32.804699533308295,36.2223,36.412,30.343,8.5838,14.9626,24.654,3.793,232.3156,31.1018,0.2005,5273
17031241500,21.59907690309243,51.1171,109.3336,27.082,12.0173,25.7954,30.467,6.77,286.7299,35.545,0.1163,2954
17031241600,21.272530377158542,42.7278,64.9987,19.808,13.3842,18.018,16.978,5.659,75.5518,7.6401,0.111,3534
17031242000,21.41127940251233,28.9855,103.0636,21.313,16.484,47.5813,21.313,6.394,107.2038,23.6573,0.1261,4692
17031242100,28.36457211477311,39.7384,19.3627,12.575,11.5051,39.4945,30.181,5.03,95.8249,14.839,0.1266,3976
17031242200,32.157740618603164,39.1965,17.8863,14.699,11.4169,15.8353,29.397,4.9,88.1921,11.7589,0.1263,4082
17031242300,32.31095633131578,61.6592,19.7869,25.224,11.8613,15.7729,33.632,5.605,117.713,14.2937,0.1268,3568
17031242400,27.16048314461126,95.796,26.2736,27.567,11.872,7.8927,48.243,6.892,101.654,15.8511,0.1267,2902
17031242500,24.605397280551674,56.042,75.7323,20.432,14.6068,16.1943,32.107,11.675,67.7175,7.8809,0.1235,3426
17031242600,27.867039361345324,68.6673,378.5964,22.948,15.6156,33.389,22.948,5.296,69.7264,11.2974,0.1797,5665
17031242700,25.10028137927153,271.4138,496.9484,20.64,20.8291,59.6125,46.44,10.32,65.5315,6.192,0.0671,1938
17031242800,19.025521023264165,355.01,61.6835,112.807,6.7683,23.5571,59.721,19.907,132.0504,10.6171,0.1698,1507
17031242900,23.679330680052,80.5301,85.7778,40.775,6.2608,23.9617,45.872,10.194,165.6473,9.1743,0.1252,1962
17031243000,23.313634235504843,149.5076,17.7576,49.239,4.0127,39.9042,22.381,8.953,120.4118,9.8478,0.1253,2234
17031243100,23.45954145331198,191.6407,17.839,44.464,2.0,47.9616,44.464,13.339,184.9711,13.3393,0.1251,2249
17031243200,23.230399671816137,226.9348,20.9756,43.725,2.4389,55.8659,48.098,13.118,155.2252,21.8627,0.1253,2287
17031243300,21.426698241588767,302.3447,77.7122,28.795,10.9785,47.2069,37.022,12.341,136.9807,14.8087,0.1271,2431
17031243400,21.28413707062379,145.4861,75.7956,17.361,18.0119,47.5436,20.833,6.944,106.25,20.4861,0.1262,2880
17031243500,19.49635301724925,123.6831,41.3491,44.248,13.3795,11.8483,10.535,6.321,175.3055,16.6456,0.2532,4746
17031250200,18.79973685471963,6.1173,1.8948,32.386,2.4629,5.184,21.591,7.197,66.5707,6.1173,0.1929,2779
17031250300,23.6525950002267,3.585,9.6441,18.979,3.9916,8.3822,16.871,2.109,44.496,4.8503,0.2386,4742
17031250400,19.677112229153124,16.2377,37.5233,46.64,1.3054,3.9643,13.819,3.455,97.4262,8.9826,0.5045,5789
17031250500,24.4557916066463,23.7867,20.8433,32.809,0.0,0.0,5.468,2.734,57.6897,10.1162,0.796,7315
17031250600,18.525362879201072,0.0,10.3195,35.689,0.0,7.984,7.138,4.759,73.281,14.5134,0.2505,4203
17031250700,22.108570227317607,0.0,78.1112,30.344,0.0,7.8339,10.115,5.057,61.0249,11.1261,0.2553,5932
17031250800,20.19625790029854,0.0,85.9591,57.566,0.0,4.5086,16.447,12.336,91.6941,10.6908,0.2218,2432
17031251000,15.399080722619937,0.0,23.0916,111.628,0.0,11.0558,55.814,27.907,177.6744,20.4651,0.1809,1075
17031251100,25.085689830245283,26.41,98.7019,24.62,0.0,15.6495,20.143,8.953,43.6437,11.4145,0.1917,4468
17031251200,28.284674169812963,30.179,46.6977,40.921,0.0,15.6433,28.133,7.673,52.9412,10.9974,0.2557,3910
17031251300,26.00072406593421,23.1463,2.2464,35.308,0.0,7.9271,9.808,5.885,51.0004,9.0231,0.2523,5098
17031251400,27.557962051602622,89.8144,59.1337,27.597,2.236,3.7636,17.561,5.018,48.9212,7.2755,0.2657,3986
17031251500,29.101266313247915,82.4505,48.3905,25.334,3.1958,18.9107,29.94,4.606,58.959,11.0548,0.2644,4342
17031251600,29.244120861805573,33.5037,11.7052,19.875,4.6237,21.5517,25.554,5.679,27.8251,5.1107,0.1856,3522
17031251700,21.423417364101795,0.0,5.8999,74.239,4.5393,26.8384,44.543,22.272,166.2955,35.6347,0.1863,1347
17031251800,21.688024008441324,70.3784,14.0972,31.366,9.2179,23.3706,19.604,5.881,86.8457,9.802,0.3851,5101
17031251900,25.256625157698327,100.7982,90.8278,27.845,7.8072,20.4918,16.707,3.713,38.7971,9.4672,0.244,5387
17031252000,27.327918068177944,67.6585,158.9636,26.567,5.3085,4.1442,8.856,1.771,40.9139,4.605,0.2413,5646
17031252101,26.05898447788451,309.5872,428.2584,133.156,2.3671,0.0,39.947,6.658,116.5113,22.6365,0.3284,1502
17031252102,21.40196904385407,52.3679,280.5722,46.872,4.8846,15.444,14.547,1.616,53.6609,9.6978,0.259,6187
17031252201,21.7702534627102,103.7415,26.5256,47.619,8.9421,46.8855,17.007,3.401,34.3537,3.4014,0.1493,2940
17031252202,21.927127687650643,58.7497,24.1502,56.45,7.7107,32.4939,14.635,2.091,52.2685,14.8442,0.2462,4783
17031260100,15.69772299844169,547.0548,832.1392,40.623,21.1971,15.9109,54.164,13.541,129.3162,23.0196,0.1257,1477
17031260200,20.091841963420944,594.8767,21.0601,56.926,17.8541,15.7729,56.926,9.488,212.5237,39.8482,0.1268,1054
17031260300,21.624697971510223,449.6073,21.0949,13.089,17.7852,39.2773,39.267,13.089,71.9895,10.4712,0.1273,1528
17031260400,19.025461313880307,85.8369,9.0302,14.306,17.8647,39.4945,42.918,14.306,85.8369,4.2918,0.1266,1398
17031260500,19.75991666322788,65.4664,16.7693,54.555,11.2948,38.4025,38.189,5.456,57.2831,9.2744,0.1302,1833
17031260600,22.25418636175051,365.6575,8.4078,37.843,12.7148,33.1126,37.843,4.73,31.6935,4.7304,0.1208,2114
17031260700,23.70625241956476,459.4914,20.7873,82.791,12.7912,15.7356,53.223,5.914,124.1869,26.6115,0.1271,1691
17031260800,20.31734400654294,435.491,698.3882,48.437,17.6698,15.8103,39.63,8.807,105.24,20.2554,0.1265,2271
17031260900,25.32120208933734,340.8324,214.0751,22.497,15.2919,11.3507,50.619,11.249,41.0574,11.811,0.0881,1778
17031261000,23.533729016633,234.1634,9.7472,30.581,1.5741,10.2302,34.95,8.737,42.8135,5.2425,0.1955,2289
17031270500,25.14636526330695,977.7641,704.25,74.12,22.9625,18.4077,80.296,18.53,24.7066,3.706,0.2173,1619
17031271200,20.18344825078108,920.6485,36.7338,93.857,21.6828,23.5849,102.389,17.065,80.2048,25.5973,0.1272,1172
17031271300,15.59071141021068,944.3396,271.8295,198.113,18.9471,23.6967,141.509,28.302,27.3585,0.0,0.1266,1060
17031271400,17.76234130464345,989.5765,1008.3414,65.147,21.1338,15.7853,71.661,19.544,59.9349,14.3322,0.1267,1535
17031271500,22.708556598953844,439.9126,310.3938,29.133,23.0923,15.8983,72.833,14.567,24.035,1.4567,0.0629,1373
17031271800,26.35850006838504,807.377,262.8521,40.984,9.1896,12.5628,112.705,10.246,63.5246,14.3443,0.0796,976
17031280100,15.260665196553653,40.4258,20.9543,30.993,22.1698,12.685,0.0,2.695,232.5832,40.1563,0.2365,7421
17031280400,15.288986692667454,672.6239,83.7272,40.617,10.9808,51.6529,97.482,24.37,262.3883,8.9358,0.1936,1231
17031280800,13.588865254558472,765.4424,113.108,66.778,23.5709,21.7628,83.472,8.347,51.7529,3.3389,0.0919,1198
17031280900,15.562645239122189,582.1727,182.4652,64.995,33.5377,112.8668,74.28,9.285,72.4234,18.5701,0.0443,1077
17031281900,14.884673824986312,32.57,22.3241,28.445,30.5614,29.5334,1.422,4.267,200.3982,25.7431,0.1693,7031
17031282700,16.65725805337508,428.0688,54.2834,43.002,5.7309,17.6991,46.912,3.909,61.3761,11.337,0.1695,2558
17031282800,26.049555432178213,338.4333,57.1049,36.72,0.0,31.4465,61.2,6.12,111.3831,20.8078,0.0636,1634
17031283100,33.021701737335626,243.6511,143.3516,18.403,10.7268,11.9474,33.125,14.722,141.3324,28.3401,0.0837,2717
17031283200,33.696889280424344,374.8503,224.1554,47.904,11.7103,21.9298,59.88,17.964,95.8084,19.7605,0.0912,1670
17031283800,24.14564779636424,232.426,58.4439,14.957,8.754,41.2655,32.905,5.983,41.2803,0.5983,0.1454,3343
17031290900,21.42154357831235,88.0503,28.2486,37.736,0.444,0.0,30.189,5.031,57.6101,9.0566,0.3846,3975
17031291200,19.05167653092483,263.3421,79.9299,52.493,16.5016,15.7356,56.868,8.749,21.8723,5.2493,0.1271,2286
17031291600,33.9104794377036,257.4371,774.2168,34.325,5.8044,23.5018,102.975,22.883,50.3432,2.2883,0.0851,874
17031292200,24.26548205284868,100.2719,17.8201,40.789,6.1536,19.6721,37.39,10.197,28.552,4.4188,0.1525,2942
17031292400,21.459166207209133,181.2837,17.1538,48.996,0.4731,23.5294,53.895,14.699,58.3048,14.6987,0.1275,2041
17031292500,16.495361710835837,96.6231,25.87,41.903,0.0,7.8864,22.184,4.93,40.6704,3.4508,0.3804,4057
17031300500,20.908011108701665,62.288,12.4218,18.501,2.3904,38.2044,24.669,6.167,84.798,8.634,0.1047,3243
17031300600,23.883001216983693,62.0965,16.2118,30.741,0.0,23.678,30.741,9.222,59.0224,7.0704,0.1267,3253
17031300700,24.743672100282183,34.8062,17.8966,18.758,0.0,23.5294,18.758,6.253,62.1092,6.2526,0.1275,4798
17031300800,20.68066981187545,9.913,20.9834,21.76,4.4109,7.9491,31.431,7.253,90.9091,11.3636,0.1258,4136
17031300900,18.23030903883521,9.0051,30.4852,13.178,14.7822,15.8353,28.553,4.393,77.092,10.9818,0.1263,4553
17031301100,25.84699096639913,0.861,65.958,25.829,29.8169,35.7143,64.572,4.305,56.3926,7.3181,0.084,2323
17031301200,20.9956198403754,0.4894,5.2957,19.574,13.9639,31.881,31.808,2.447,90.0416,10.7658,0.1882,4087
17031301600,24.319919919777643,7.8078,5.4848,6.006,5.4742,15.7109,14.014,4.004,57.0571,7.4074,0.1273,4995
17031301701,20.66912623030443,9.1143,1.6612,21.033,1.9583,23.4742,21.033,4.674,91.1428,10.7502,0.1278,4279
17031301702,24.57743020825157,7.0371,1.6612,24.266,3.0761,23.4742,16.986,4.853,24.5086,6.0665,0.1278,4121
17031301801,17.415157821997656,0.0,86.9898,17.735,1.5642,11.257,17.735,2.534,68.6597,6.5873,0.2665,3947
17031301802,24.079076376729425,48.282,0.0,29.621,3.736,29.7619,23.697,2.962,129.1469,19.5498,0.1344,3376
17031301803,24.38462530584992,0.0,175.342,13.707,3.7057,22.1402,19.581,1.958,32.1128,6.6575,0.1355,5107
17031310200,18.79766469088912,133.5013,20.3137,31.486,5.9785,40.4531,25.189,18.892,118.3879,6.927,0.1236,1588
17031310300,19.63107792399428,220.7131,68.2471,56.593,7.1586,32.0,33.956,16.978,196.944,14.1483,0.125,1767
17031310400,16.92250478064907,293.8182,148.1966,14.545,18.7542,105.042,65.455,14.545,199.2727,4.3636,0.0476,1375
17031310500,20.783316594458377,288.7777,119.3185,28.592,22.0309,82.1018,64.332,14.296,135.8113,22.8735,0.0609,1399
17031310600,17.2937372683994,124.0451,77.9164,30.92,9.686,28.5987,23.645,3.638,167.8792,24.7363,0.2098,5498
17031310700,16.250720589060755,183.5294,133.2749,35.294,19.0946,64.6204,64.706,11.765,142.3529,35.8824,0.0619,1700
17031310800,18.69951462087753,86.7066,165.3361,19.162,8.3108,31.1769,26.347,4.79,129.5808,18.2036,0.1283,4175
17031310900,19.556433503269755,33.675,102.9049,41.832,7.3863,16.0256,23.008,4.183,74.2522,13.3863,0.1872,4781
17031320101,18.364882702538235,1.7835,764.9291,7.344,21.8756,22.409,2.098,2.098,68.7159,4.4062,0.1785,9532
17031320102,18.364882702538235,6.8097,519.3837,61.907,21.9602,38.6527,4.127,4.127,821.915,75.5262,0.1811,4846
17031320400,23.939011284884486,50.4202,708.7658,73.529,17.4314,25.89,10.504,3.501,1201.3305,106.7927,0.309,2856
17031320600,23.13910520563572,94.6052,859.7095,32.838,15.9961,21.8341,1.564,3.127,105.2385,17.0446,0.229,6395
17031330101,15.16518848151115,316.6376,521.1298,26.132,5.1449,3.3914,8.711,4.355,63.3711,7.8397,0.8846,4592
17031330102,15.16518848151115,98.6958,673.3108,14.8,15.9932,18.75,2.775,1.85,61.6039,6.8449,0.16,10811
17031330103,15.16518848151115,196.4113,175.8049,16.974,12.854,30.8483,6.062,1.212,80.1406,7.3957,0.1945,8248
17031330200,18.86726216118972,378.2435,103.2019,44.91,15.8204,22.8087,14.97,4.99,44.6607,4.99,0.3069,4008
17031340300,19.526215213153083,124.3968,24.4664,5.362,4.9938,49.7512,32.172,21.448,30.0268,1.0724,0.0804,1865
17031340400,17.291029729348136,150.2169,106.5335,43.384,8.1728,35.6506,43.384,21.692,103.0369,21.1497,0.1122,1844
17031340500,16.36882324827635,278.6986,53.8007,55.249,4.2275,29.9401,49.11,18.416,64.4567,14.733,0.167,1629
17031340600,12.424737813891976,549.0877,84.5328,86.881,2.9963,31.5789,60.817,34.752,53.8662,2.6064,0.19,1151
17031350100,25.2526125912828,118.4919,681.3677,26.93,15.4825,4.4444,17.953,13.465,31.4183,0.4488,0.225,2228
17031350400,22.87399965190265,271.8254,151.8663,33.069,13.335,51.4801,59.524,26.455,21.8254,3.9683,0.0777,1512
17031351000,27.034079598332468,315.9341,621.3069,41.209,14.0152,9.138,24.725,5.495,50.0,5.2198,0.3283,3640
17031351100,15.160369557361395,940.6281,168.1564,24.534,19.6597,59.5681,44.161,9.814,26.4966,1.472,0.1343,2038
17031351400,22.14587174004945,1480.6034,49.1152,57.471,19.7089,55.8659,71.839,21.552,81.8966,13.6494,0.1253,1392
17031351500,11.547379375609433,1244.2284,115.4004,60.753,14.3219,108.1917,85.055,48.603,24.3013,9.7205,0.0647,823
17031360200,18.1317715295676,1162.9316,581.6755,42.399,26.2357,56.1167,42.399,12.114,15.1423,0.0,0.0891,1651
17031380100,22.395642557063727,1106.4794,137.5651,40.779,17.632,29.5508,40.779,13.593,61.6221,9.5152,0.1692,2207
17031380200,22.129624270520964,1032.8073,116.1066,16.611,26.3059,84.0336,41.528,12.458,29.485,4.1528,0.0833,2408
17031380600,20.753690017355925,840.6385,56.719,81.074,10.6563,24.699,25.336,10.134,48.8979,6.8406,0.3239,3947
17031381200,21.499162070361283,857.9682,95.4108,43.332,14.1639,49.2611,38.517,4.815,88.5893,16.8512,0.1015,2077
17031381400,16.24577980113888,802.3385,88.0638,38.976,14.3095,33.195,33.408,11.136,96.3252,16.7038,0.1205,1796
17031381500,14.469915221597294,1746.6267,231.8051,44.978,27.1904,71.4286,59.97,29.985,158.9205,23.988,0.042,667
17031381700,10.680557746147787,2336.0,129.2896,160.0,0.0,26.6312,80.0,40.0,32.0,4.0,0.0751,18
17031381800,21.23697046697,663.4747,272.1733,61.56,12.1828,32.5203,41.04,6.84,91.6553,11.6279,0.123,1462
17031381900,21.48974633540216,1075.9494,983.1849,36.166,17.9339,59.6125,45.208,9.042,31.6456,3.6166,0.0671,1106
17031390100,22.178232114068827,451.3844,603.3068,19.317,10.1569,32.8048,45.074,6.439,67.6111,10.3026,0.1829,1553
17031390200,24.846509008862984,594.7955,337.4144,21.243,16.1601,50.8906,42.485,5.311,68.5077,1.5932,0.1179,1883
17031390300,23.462536555735184,582.7283,136.5037,38.212,10.6531,47.5436,30.569,7.642,44.3256,9.5529,0.1262,2617
17031390400,29.76954441644165,316.9627,259.2517,27.865,6.1825,23.8095,34.831,6.966,29.6064,0.6966,0.126,2871
17031390500,42.85738518211003,540.8163,119.6303,24.01,5.9643,15.873,60.024,6.002,19.8079,0.0,0.126,1666
17031390600,41.74989108001206,283.8516,420.866,25.075,6.1111,16.0128,45.135,5.015,30.5918,0.0,0.1249,1994
17031390700,26.63631605556187,35.6705,481.3883,26.026,10.3165,8.7413,9.186,1.531,27.8628,1.5309,0.2288,6532
17031400300,28.809156763553407,1112.367,645.8474,192.819,3.2721,7.0646,73.138,13.298,61.8351,5.3191,0.5662,1504
17031400400,19.57291111980713,442.6065,1022.1407,35.088,6.3523,15.8479,30.075,15.038,47.619,6.015,0.1262,1995
17031400500,22.62093902194526,372.2597,5.7221,25.295,2.1653,15.873,21.079,12.648,27.403,2.9511,0.126,2372
17031400800,16.89063520689761,263.6879,184.3509,56.639,1.309,10.4932,22.026,6.293,27.061,5.0346,0.1906,3178
17031410100,28.4064574443776,48.8556,779.8764,44.014,19.0956,11.7509,17.606,4.401,89.7887,8.8028,0.0851,2272
17031410200,38.854914767234696,95.279,613.8442,34.335,0.0,40.0,42.918,8.584,18.8841,0.0,0.025,1165
17031410500,27.54334456446516,122.8611,1093.4651,23.956,8.8271,0.0,20.534,6.845,20.1916,0.3422,0.101,2922
17031410600,38.11863967616181,134.1206,174.9958,12.653,9.6995,10.2145,25.306,4.218,26.9928,5.0612,0.0979,2371
17031410700,34.54736894296827,46.2693,192.7968,16.674,9.3171,9.98,29.179,4.168,89.6207,21.2589,0.1002,2399
17031410800,27.345173185746003,37.0865,377.6327,20.047,16.2421,10.5597,16.706,3.341,193.7855,24.3902,0.0947,2993
17031410900,28.213117263102603,30.2452,689.1622,29.973,24.5562,6.6401,13.624,2.725,41.9619,4.0872,0.1506,3670
17031411000,22.66799795316373,71.5018,793.1226,35.879,16.8637,0.0,12.814,2.563,51.512,8.7135,0.3352,3902
17031411100,34.813864643300555,144.1782,1085.0345,25.221,23.084,0.0,21.017,8.407,35.309,5.8848,0.1102,2379
17031411200,34.724133895188025,179.2177,428.4629,58.377,7.7286,6.4226,35.026,11.675,75.8903,8.7566,0.1557,1713
17031420100,19.84416012596443,232.6431,1114.4786,48.721,13.9247,0.0,24.361,6.09,28.0146,3.6541,0.3258,1642
17031420200,18.63727083079879,392.4761,507.5478,61.763,3.6626,8.9928,28.074,5.615,42.1112,5.0533,0.1112,1781
17031420300,21.770977589639283,229.5955,623.4831,35.486,0.0,31.6122,21.292,3.549,22.3563,2.1292,0.0949,2818
17031420400,17.917870746829077,375.6477,743.0091,84.197,0.0,42.2833,25.907,6.477,42.0984,5.829,0.0946,1544
17031420500,20.898093008604704,257.1846,949.0171,48.709,0.2189,42.1053,19.484,4.871,42.8641,5.8451,0.095,2053
17031420600,24.24282280851937,378.3677,736.5885,43.582,2.6504,42.508,23.772,3.962,61.4105,13.0745,0.0941,2524
