GEO_ID,Census Tract Name,% population (25+) with <9 years of education,% population (25+) with at least a high school diploma,Unemployment rate (civilian labor force 16+),% families below the poverty level,median home value,median gross rent,Median Family Income,% population below 150% of the poverty threshold,median monthly mortgage,% single-parent households with children < 18,% owner-occupied housing units,% occupied housing units without complete plumbing,% households without a motor vehicle,% households without a telephone,% households with >1 person per room,% employed persons (16+) in white-collar occupations,log ratio low-to-high income,Area Deprivation Index (ADI),census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Food_Access,Tract_Area_SqMi,Population
1400000US17031330102,Census Tract 3301.02; Cook County; Illinois,71,9546,4.3,0.0,390800.0,2545.0,120182.0,0.0,3436.0,,35.5,0.8,29.3,0.0,3.8,69.5,0.122,67.91447044221249,17031330102,15.16518848151115,98.6958,673.3108,14.8,15.9932,18.75,2.775,1.85,61.6039,6.8449,0.16,10811
1400000US17031330103,Census Tract 3301.03; Cook County; Illinois,10,7478,3.7,2.7,364800.0,1902.0,97758.0,2.7,2430.0,,49.4,0.0,22.5,0.0,1.3,66.9,-0.134,77.78069415856491,17031330103,15.16518848151115,196.4113,175.8049,16.974,12.854,30.8483,6.062,1.212,80.1406,7.3957,0.1945,8248
1400000US17031330200,Census Tract 3302; Cook County; Illinois,68,2796,4.4,3.9,603700.0,,143558.0,6.1,3415.0,,70.8,0.0,18.7,0.7,0.4,70.5,-0.122,75.00749751147275,17031330200,18.86726216118972,378.2435,103.2019,44.91,15.8204,22.8087,14.97,4.99,44.6607,4.99,0.3069,4008
1400000US17031340300,Census Tract 3403; Cook County; Illinois,264,979,5.8,8.4,395000.0,1160.0,53030.0,28.0,2962.0,,44.2,0.0,30.2,0.0,2.1,69.2,-0.13,102.67636194365802,17031340300,19.526215213153083,124.3968,24.4664,5.362,4.9938,49.7512,32.172,21.448,30.0268,1.0724,0.0804,1865
1400000US17031340400,Census Tract 3404; Cook County; Illinois,112,964,10.3,22.9,358100.0,1612.0,40583.0,52.3,2536.0,,37.6,0.0,15.3,0.0,5.8,56.9,-0.085,116.03701177843152,17031340400,17.291029729348136,150.2169,106.5335,43.384,8.1728,35.6506,43.384,21.692,103.0369,21.1497,0.1122,1844
1400000US17031340500,Census Tract 3405; Cook County; Illinois,221,1151,3.5,32.7,460100.0,819.0,62288.0,43.9,2638.0,,39.7,0.0,39.6,1.3,2.6,49.7,0.111,118.86004559771465,17031340500,16.36882324827635,278.6986,53.8007,55.249,4.2275,29.9401,49.11,18.416,64.4567,14.733,0.167,1629
1400000US17031340600,Census Tract 3406; Cook County; Illinois,45,588,31.9,49.2,,384.0,21279.0,67.5,,,8.4,3.5,50.4,1.4,14.6,44.4,-0.015,160.27319509011025,17031340600,12.424737813891976,549.0877,84.5328,86.881,2.9963,31.5789,60.817,34.752,53.8662,2.6064,0.19,1151
1400000US17031350100,Census Tract 3501; Cook County; Illinois,21,1886,6.4,12.0,,1387.0,58295.0,12.0,,,0.0,0.0,63.4,0.0,7.4,61.2,0.242,111.83422003463856,17031350100,25.2526125912828,118.4919,681.3677,26.93,15.4825,4.4444,17.953,13.465,31.4183,0.4488,0.225,2228
1400000US17031350400,Census Tract 3504; Cook County; Illinois,111,549,21.2,57.8,,577.0,20515.0,64.6,,,2.4,0.0,64.1,1.7,0.0,49.7,-0.103,150.06286458457922,17031350400,22.87399965190265,271.8254,151.8663,33.069,13.335,51.4801,59.524,26.455,21.8254,3.9683,0.0777,1512
1400000US17031351000,Census Tract 3510; Cook County; Illinois,86,3139,12.9,1.8,366900.0,1362.0,61736.0,3.5,,,9.0,0.5,40.5,0.0,5.8,50.6,0.07,105.02517556692295,17031351000,27.034079598332468,315.9341,621.3069,41.209,14.0152,9.138,24.725,5.495,50.0,5.2198,0.3283,3640
1400000US17031351100,Census Tract 3511; Cook County; Illinois,68,1058,42.6,57.1,289300.0,381.0,15921.0,74.5,1668.0,,4.2,6.2,49.3,3.2,1.6,66.0,-0.097,163.83872263249032,17031351100,15.160369557361395,940.6281,168.1564,24.534,19.6597,59.5681,44.161,9.814,26.4966,1.472,0.1343,2038
1400000US17031351400,Census Tract 3514; Cook County; Illinois,41,860,20.0,4.9,511000.0,806.0,,51.6,2583.0,,8.7,0.0,58.9,0.0,4.9,46.6,,121.47400817993964,17031351400,22.14587174004945,1480.6034,49.1152,57.471,19.7089,55.8659,71.839,21.552,81.8966,13.6494,0.1253,1392
1400000US17031351500,Census Tract 3515; Cook County; Illinois,9,545,16.3,15.0,422900.0,1650.0,77206.0,28.6,3042.0,,9.7,0.0,35.0,0.0,0.0,51.4,-0.159,106.94747918234754,17031351500,11.547379375609433,1244.2284,115.4004,60.753,14.3219,108.1917,85.055,48.603,24.3013,9.7205,0.0647,823
1400000US17031360200,Census Tract 3602; Cook County; Illinois,4,925,32.5,45.4,272200.0,998.0,26143.0,54.2,1861.0,,7.8,0.0,40.3,0.0,0.0,54.3,-0.063,142.11982656544748,17031360200,18.1317715295676,1162.9316,581.6755,42.399,26.2357,56.1167,42.399,12.114,15.1423,0.0,0.0891,1651
1400000US17031380100,Census Tract 3801; Cook County; Illinois,48,1337,8.6,0.0,323300.0,520.0,80216.0,10.0,2687.0,,46.0,0.0,42.1,3.3,0.0,70.6,0.251,102.02700039299133,17031380100,22.395642557063727,1106.4794,137.5651,40.779,17.632,29.5508,40.779,13.593,61.6221,9.5152,0.1692,2207
1400000US17031380200,Census Tract 3802; Cook County; Illinois,178,1204,2.8,26.7,242600.0,550.0,17138.0,26.7,2267.0,,9.0,0.0,59.7,0.0,1.7,64.8,-0.212,122.99225441169108,17031380200,22.129624270520964,1032.8073,116.1066,16.611,26.3059,84.0336,41.528,12.458,29.485,4.1528,0.0833,2408
1400000US17031380600,Census Tract 3806; Cook County; Illinois,88,2663,18.8,22.5,273200.0,1372.0,49134.0,24.0,1978.0,,23.5,3.8,26.9,0.0,3.2,67.2,0.033,116.70209450988298,17031380600,20.753690017355925,840.6385,56.719,81.074,10.6563,24.699,25.336,10.134,48.8979,6.8406,0.3239,3947
1400000US17031381200,Census Tract 3812; Cook County; Illinois,15,1444,19.6,22.9,405400.0,1333.0,46407.0,24.4,3163.0,,39.4,0.0,17.8,0.0,5.5,70.0,-0.187,107.91853485481914,17031381200,21.499162070361283,857.9682,95.4108,43.332,14.1639,49.2611,38.517,4.815,88.5893,16.8512,0.1015,2077
1400000US17031381400,Census Tract 3814; Cook County; Illinois,105,884,22.3,26.3,320400.0,1230.0,47931.0,29.2,2388.0,,24.1,0.0,25.4,0.0,3.7,60.2,0.106,120.56787749427356,17031381400,16.24577980113888,802.3385,88.0638,38.976,14.3095,33.195,33.408,11.136,96.3252,16.7038,0.1205,1796
1400000US17031381500,Census Tract 3815; Cook County; Illinois,17,474,22.6,24.0,,1013.0,26738.0,57.8,3034.0,,24.9,2.0,41.4,0.0,0.0,66.1,-0.213,126.10302406304878,17031381500,14.469915221597294,1746.6267,231.8051,44.978,27.1904,71.4286,59.97,29.985,158.9205,23.988,0.042,667
1400000US17031381700,Census Tract 3817; Cook County; Illinois,0,0,,,,,,,,,,,,,,,,100.0202529419734,17031381700,10.680557746147787,2336.0,129.2896,160.0,0.0,26.6312,80.0,40.0,32.0,4.0,0.0751,18
1400000US17031381800,Census Tract 3818; Cook County; Illinois,0,975,16.5,6.8,275000.0,1118.0,43281.0,23.3,2257.0,,15.8,2.3,34.9,3.2,4.0,69.9,0.049,116.09978768379294,17031381800,21.23697046697,663.4747,272.1733,61.56,12.1828,32.5203,41.04,6.84,91.6553,11.6279,0.123,1462
1400000US17031381900,Census Tract 3819; Cook County; Illinois,26,708,26.0,13.9,411100.0,,73750.0,13.9,2329.0,,63.9,0.0,15.2,0.0,0.0,73.4,0.243,103.51267406714572,17031381900,21.48974633540216,1075.9494,983.1849,36.166,17.9339,59.6125,45.208,9.042,31.6456,3.6166,0.0671,1106
1400000US17031390100,Census Tract 3901; Cook County; Illinois,48,1041,17.9,13.3,559800.0,989.0,55893.0,17.8,3338.0,,48.1,0.0,34.6,0.0,0.0,68.2,-0.276,100.86140746506314,17031390100,22.178232114068827,451.3844,603.3068,19.317,10.1569,32.8048,45.074,6.439,67.6111,10.3026,0.1829,1553
1400000US17031390200,Census Tract 3902; Cook County; Illinois,40,1342,10.7,6.8,386400.0,1379.0,110806.0,10.0,2706.0,,66.7,0.0,15.6,0.0,0.0,71.7,0.082,89.48606127072487,17031390200,24.846509008862984,594.7955,337.4144,21.243,16.1601,50.8906,42.485,5.311,68.5077,1.5932,0.1179,1883
1400000US17031390300,Census Tract 3903; Cook County; Illinois,48,1762,29.1,33.3,358200.0,708.0,,37.8,3070.0,,17.4,0.0,48.5,0.0,1.7,57.5,,124.59322669928147,17031390300,23.462536555735184,582.7283,136.5037,38.212,10.6531,47.5436,30.569,7.642,44.3256,9.5529,0.1262,2617
1400000US17031390400,Census Tract 3904; Cook County; Illinois,43,1627,9.5,35.9,382600.0,1049.0,38507.0,35.9,2650.0,,22.7,0.0,50.7,7.5,2.9,74.6,-0.127,121.49835575378032,17031390400,29.76954441644165,316.9627,259.2517,27.865,6.1825,23.8095,34.831,6.966,29.6064,0.6966,0.126,2871
1400000US17031390500,Census Tract 3905; Cook County; Illinois,7,1212,8.7,7.7,845800.0,1377.0,83938.0,7.7,3656.0,,33.7,0.1,32.5,0.5,1.2,72.7,0.091,85.37734292630138,17031390500,42.85738518211003,540.8163,119.6303,24.01,5.9643,15.873,60.024,6.002,19.8079,0.0,0.126,1666
1400000US17031390600,Census Tract 3906; Cook County; Illinois,10,1325,8.3,16.1,546900.0,1368.0,95542.0,16.1,,,39.2,0.0,23.7,0.0,0.0,68.3,-0.039,96.78413165026063,17031390600,41.74989108001206,283.8516,420.866,25.075,6.1111,16.0128,45.135,5.015,30.5918,0.0,0.1249,1994
1400000US17031390700,Census Tract 3907; Cook County; Illinois,44,4151,8.6,10.3,244800.0,1984.0,73704.0,16.4,2497.0,,42.4,0.0,33.8,0.0,4.1,76.3,0.06,94.50183591682776,17031390700,26.63631605556187,35.6705,481.3883,26.026,10.3165,8.7413,9.186,1.531,27.8628,1.5309,0.2288,6532
1400000US17031400300,Census Tract 4003; Cook County; Illinois,43,930,12.9,0.0,226000.0,1425.0,90716.0,0.0,1807.0,,35.6,0.0,19.4,0.0,4.2,72.3,0.134,98.86393821895793,17031400300,28.809156763553407,1112.367,645.8474,192.819,3.2721,7.0646,73.138,13.298,61.8351,5.3191,0.5662,1504
1400000US17031400400,Census Tract 4004; Cook County; Illinois,28,867,20.4,42.1,171400.0,1180.0,32235.0,45.4,1869.0,,16.6,8.4,34.0,6.1,1.1,66.8,-0.007,139.5989139478881,17031400400,19.57291111980713,442.6065,1022.1407,35.088,6.3523,15.8479,30.075,15.038,47.619,6.015,0.1262,1995
1400000US17031400500,Census Tract 4005; Cook County; Illinois,14,1295,17.7,26.0,429500.0,1114.0,38373.0,35.0,2841.0,,8.5,0.0,37.7,0.0,5.4,57.8,-0.02,120.21876253129132,17031400500,22.62093902194526,372.2597,5.7221,25.295,2.1653,15.873,21.079,12.648,27.403,2.9511,0.126,2372
1400000US17031400800,Census Tract 4008; Cook County; Illinois,54,1305,14.3,61.3,,840.0,23059.0,69.6,,,2.1,0.0,48.3,6.4,3.0,56.8,0.243,148.40539396500412,17031400800,16.89063520689761,263.6879,184.3509,56.639,1.309,10.4932,22.026,6.293,27.061,5.0346,0.1906,3178
1400000US17031410100,Census Tract 4101; Cook County; Illinois,0,1752,1.3,0.0,208500.0,1824.0,63931.0,0.0,2579.0,,20.9,0.0,41.1,2.5,0.0,82.0,-0.157,90.5472921528656,17031410100,28.4064574443776,48.8556,779.8764,44.014,19.0956,11.7509,17.606,4.401,89.7887,8.8028,0.0851,2272
1400000US17031410200,Census Tract 4102; Cook County; Illinois,12,750,0.6,17.9,292900.0,1472.0,56848.0,22.8,2791.0,,22.8,0.0,42.8,0.0,2.1,75.4,0.088,103.68538807520348,17031410200,38.854914767234696,95.279,613.8442,34.335,0.0,40.0,42.918,8.584,18.8841,0.0,0.025,1165
1400000US17031410500,Census Tract 4105; Cook County; Illinois,91,1779,6.0,27.5,402600.0,1620.0,65240.0,27.5,2770.0,,30.8,1.1,35.0,0.6,1.7,66.5,-0.083,105.5384200825388,17031410500,27.54334456446516,122.8611,1093.4651,23.956,8.8271,0.0,20.534,6.845,20.1916,0.3422,0.101,2922
1400000US17031410600,Census Tract 4106; Cook County; Illinois,0,1281,7.5,4.4,322800.0,1958.0,49475.0,20.2,3271.0,,28.9,2.8,43.5,3.6,1.2,87.1,-0.189,96.53036225881708,17031410600,38.11863967616181,134.1206,174.9958,12.653,9.6995,10.2145,25.306,4.218,26.9928,5.0612,0.0979,2371
1400000US17031410700,Census Tract 4107; Cook County; Illinois,36,1405,8.2,12.9,439200.0,1456.0,45114.0,21.1,2128.0,,32.6,0.0,51.0,1.8,1.3,79.2,-0.154,105.04524548095873,17031410700,34.54736894296827,46.2693,192.7968,16.674,9.3171,9.98,29.179,4.168,89.6207,21.2589,0.1002,2399
1400000US17031410800,Census Tract 4108; Cook County; Illinois,13,1976,2.9,0.0,367900.0,1349.0,71989.0,3.0,2880.0,,30.9,0.0,55.8,1.4,0.7,75.7,-0.024,92.02903311820334,17031410800,27.345173185746003,37.0865,377.6327,20.047,16.2421,10.5597,16.706,3.341,193.7855,24.3902,0.0947,2993
1400000US17031410900,Census Tract 4109; Cook County; Illinois,0,2934,11.0,0.0,344600.0,1719.0,73828.0,6.5,2439.0,,38.9,1.3,35.1,0.0,0.0,75.0,-0.027,91.38524789864373,17031410900,28.213117263102603,30.2452,689.1622,29.973,24.5562,6.6401,13.624,2.725,41.9619,4.0872,0.1506,3670
1400000US17031411000,Census Tract 4110; Cook County; Illinois,0,3694,4.0,0.0,184200.0,1677.0,70893.0,0.0,3142.0,,32.2,0.0,52.4,0.0,2.6,86.2,-0.025,87.28064568793972,17031411000,22.66799795316373,71.5018,793.1226,35.879,16.8637,0.0,12.814,2.563,51.512,8.7135,0.3352,3902
1400000US17031411100,Census Tract 4111; Cook County; Illinois,0,1338,5.1,1.7,562500.0,1216.0,117500.0,1.7,3319.0,,50.3,2.7,36.1,0.0,0.3,84.6,-0.015,82.09753519356568,17031411100,34.813864643300555,144.1782,1085.0345,25.221,23.084,0.0,21.017,8.407,35.309,5.8848,0.1102,2379
1400000US17031411200,Census Tract 4112; Cook County; Illinois,0,1176,12.4,6.9,490900.0,1674.0,101071.0,8.4,3138.0,,60.3,0.6,33.6,0.0,0.0,87.9,-0.034,85.57969301787938,17031411200,34.724133895188025,179.2177,428.4629,58.377,7.7286,6.4226,35.026,11.675,75.8903,8.7566,0.1557,1713
1400000US17031420100,Census Tract 4201; Cook County; Illinois,0,902,15.2,32.5,281700.0,932.0,,39.5,1909.0,,4.2,0.0,53.4,0.0,1.3,46.4,,127.74532014561366,17031420100,19.84416012596443,232.6431,1114.4786,48.721,13.9247,0.0,24.361,6.09,28.0146,3.6541,0.3258,1642
1400000US17031420200,Census Tract 4202; Cook County; Illinois,35,1124,22.0,22.8,403100.0,1391.0,44375.0,33.0,2203.0,,17.7,2.7,37.4,0.0,0.0,53.9,-0.028,120.5839843507168,17031420200,18.63727083079879,392.4761,507.5478,61.763,3.6626,8.9928,28.074,5.615,42.1112,5.0533,0.1112,1781
1400000US17031420300,Census Tract 4203; Cook County; Illinois,7,792,10.7,16.8,343800.0,1422.0,42973.0,24.8,2386.0,,25.8,1.0,41.2,2.2,1.0,73.1,-0.104,110.42160487899972,17031420300,21.770977589639283,229.5955,623.4831,35.486,0.0,31.6122,21.292,3.549,22.3563,2.1292,0.0949,2818
1400000US17031420400,Census Tract 4204; Cook County; Illinois,19,791,7.4,22.6,260000.0,1128.0,37946.0,34.7,1716.0,,12.0,0.7,57.6,0.7,0.9,78.5,0.147,120.8569528397563,17031420400,17.917870746829077,375.6477,743.0091,84.197,0.0,42.2833,25.907,6.477,42.0984,5.829,0.0946,1544
1400000US17031420500,Census Tract 4205; Cook County; Illinois,96,997,20.6,40.3,169200.0,754.0,22309.0,43.5,2075.0,,21.3,0.0,41.6,0.0,2.7,74.9,-0.433,132.70683286043183,17031420500,20.898093008604704,257.1846,949.0171,48.709,0.2189,42.1053,19.484,4.871,42.8641,5.8451,0.095,2053
1400000US17031420600,Census Tract 4206; Cook County; Illinois,101,1458,16.8,23.5,143500.0,1287.0,52989.0,32.4,1618.0,,9.6,1.0,33.1,0.0,3.8,61.2,0.032,124.61781210872792,17031420600,24.24282280851937,378.3677,736.5885,43.582,2.6504,42.508,23.772,3.962,61.4105,13.0745,0.0941,2524
1400000US17031420700,Census Tract 4207; Cook County; Illinois,49,1469,12.4,28.1,,1171.0,38076.0,43.9,1385.0,,34.0,4.0,36.1,0.9,0.0,62.0,-0.061,125.18110991294006,17031420700,26.75927119806252,232.7044,10.1488,46.342,4.9693,15.9236,29.791,6.62,105.5942,24.8262,0.2512,3021
1400000US17031420800,Census Tract 4208; Cook County; Illinois,69,1277,13.3,19.7,243800.0,1593.0,47540.0,35.1,2030.0,,19.0,4.0,30.5,0.0,0.0,54.6,0.007,118.27153230199563,17031420800,19.751386355497296,236.0602,28.8241,40.7,3.7372,29.8285,20.35,8.14,64.7131,6.512,0.1341,2457
1400000US17031421200,Census Tract 4212; Cook County; Illinois,84,936,17.2,25.5,225000.0,1319.0,45550.0,72.3,1643.0,,24.6,0.0,35.8,0.5,0.0,26.0,0.295,136.9740759236557,17031421200,23.97128381842855,106.7616,0.0,113.879,15.6989,15.8983,64.057,14.235,89.6797,9.9644,0.1258,1405
1400000US17031430101,Census Tract 4301.01; Cook County; Illinois,37,2273,14.6,24.3,110900.0,1251.0,31875.0,45.4,1249.0,,21.0,0.0,34.0,2.0,5.8,56.5,-0.014,130.33055905337696,17031430101,24.09808752667808,51.0878,767.0294,22.0,14.3012,15.8353,7.333,2.444,52.0655,6.5999,0.1263,4091
1400000US17031430102,Census Tract 4301.02; Cook County; Illinois,68,2555,15.0,34.6,204200.0,997.0,52955.0,34.6,1495.0,,21.6,3.5,44.3,1.3,2.5,34.8,0.31,133.39467637796335,17031430102,27.24648423568757,61.5335,545.0669,32.216,10.2142,11.655,12.887,3.222,39.9485,5.799,0.1716,3104
1400000US17031430200,Census Tract 4302; Cook County; Illinois,294,3561,10.9,24.0,383800.0,1041.0,54479.0,33.1,2882.0,,25.5,0.0,44.2,0.0,1.4,63.2,-0.018,111.64590381663626,17031430200,33.2409451674701,83.1695,422.3947,35.391,9.0916,3.917,11.797,3.932,31.0657,2.9493,0.2553,5086
1400000US17031430300,Census Tract 4303; Cook County; Illinois,89,1408,27.2,17.9,228700.0,1304.0,38542.0,38.0,1428.0,,15.4,3.3,39.9,0.0,8.0,44.6,-0.239,133.79973858002228,17031430300,25.75844709782752,107.1149,182.2631,43.002,9.3352,6.1614,31.274,7.819,56.6849,10.5551,0.1623,2558
1400000US17031430400,Census Tract 4304; Cook County; Illinois,36,1985,13.4,18.4,195600.0,1220.0,41964.0,18.4,1813.0,,40.9,0.0,38.3,0.0,3.9,60.3,-0.191,114.4850606405134,17031430400,26.949776160845868,60.706,35.0153,39.591,10.8138,4.7393,23.095,6.598,70.2738,11.8773,0.211,3031
1400000US17031430500,Census Tract 4305; Cook County; Illinois,72,2432,14.9,8.4,261700.0,985.0,33322.0,21.4,2079.0,,10.3,0.0,65.2,0.0,5.3,45.9,-0.04,121.0078449928427,17031430500,22.44903469653311,53.1967,33.573,19.522,7.6921,15.1057,17.082,4.88,70.2782,4.6364,0.1324,4098
1400000US17031430600,Census Tract 4306; Cook County; Illinois,0,1140,11.5,16.6,341200.0,1159.0,43479.0,22.0,2220.0,,29.3,3.0,44.3,0.0,4.8,63.5,0.049,115.29202366228536,17031430600,23.67281547515224,175.4491,242.7129,41.916,10.0297,23.2739,29.94,5.988,135.9281,28.7425,0.1289,1670
1400000US17031430700,Census Tract 4307; Cook County; Illinois,119,1297,39.6,21.9,217300.0,1306.0,32786.0,28.5,2154.0,,18.8,0.0,40.5,0.0,0.0,68.3,0.01,127.42636314916604,17031430700,20.236783968424373,63.908,711.7129,55.172,15.2755,40.6504,13.793,4.598,69.4253,9.6552,0.0738,2175
1400000US17031430800,Census Tract 4308; Cook County; Illinois,30,1366,13.2,14.0,247800.0,1326.0,61750.0,18.1,2195.0,,51.3,0.0,14.8,0.0,0.0,59.9,-0.065,104.9327930607282,17031430800,25.29934152042392,127.8195,81.4347,32.223,0.0164,23.678,26.853,5.371,70.8915,3.2223,0.1267,1862
1400000US17031430900,Census Tract 4309; Cook County; Illinois,47,1177,5.3,21.5,192400.0,859.0,38824.0,22.9,1663.0,,36.5,3.8,24.5,0.0,0.9,74.4,-0.1,115.32475711904186,17031430900,24.680822187695103,121.3133,110.1755,44.519,1.9267,15.3965,38.954,16.694,53.9789,4.4519,0.1299,1797
1400000US17031431200,Census Tract 4312; Cook County; Illinois,2,2158,15.4,8.6,267300.0,784.0,58661.0,20.3,1808.0,,67.2,0.0,24.4,0.0,0.0,48.4,0.178,110.37657194792696,17031431200,28.125094797614185,28.9855,40.842,44.859,0.0,11.8577,20.704,6.901,76.6046,12.0773,0.253,2898
1400000US17031431301,Census Tract 4313.01; Cook County; Illinois,87,1798,17.3,20.9,278200.0,1178.0,47235.0,50.8,2261.0,,9.8,0.0,25.2,0.0,1.1,45.9,0.0,123.86085046926831,17031431301,28.641392072708094,47.6323,69.3968,16.713,6.6535,12.8205,19.499,2.786,38.1616,5.571,0.156,3590
1400000US17031431302,Census Tract 4313.02; Cook County; Illinois,165,2089,33.2,36.2,,1081.0,32083.0,50.2,2029.0,,10.2,0.0,45.6,0.9,5.0,74.2,0.147,136.798126155156,17031431302,25.19004904745409,39.3013,54.2636,20.685,6.5132,11.8343,16.088,2.298,41.5996,4.5966,0.169,4351
1400000US17031431400,Census Tract 4314; Cook County; Illinois,159,4221,5.9,28.3,112500.0,1055.0,48529.0,30.4,,,19.7,0.0,40.0,2.1,6.8,72.1,-0.127,117.63195359835652,17031431400,23.08365381746312,25.4616,408.72,29.78,8.0589,4.9938,10.423,1.489,32.4598,2.8291,0.4005,6716
1400000US17031440101,Census Tract 4401.01; Cook County; Illinois,120,2493,18.3,23.4,,1056.0,31894.0,47.3,2024.0,,4.0,0.0,53.0,0.0,1.1,55.6,0.076,127.93095032794515,17031440101,23.88305441370232,63.2942,80.4704,14.385,0.0,20.2977,11.988,7.193,51.0669,9.3503,0.1478,4171
1400000US17031440102,Census Tract 4401.02; Cook County; Illinois,62,1935,13.5,49.3,184500.0,965.0,31563.0,66.6,1465.0,,21.1,0.0,35.3,0.0,2.2,46.6,-0.098,140.6541415651804,17031440102,28.29672006772048,44.5912,149.905,24.773,0.0,8.2645,16.515,5.505,76.5208,15.4143,0.242,3633
1400000US17031440201,Census Tract 4402.01; Cook County; Illinois,219,3165,20.1,31.4,249700.0,1153.0,39897.0,48.3,2115.0,,31.8,0.4,34.8,0.0,0.0,68.4,-0.209,122.9959562222996,17031440201,23.74531634214821,32.0538,1.1542,23.744,0.0,24.7158,9.893,5.936,89.0384,10.6846,0.2023,5054
1400000US17031440202,Census Tract 4402.02; Cook County; Illinois,43,1909,12.7,3.9,264700.0,973.0,34651.0,9.9,1893.0,,33.5,0.0,39.2,0.0,3.0,66.5,-0.08,108.97574512854212,17031440202,26.5450132519056,45.9574,50.0355,42.553,0.0,13.1277,19.858,5.674,85.9574,14.4681,0.3047,3525
1400000US17031440300,Census Tract 4403; Cook County; Illinois,52,3060,21.6,0.0,236800.0,1204.0,59227.0,20.5,1965.0,,61.5,0.0,10.3,0.0,0.0,82.1,-0.038,100.27217593681276,17031440300,22.97968568069505,19.2431,12.2175,55.591,1.1587,5.9928,12.829,2.138,62.0056,8.3387,0.5006,4677
1400000US17031440600,Census Tract 4406; Cook County; Illinois,18,1187,5.0,7.8,192300.0,2045.0,68102.0,14.0,1504.0,,85.7,0.0,11.1,0.0,2.5,64.8,-0.218,94.94516548241532,17031440600,23.79504380123404,0.0,94.3436,65.13,0.0,7.731,35.07,0.0,40.5812,3.006,0.2587,1996
1400000US17031440700,Census Tract 4407; Cook County; Illinois,5,818,14.2,18.5,168100.0,1294.0,81705.0,27.5,1273.0,,64.9,0.0,15.7,0.0,2.3,48.2,0.686,116.57192676788134,17031440700,21.28702217198658,60.1202,283.1989,46.76,0.0,7.9114,46.76,0.0,40.0802,4.676,0.1264,1497
1400000US17031440800,Census Tract 4408; Cook County; Illinois,32,1003,25.4,48.3,141900.0,980.0,26890.0,62.7,1602.0,,22.8,0.0,35.8,0.0,9.3,55.9,-0.163,146.92156119589566,17031440800,24.678393514142165,55.5556,110.5087,55.556,4.4245,18.5014,30.864,0.0,41.9753,3.7037,0.1081,1620
1400000US17031440900,Census Tract 4409; Cook County; Illinois,39,1618,24.9,19.2,233000.0,1145.0,56875.0,20.6,1457.0,,66.0,1.2,8.7,0.0,9.5,72.8,-0.056,116.86012017034066,17031440900,27.647268849352105,0.0,84.9534,36.556,1.8761,0.0,16.247,0.0,57.6767,8.9358,0.2856,2462
1400000US17031450300,Census Tract 4503; Cook County; Illinois,159,1819,17.1,11.4,190200.0,1128.0,45869.0,23.4,1620.0,,59.4,0.9,21.2,2.7,0.9,57.9,-0.041,115.18974463623536,17031450300,21.03022762902845,7.0726,35.8368,101.476,4.0559,3.7958,33.825,6.15,103.936,15.9902,0.5269,3252
1400000US17031460100,Census Tract 4601; Cook County; Illinois,69,1262,18.2,20.7,147500.0,1117.0,42434.0,28.6,1661.0,,44.8,0.0,36.5,0.0,1.2,47.4,0.075,123.2529979291065,17031460100,12.417440087033672,88.3803,154.1341,70.423,6.3355,4.3286,35.211,7.042,64.4366,10.9155,1.1551,2840
1400000US17031460200,Census Tract 4602; Cook County; Illinois,438,1055,13.4,26.4,104900.0,699.0,29022.0,29.2,1357.0,,45.6,0.0,40.4,0.0,5.0,31.4,0.136,135.47962974753383,17031460200,28.937083278012675,11.807,42.9497,41.068,7.2003,17.1969,46.201,5.133,43.6345,2.5667,0.2326,1948
1400000US17031460301,Census Tract 4603.01; Cook County; Illinois,202,1667,12.1,14.6,154300.0,1208.0,44464.0,21.4,1516.0,,55.1,0.0,26.3,0.0,5.8,33.5,0.171,120.13668449317636,17031460301,27.11791245891148,7.7,53.1904,26.783,1.9992,21.3333,36.826,3.348,42.1828,6.6957,0.1875,2987
1400000US17031460302,Census Tract 4603.02; Cook County; Illinois,131,1891,17.6,25.9,163200.0,963.0,48263.0,30.0,1626.0,,45.1,0.0,18.9,0.0,3.0,39.6,0.091,124.79628533861488,17031460302,30.309667289359883,59.1103,51.9595,12.188,0.3178,8.0128,27.422,6.094,31.688,4.8751,0.2496,3282
1400000US17031460400,Census Tract 4604; Cook County; Illinois,118,2464,18.3,20.4,240500.0,1166.0,70169.0,36.9,1594.0,,57.1,0.0,20.4,0.0,9.7,71.4,0.123,117.82534564748129,17031460400,27.211646980493605,56.8748,11.8214,8.795,2.8825,0.0,26.385,5.863,41.9232,4.1044,0.252,3411
1400000US17031460500,Census Tract 4605; Cook County; Illinois,77,3554,8.1,7.1,217700.0,914.0,52768.0,7.1,1708.0,,51.4,0.0,27.4,0.0,0.0,49.1,-0.184,104.03204429161528,17031460500,27.52741695548632,19.8148,6.9923,51.852,4.2683,6.0815,20.37,5.556,61.1111,6.2963,0.4933,5400
1400000US17031460800,Census Tract 4608; Cook County; Illinois,325,1610,12.6,29.6,227900.0,962.0,36812.0,53.5,2478.0,,25.3,0.0,31.8,0.8,8.6,40.4,-0.07,132.34473373012457,17031460800,26.94250001677417,45.0673,133.5942,49.464,8.5516,22.7531,30.228,2.748,53.861,14.0148,0.2637,3639
